ID	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4	Abundance	Kindom
BACasv294	0.00206866	0.001927802	0	0.001344594	0	0	0.004162872	0	0.1187991	Bac
BACasv295	0	0.001927802	0	0	0.001588646	0.001214224	0	0.000922403	0.070663438	Bac
BACasv296	0	0	0	0	0	0	0.003317289	0.002190707	0.06884995	Bac
BACasv297	0	0	0	0	0	0	0.002601795	0.000634152	0.040449338	Bac
BACasv298	0.002216421	0.000567001	0.000912097	0.00147065	0	0	0.001496032	0.001960106	0.107778838	Bac
BACasv299	0.001723883	0.001890002	0	0	0	0.0001239	0.000325224	0	0.050787613	Bac
BACasv300	0	0	0	0	0	0.000669062	0	0	0.008363275	Bac
BACasv302	0.003152244	0.001398601	0.001539163	0.001218539	0	0	0.000195135	0.002363657	0.123341738	Bac
BACasv303	0.002659705	0.003553204	0.002394254	0.003151393	0	0	0	0	0.14698195	Bac
BACasv304	0	0	0.002793296	0	0	0	0	0	0.0349162	Bac
BACasv305	0	0	0	0	0.001376827	0.000569942	0	0	0.024334613	Bac
BACasv306	0	0	0	0	0	0.002007186	0	0	0.025089825	Bac
BACasv307	0.00206866	0.001814402	0.000627066	0.000756334	0	0	0.003187199	0	0.105670763	Bac
BACasv308	0	0	0	0	0	0	0.001886302	0.001153004	0.037991325	Bac
BACasv309	0	0	0	0	0	0.000892083	0.001691167	0.001325954	0.04886505	Bac
BACasv310	0.003398513	0.001701002	0.002280242	0.001512669	0	0	0	0.005073216	0.174570525	Bac
BACasv312	0.004974634	0.003024003	0.001881199	0.003025337	0	0	0.001821257	0.002075406	0.21002295	Bac
BACasv313	0.002364183	0.001701002	0.001425151	0.00147065	0	0	0	0	0.087012325	Bac
BACasv314	0.001231345	0.001814402	0	0	0	0	0	0	0.038071838	Bac
BACasv315	0	0	0.001539163	0.002857263	0	0	0	0	0.054955325	Bac
BACasv316	0	0	0	0	0.002012286	0.001189444	0.001105763	0	0.053843663	Bac
BACasv317	0	0	0	0	0.000635459	0.000346921	0.00253675	0.001268304	0.059842925	Bac
BACasv318	0	0	0.001197127	0	0	0	0.000520359	0.002306007	0.050293663	Bac
BACasv320	0.00349702	0.002381402	0.001368145	0.001722761	0	0	0.001821257	0.000518852	0.141367963	Bac
BACasv321	0	0.002457002	0	0	0	0	0	0	0.030712525	Bac
BACasv322	0	0	0.002679284	0	0	0	0	0.001960106	0.057992375	Bac
BACasv323	0	0	0	0	0	9.91E-05	0	0	0.00123875	Bac
BACasv324	0	0	0	0	0.00021182	0.00014868	0	0	0.00450625	Bac
BACasv325	0	0	0	0	0	0.000743402	0	0	0.009292525	Bac
BACasv326	0.002265675	0.001512002	0	0	0	0	0	0	0.047220963	Bac
BACasv327	0.005861203	0.005329805	0.003420363	0.001092483	0	0	0	0	0.196298175	Bac
BACasv328	0	0	0.002622278	0.001638724	0	0	0.001365943	0	0.070336813	Bac
BACasv329	0	0	0	0	0	0	0	0.002651908	0.03314885	Bac
BACasv330	0.000443284	0	0.000912097	0	0	0	0	0	0.016942263	Bac
BACasv331	0.000985076	0.001058401	0.000684073	0	0.000423639	0.000743402	0	0	0.048682388	Bac
BACasv332	0.002216421	0.000642601	0	0	0	0	0	0	0.035737775	Bac
BACasv333	0.005368665	0.003666604	0.005073538	0.006428842	0	0	0	0.000749452	0.266088763	Bac
BACasv334	0.001132838	0.002154602	0.001995211	0.000966427	0	0	0.00026018	0.000403551	0.086410113	Bac
BACasv335	0.001773137	0.000793801	0.000969103	0.000756334	0	0	0.002146481	0.002594258	0.112913925	Bac
BACasv337	0.002167167	0	0	0.000378167	0	0	0.001496032	0	0.050517075	Bac
BACasv338	0.002610452	0.001663202	0.00216623	0	0	0	0	0	0.08049855	Bac
BACasv339	0.00142836	0.001663202	0.000627066	0.000840371	0	0	0	0	0.056987488	Bac
BACasv340	0	0.001663202	0	0.001638724	0	0	0	0.001960106	0.0657754	Bac
BACasv341	0.005713441	0.005216405	0.005529586	0.004832136	0	0	0.00572395	0.005015566	0.40038855	Bac
BACasv342	0.001083584	0.004044604	0.001710181	0.001218539	0	0	0	0	0.10071135	Bac
BACasv343	0.001083584	0.002003402	0.001140121	0.003571579	0	0	0	0	0.097483575	Bac
BACasv344	0	0	0	0.001848817	0	0	0.000455314	0	0.028801638	Bac
BACasv345	0.000788061	0	0.001653175	0.001848817	0	0	0	0	0.053625663	Bac
BACasv346	0	0.001587602	0.001938205	0.001848817	0	0	0	0	0.0671828	Bac
BACasv347	0	0.000907201	0	0.001092483	0.000582504	0	0.001430987	0.001268304	0.066018488	Bac
BACasv349	0.001231345	0.002419202	0.001197127	0.000714316	0	0	0	0	0.069524875	Bac
BACasv350	0.003300005	0.002041202	0.002223236	0.001260557	0	0	0.001300898	0.002709558	0.1604432	Bac
BACasv351	0	0	0	0	0	0.000545162	0	0	0.006814525	Bac
BACasv352	0.003841797	0.003213003	0.001197127	0.003109374	0.000317729	0.000198241	0.006504488	0.006283869	0.30832035	Bac
BACasv353	0.002561198	0.003061803	0.001140121	0.002269003	0	0	0	0	0.112901563	Bac
BACasv354	0.00142836	0.001247401	0.001482157	0.00176478	0	0	0.001886302	0.002363657	0.127158213	Bac
BACasv355	0.00142836	0.001247401	0.000684073	0.001638724	0	0.000272581	0.002731885	0.002075406	0.125980375	Bac
BACasv356	0	0	0	0	0	0	0.001365943	0.001210654	0.032207463	Bac
BACasv357	0	0	0	0	0	0	0.002081436	0.002421308	0.0562843	Bac
BACasv359	0	0	0	0	0	0	0.000845583	0	0.010569788	Bac
BACasv360	0.002019406	0.001474201	0	0.000378167	0	0	0	0	0.048397175	Bac
BACasv361	0.002807467	0.001209601	0	0	0	0	0.000845583	0	0.060783138	Bac
BACasv362	0.003989558	0.002570403	0.001653175	0.001344594	0	0	0	0.002767209	0.154061738	Bac
BACasv363	0	0	0	0	0	0	0.001300898	0.00322841	0.05661635	Bac
BACasv364	0.002413436	0.001512002	0.000627066	0.00058826	0	0	0	0.000634152	0.07218645	Bac
BACasv365	0	0.000604801	0	0	0	0	0.000780539	0.001614205	0.037494313	Bac
BACasv366	0.000541792	0	0	0	0	0.000371701	0	0	0.011418663	Bac
BACasv368	0.001920898	0.001776602	0.001653175	0	0	0	0	0	0.066883438	Bac
BACasv369	0.000738807	0.001474201	0	0.00029413	0	0	0.002341616	0.001614205	0.080786988	Bac
BACasv370	0.001280599	0	0.001482157	0.001638724	0	0	0.001561077	0.001210654	0.089665138	Bac
BACasv371	0.000591046	0	0.000684073	0.001638724	0	0	0	0	0.036423038	Bac
BACasv372	0	0	0	0	0	0.000966423	0	0	0.012080288	Bac
BACasv373	0	0	0	0	0	0.000966423	0	0	0.012080288	Bac
BACasv374	0	0	0	0	0.000529549	0.000718622	0	0	0.015602138	Bac
BACasv375	0.001871645	0.001096201	0.000855091	0.000504223	0	0	0	0	0.0540895	Bac
BACasv376	0.001822391	0.002570403	0.004047429	0.00205891	0	0	0	0	0.131239163	Bac
BACasv377	0.001379107	0.003137403	0	0.000840371	0	0	0	0	0.066961013	Bac
BACasv378	0.001083584	0.001134001	0.00273629	0.001932854	0	0	0	0.000518852	0.092569763	Bac
BACasv379	0	0	0	0	0	0.000941643	0	0	0.011770538	Bac
BACasv380	0.000492538	0.000378	0.000969103	0.000714316	0	0	0.002471705	0	0.062820775	Bac
BACasv381	0	0	0	0	0	0	0.002471705	0	0.030896313	Bac
BACasv382	0	0	0	0	0	0	0.002471705	0	0.030896313	Bac
BACasv383	0.002955228	0.001890002	0.001710181	0.001008446	0	0	0.001235853	0.001960106	0.1344977	Bac
BACasv384	0	0.000378	0	0	0	0	0	0.002190707	0.032108838	Bac
BACasv385	0.000886568	0	0	0	0	0	0.001300898	0.002190707	0.054727163	Bac
BACasv386	0	0.000189	0	0.000252111	0	0	0	0.002190707	0.032897725	Bac
BACasv387	0.001083584	0.000793801	0	0.000546241	0	0	0	0.001671855	0.051193513	Bac
BACasv388	0.00039403	0.0003402	0.00028503	0.000336149	0.000529549	0.000247801	0.000715494	0	0.035603163	Bac
BACasv389	0	0	0	0	0.000264774	0.001214224	0	0	0.018487475	Bac
BACasv390	0.001822391	0.0004158	0.001083115	0.000672297	0	0	0	0.001729505	0.07153885	Bac
BACasv391	0.002610452	0.002041202	0.003477369	0.003277449	0	0	0	0	0.1425809	Bac
BACasv392	0.001674629	0.001587602	0.001938205	0.003361486	0	0	0	0.000518852	0.113509675	Bac
BACasv393	0.001773137	0.001096201	0.001596169	0.001554687	0	0	0	0.000634152	0.083179325	Bac
BACasv394	0	0	0	0	0	0	0.002406661	0	0.030083263	Bac
BACasv395	0	0	0	0.000798353	0	0	0	0.002133057	0.036642625	Bac
BACasv396	0	0	0	0	0	0	0	0.002133057	0.026663213	Bac
BACasv397	0	0	0	0	0	9.91E-05	0	0	0.00123875	Bac
BACasv398	0	0	0	0	0	0.000495602	0	0	0.006195025	Bac
BACasv400	0.001773137	0.000831601	0	0.000672297	0	0	0	0	0.040962938	Bac
BACasv401	0.001280599	0.001360801	0	0	0	0	0	0	0.0330175	Bac
BACasv402	0.001132838	0.001360801	0.001026109	0.000756334	0	0	0	0.001153004	0.067863575	Bac
BACasv403	0.001920898	0.002835003	0.003249344	0.001596706	0.000264774	0	0.00266684	0.002651908	0.189818413	Bac
BACasv404	0.000443284	0.003628804	0.002565272	0.002184966	0	0.000247801	0	0	0.113376588	Bac
BACasv405	0	0	0	0	0	0	0.002341616	0	0.0292702	Bac
BACasv406	0	0.000567001	0.000969103	0.000630279	0	0	0.000910628	0.001268304	0.054316438	Bac
BACasv407	0	0.001096201	0.001254133	0.000672297	0	0	0.001951346	0.003459011	0.10541235	Bac
BACasv408	0.00142836	0	0	0.000798353	0	0.000396481	0	0.002075406	0.0587325	Bac
BACasv410	0	0.0003024	0	0	0	0	0	0	0.00378	Bac
BACasv411	0	0	0	0	0	0.000396481	0	0	0.004956013	Bac
BACasv412	0	0	0	0	0	0.000247801	0	0	0.003097513	Bac
BACasv413	0	0	0	0	0.000317729	0.000446041	0	0	0.009547125	Bac
BACasv414	0.000640299	0.001323001	0.000969103	0.000546241	0	0	0	0	0.04348305	Bac
BACasv415	0.001231345	0.002230202	0.000684073	0.00058826	0	0	0.001365943	0.000518852	0.082733438	Bac
BACasv416	0.001674629	0.001058401	0.001995211	0.002311021	0	0	0	0.001614205	0.108168338	Bac
BACasv417	0.000738807	0	0.001995211	0.001386613	0	0	0	0	0.051507888	Bac
BACasv418	0.001625376	0.000945001	0.000741079	0.00147065	0	0	0	0	0.059776325	Bac
BACasv419	0	0.001171801	0	0.00147065	0	0	0	0	0.033030638	Bac
BACasv420	0	0.0004536	0.001026109	0.001260557	0	0	0.002276571	0.001210654	0.077843638	Bac
BACasv421	0	0	0	0	0.000317729	0	0.000975673	0.001153004	0.030580075	Bac
BACasv422	0.000295523	0	0.00028503	0.001302576	0	0	0.001496032	0.002017756	0.067461463	Bac
BACasv423	0	0.001171801	0.000684073	0	0	0	0	0.002017756	0.048420375	Bac
BACasv424	0	0	0	0.000756334	0	0	0	0.002017756	0.034676125	Bac
BACasv426	0	0	0	0	0.000688413	0	0	0	0.008605163	Bac
BACasv427	0	0.001285201	0	0	0	0	0	0	0.016065013	Bac
BACasv428	0	0	0	0	0	0.000842523	0	0	0.010531538	Bac
BACasv429	0	0	0.000171018	0	0	0.000198241	0	0	0.004615738	Bac
BACasv430	0	0	0	0	0	0.000594722	0	0	0.007434025	Bac
BACasv431	0.002019406	0.0004914	0.000684073	0.000966427	0	0.000421261	0.002601795	0	0.089804525	Bac
BACasv432	0.001625376	0.001096201	0	0.000504223	0	0	0.000780539	0	0.050079238	Bac
BACasv433	0	0	0.001425151	0.001386613	0	0	0	0	0.03514705	Bac
BACasv434	0	0	0.001026109	0.001386613	0	0	0	0.000634152	0.038085925	Bac
BACasv435	0.000443284	0	0	0.00029413	0	0	0.000780539	0.001902456	0.042755113	Bac
BACasv436	0.000738807	0.0004158	0.001140121	0.000462204	0	0	0.00266684	0.001902456	0.09157785	Bac
BACasv437	0.000738807	0.0004536	0.00057006	0.001134501	0	0	0.001756212	0.00328606	0.0992405	Bac
BACasv440	0	0	0	0	0.000423639	0.000322141	0	0	0.00932225	Bac
BACasv441	0	0	0.000627066	0	0	0	0	0	0.007838325	Bac
BACasv442	0	0	0	0	0.000529549	9.91E-05	0	0	0.007858113	Bac
BACasv443	0.001576122	0.000718201	0	0.001092483	0	0	0	0.000518852	0.048820725	Bac
BACasv444	0.002314929	0	0.001881199	0.001806799	0	0	0.000780539	0	0.084793325	Bac
BACasv445	0.00103433	0.0004914	0.001824193	0.000798353	0	0	0	0	0.05185345	Bac
BACasv446	0	0	0.001824193	0.001302576	0	0	0	0.000576502	0.046290888	Bac
BACasv447	0	0	0	0	0	0	0.001040718	0.000922403	0.024539013	Bac
BACasv448	0	0.000642601	0	0	0	0	0	0.001844806	0.031092588	Bac
BACasv449	0	0	0	0	0	0.0001239	0	0	0.00154875	Bac
BACasv450	0	0	0	0	0.00021182	0.000322141	0	0	0.006674513	Bac
BACasv451	0	0	0	0	0.000953188	0	0	0	0.01191485	Bac
BACasv452	0.002413436	0.001890002	0	0.000756334	0	0	0	0	0.06324715	Bac
BACasv453	0.001526868	0.002494802	0.001311139	0.001218539	0	0	0	0	0.08189185	Bac
BACasv454	0	0.001171801	0.001140121	0.001050464	0	0	0.000715494	0.001498905	0.069709813	Bac
BACasv455	0	0.001171801	0	0	0.000317729	0.000223021	0	0	0.021406888	Bac
BACasv456	0	0.002116802	0	0.000966427	0	0	0	0	0.038540363	Bac
BACasv457	0.000591046	0.001512002	0.003078326	0.003067356	0	0	0	0	0.103109125	Bac
BACasv458	0.001920898	0.001587602	0.003192338	0.004243876	0	0	0	0	0.136808925	Bac
BACasv461	0	0.0001512	0	0	0	0	0	0	0.00189	Bac
BACasv462	0	0	0.000171018	0	0	0	0	0	0.002137725	Bac
BACasv463	0.001477614	0.000793801	0	0	0	0	0.001430987	0	0.046280025	Bac
BACasv464	0.000935822	0.000907201	0.001083115	0.001260557	0	0	0	0	0.052333688	Bac
BACasv465	0.002265675	0.001360801	0	0.002100929	0	0	0	0	0.071592563	Bac
BACasv467	0	0	0	0	0	0	0	0.001268304	0.0158538	Bac
BACasv468	0.00142836	0.001247401	0.001197127	0.002184966	0	0	0	0	0.075723175	Bac
BACasv469	0	0	0	0	0	0	0	0.001671855	0.020898188	Bac
BACasv471	0.001379107	0	0	0	0	0	0	0	0.017238838	Bac
BACasv472	0.003053736	0.002608203	0.004218447	0.00264717	0	0.000173461	0.001300898	0.001960106	0.199525263	Bac
BACasv473	0	0	0	0.00117652	0	0	0	0	0.0147065	Bac
BACasv474	0	0.001134001	0	0.001386613	0	0	0	0	0.031507675	Bac
BACasv475	0.001231345	0.001247401	0	0.00117652	0	0	0	0	0.045690825	Bac
BACasv476	0	0	0	0	0	0	0.001821257	0	0.022765713	Bac
BACasv477	0.001132838	0	0.000513054	0	0	0	0	0.001614205	0.040751213	Bac
BACasv478	0.001083584	0.0004536	0	0.000504223	0	0	0	0.001614205	0.04569515	Bac
BACasv479	0.000640299	0.000378	0.000741079	0.000840371	0	0	0	0.001614205	0.052674425	Bac
BACasv480	0	0	0	0	0	0	0	0.001614205	0.020177563	Bac
BACasv481	0	0	0	0	0	0	0.000780539	0.001614205	0.0299343	Bac
BACasv485	0.00246269	0.001096201	0.00216623	0.000378167	0	0	0	0	0.0762911	Bac
BACasv486	0	0	0.001539163	0	0	0	0	0	0.019239538	Bac
BACasv487	0	0.000680401	0.001539163	0	0	0	0	0	0.02774455	Bac
BACasv488	0.000985076	0	0.001539163	0	0	0	0	0	0.031552988	Bac
BACasv489	0.001379107	0.0004536	0.001539163	0.001974873	0.000158865	0	0.000455314	0.000461201	0.080276538	Bac
BACasv490	0	0.0002268	0	0	0	0.001610705	0	0	0.022968813	Bac
BACasv491	0.000541792	0.0003402	0	0.000126056	0	0	0.000390269	0.001210654	0.032612138	Bac
BACasv492	0	0	0	0	0.000582504	0	0	0	0.0072813	Bac
BACasv493	0	0	0	0	0	0.000619502	0	0	0.007743775	Bac
BACasv496	0	0	0	0	0	7.43E-05	0	0	0.00092875	Bac
BACasv497	0.001280599	0.000718201	0	0	0	0	0	0	0.024985	Bac
BACasv498	0.004038812	0.001625402	0	0	0	0	0	0	0.070802675	Bac
BACasv499	0.000640299	0.000982801	0.001425151	0.001890836	0	0	0	0	0.061738588	Bac
BACasv500	0.001132838	0.000982801	0	0	0	0	0	0	0.026445488	Bac
BACasv501	0	0.000982801	0.001425151	0	0	0	0	0	0.0300994	Bac
BACasv502	0	0	0.001482157	0	0	0	0	0	0.018526963	Bac
BACasv503	0	0	0.001482157	0.000504223	0	0	0	0	0.02482975	Bac
BACasv504	0	0	0	0.001092483	0	0	0	0	0.013656038	Bac
BACasv505	0	0.0004914	0.000399042	0	0	0	0.001691167	0	0.032270113	Bac
BACasv506	0	0.001285201	0	0	0	0	0.001691167	0	0.0372046	Bac
BACasv507	0.000344777	0	0	0	0.000794323	0	0	0	0.01423875	Bac
BACasv508	0.001231345	0.000529201	0.000684073	0.000546241	0	0	0	0	0.03738575	Bac
BACasv509	0.001083584	0	0.001425151	0.001050464	0	0	0	0	0.044489988	Bac
BACasv510	0.001822391	0.000945001	0.000456048	0.001050464	0	0	0	0	0.0534238	Bac
BACasv511	0	0	0	0	0	0.000619502	0	0	0.007743775	Bac
BACasv512	0	0	0	0	0	0.001239004	0	0	0.01548755	Bac
BACasv513	0	0	0.001824193	0.001008446	0	0	0	0.001441254	0.053423663	Bac
BACasv514	0	0	0	0	0.000688413	0.000247801	0	0	0.011702675	Bac
BACasv515	0.001182091	0	0	0.00029413	0	0	0	0	0.018452763	Bac
BACasv516	0.001182091	0	0	0	0	0	0	0	0.014776138	Bac
BACasv517	0.001182091	0	0	0	0	0	0	0	0.014776138	Bac
BACasv518	0.00103433	0.000680401	0.001368145	0.000966427	0	0	0	0	0.050616288	Bac
BACasv519	0	0	0	0.001008446	0	0	0	0	0.012605575	Bac
BACasv520	0	0	0	0.001008446	0	0	0	0	0.012605575	Bac
BACasv521	0	0.000793801	0.001026109	0.001932854	0	0	0	0	0.04690955	Bac
BACasv522	0	0	0	0	0.000635459	0.000297361	0	0	0.01166025	Bac
BACasv523	0	0	0	0	0	0	0.001561077	0	0.019513463	Bac
BACasv524	0	0	0	0	0	0	0.001561077	0	0.019513463	Bac
BACasv525	0.00039403	0	0	0.000504223	0	0	0	0.001383604	0.028523213	Bac
BACasv526	0.000935822	0.000642601	0.001083115	0	0	0	0	0.001902456	0.057049925	Bac
BACasv527	0.000985076	0	0.001083115	0.000798353	0	0	0	0.001383604	0.05312685	Bac
BACasv528	0.00142836	0.001323001	0.00028503	0.000462204	0	0	0.000650449	0.002767209	0.086453163	Bac
BACasv530	0	0.0002268	0.000513054	0.000630279	0	0	0	0	0.017126663	Bac
BACasv531	0.000837315	0.0002646	0.00057006	0.000210093	0	0.000396481	0	0	0.028481863	Bac
BACasv533	0	0.000756001	0.001653175	0.000252111	0.000582504	0.000421261	0	0	0.04581315	Bac
BACasv534	0.001132838	0.000831601	0.000969103	0.000924409	0	0	0	0	0.048224388	Bac
BACasv535	0.001132838	0.000793801	0.000627066	0.000630279	0	0	0	0.000807103	0.049888588	Bac
BACasv536	0.00206866	0.000869401	0.000684073	0	0	0	0	0	0.045276675	Bac
BACasv537	0	0.000869401	0.00057006	0	0	0	0.000910628	0.001325954	0.045950538	Bac
BACasv538	0	0	0.001083115	0.000966427	0	0	0	0	0.025619275	Bac
BACasv539	0	0.000604801	0.000855091	0.001806799	0	0	0	0	0.040833638	Bac
BACasv540	0	0	0	0	0	0.000569942	0	0	0.007124275	Bac
BACasv541	0	0	0	0	0	0.000569942	0	0	0.007124275	Bac
BACasv542	0	0	0	0.000630279	0	0.000569942	0	0	0.015002763	Bac
BACasv543	0.00039403	0.0001512	0	0	0.000529549	0.0001239	0	0.001325954	0.031557913	Bac
BACasv544	0	0	0	0	0	0	0	0.001325954	0.016574425	Bac
BACasv545	0.000591046	0	0.001026109	0.000630279	0	0	0	0.002190707	0.055476763	Bac
BACasv548	0	0	0	0	0	0.000173461	0	0	0.002168263	Bac
BACasv549	0	0	0	0	0	0.000173461	0	0	0.002168263	Bac
BACasv550	0	0.000831601	0	0.000504223	0	0	0.000780539	0.001383604	0.043749588	Bac
BACasv551	0.00103433	0.0004158	0.001254133	0.000462204	0	0	0	0	0.039580838	Bac
BACasv552	0.00039403	0.000529201	0	0.000924409	0	0	0	0	0.0230955	Bac
BACasv553	0	0.0003402	0.001140121	0.000924409	0	0	0	0	0.030059125	Bac
BACasv554	0	0	0	0.000924409	0	0	0	0	0.011555113	Bac
BACasv555	0	0.000604801	0.000912097	0.000924409	0	0	0	0	0.030516338	Bac
BACasv556	0	0	0	0	0	0.000545162	0	0	0.006814525	Bac
BACasv557	0	0.000604801	0.000513054	0.000630279	0	0	0.001430987	0.001095353	0.053430925	Bac
BACasv558	0	0	0	0.000210093	0	0	0.001170808	0.001268304	0.033115063	Bac
BACasv559	0	0	0	0	0	0	0	0.001268304	0.0158538	Bac
BACasv561	0	0	0	0	0	0	0.000520359	0	0.006504488	Bac
BACasv562	0	0	0	0	0.000476594	0.000569942	0	0	0.0130817	Bac
BACasv563	0.00103433	0.000604801	0	0	0	0	0	0	0.020489138	Bac
BACasv564	0.00103433	0	0	0	0	0	0	0	0.012929125	Bac
BACasv565	0.00103433	0	0	0.000756334	0	0	0	0.000807103	0.032472088	Bac
BACasv566	0.003250751	0.002343602	0.002052218	0.002311021	0	0	0	0	0.1244699	Bac
BACasv567	0	0.000793801	0	0.000672297	0	0	0	0	0.018326225	Bac
BACasv568	0	0	0	0.00088239	0	0	0	0	0.011029875	Bac
BACasv569	0	0	0	0	0	0.000520382	0	0	0.006504775	Bac
BACasv570	0	0	0	0	0	0	0.001365943	0	0.017074288	Bac
BACasv571	0	0.000642601	0	0	0	0	0.001365943	0.000922403	0.036636838	Bac
BACasv572	0	0	0	0	0	0	0	0.001210654	0.015133175	Bac
BACasv573	0	0	0	0	0	0	0	0.001210654	0.015133175	Bac
BACasv574	0.000344777	0	0	0	0	0	0	0.001210654	0.019442888	Bac
BACasv579	0	0	0	0	0.000370684	0	0	0	0.00463355	Bac
BACasv580	0	0	0	0	0.000317729	0.000198241	0.000650449	0	0.014580238	Bac
BACasv581	0	0	0	0	0.000741368	0.000322141	0	0	0.013293863	Bac
BACasv582	0.000985076	0	0	0	0	0	0	0	0.01231345	Bac
BACasv583	0.000985076	0	0	0	0	0	0	0	0.01231345	Bac
BACasv584	0.000985076	0.000718201	0	0	0	0	0.000390269	0.000634152	0.034096225	Bac
BACasv585	0.000985076	0.000378	0.000228024	0	0	0	0	0.000461201	0.025653763	Bac
BACasv586	0.000985076	0	0	0.000504223	0	0	0	0.000230601	0.02149875	Bac
BACasv587	0.001674629	0.000756001	0.000684073	0.000546241	0	0	0.000585404	0	0.05307935	Bac
BACasv588	0	0.000756001	0	0.000336149	0	0	0	0	0.013651875	Bac
BACasv589	0	0.000756001	0	0	0	0	0	0	0.009450013	Bac
BACasv590	0.000788061	0.000756001	0.00057006	0.000546241	0	0	0	0	0.033254538	Bac
BACasv591	0.000541792	0.000756001	0	0	0	0	0	0	0.016222413	Bac
BACasv592	0	0.000189	0.001425151	0.000798353	0	0	0	0	0.0301563	Bac
BACasv593	0	0	0.001140121	0.000756334	0	0	0	0	0.023705688	Bac
BACasv594	0.000689553	0.000718201	0.00057006	0.000840371	0	0	0	0.000634152	0.043154213	Bac
BACasv595	0.000640299	0.0004536	0.000912097	0.001638724	0	0	0.002081436	0.000691802	0.080224475	Bac
BACasv596	0	0	0	0	0	0.000495602	0	0	0.006195025	Bac
BACasv597	0	0	0	0	0.000529549	0.000495602	0	0	0.012814388	Bac
BACasv598	0	0	0	0	0	0	0.001300898	0	0.016261225	Bac
BACasv599	0	0	0	0	0	0	0.001300898	0	0.016261225	Bac
BACasv600	0.000640299	0	0	0	0	0	0.001300898	0	0.024264963	Bac
BACasv601	0	0	0	0	0	0	0.001300898	0	0.016261225	Bac
BACasv602	0.000591046	0	0	0	0	0	0	0.001153004	0.021800625	Bac
BACasv603	0.000788061	0.0004914	0.001026109	0	0	0	0	0.001153004	0.043232175	Bac
BACasv604	0	0	0	0	0	0	0	0.001153004	0.01441255	Bac
BACasv605	0	0	0.000912097	0.000504223	0	0	0	0.001153004	0.03211655	Bac
BACasv607	0	0	0.000627066	0.000378167	0	0	0	0	0.012565413	Bac
BACasv610	0	0	0	0	0	0.000223021	0	0	0.002787763	Bac
BACasv613	0.000886568	0.000718201	0	0	0	0	0	0	0.020059613	Bac
BACasv614	0.002758213	0.001701002	0.001254133	0.000672297	0	0.000272581	0	0.000749452	0.092595975	Bac
BACasv615	0	0	0.001083115	0	0	0	0	0	0.013538938	Bac
BACasv616	0.000689553	0.000604801	0.001083115	0.000672297	0	0	0.001040718	0.000864753	0.061940463	Bac
BACasv617	0	0.000680401	0.000912097	0.000798353	0	0	0	0	0.029885638	Bac
BACasv618	0.000591046	0.000945001	0.000855091	0.000798353	0	0	0	0	0.039868638	Bac
BACasv619	0	0.0004158	0.001083115	0.00117652	0	0	0	0.000461201	0.03920795	Bac
BACasv620	0	0	0	0	0.001006143	0	0	0	0.012576788	Bac
BACasv621	0.000591046	0	0	0	0.000529549	0.000223021	0	0	0.0167952	Bac
BACasv622	0	0	0	0	0	0.000470821	0	0	0.005885263	Bac
BACasv623	0	0	0	0	0	0	0.001235853	0	0.015448163	Bac
BACasv624	0.000985076	0.0004914	0	0	0	0	0.001235853	0.000576502	0.041110388	Bac
BACasv625	0.000443284	0	0	0	0	0	0.001235853	0.000691802	0.029636738	Bac
BACasv626	0.000591046	0.000378	0	0	0	0	0.001105763	0.000576502	0.033141388	Bac
BACasv627	0	0	0	0.00029413	0	0	0.001105763	0.001095353	0.031190575	Bac
BACasv628	0	0	0.000456048	0	0	0	0	0.001095353	0.019392513	Bac
BACasv629	0	0	0	0	0	0	0	0.001095353	0.013691913	Bac
BACasv630	0	0.0001512	0	0	0	0	0	0.001095353	0.015581913	Bac
BACasv631	0	0	0	0	0	0	0.000975673	0.001095353	0.025887825	Bac
BACasv632	0	0	0.000399042	0	0	0	0	0.001095353	0.018679938	Bac
BACasv637	0.001083584	0.000378	0	0	0	0.000446041	0	0	0.023845313	Bac
BACasv638	0.000886568	0	0	0	0	0	0	0.000749452	0.02045025	Bac
BACasv639	0.000886568	0.000529201	0.001140121	0.000714316	0	0	0	0	0.040877575	Bac
BACasv640	0.000886568	0.0004914	0	0.000504223	0	0	0	0	0.023527388	Bac
BACasv641	0.000886568	0.000680401	0.001026109	0	0	0	0	0	0.032413475	Bac
BACasv642	0.000935822	0.000680401	0	0	0	0	0	0	0.020202788	Bac
BACasv643	0	0.000680401	0	0	0	0	0	0.000691802	0.017152538	Bac
BACasv644	0	0	0	0	0.000953188	0	0	0	0.01191485	Bac
BACasv645	0	0	0	0	0	0.000446041	0	0	0.005575513	Bac
BACasv646	0	0	0	0	0	0.000446041	0	0	0.005575513	Bac
BACasv647	0	0	0	0	0	0.000446041	0	0	0.005575513	Bac
BACasv648	0	0.000567001	0	0	0	0	0.001170808	0	0.021722613	Bac
BACasv651	0.001132838	0.000907201	0.000399042	0.000378167	0	0	0	0	0.0352156	Bac
BACasv652	0.000837315	0.0004158	0	0	0	0	0	0	0.015663938	Bac
BACasv653	0.000837315	0	0	0	0	0	0	0	0.010466438	Bac
BACasv654	0.000492538	0.000642601	0	0.000210093	0	0	0	0	0.0168154	Bac
BACasv655	0.000837315	0.000642601	0.000684073	0.000252111	0	0	0	0	0.03020125	Bac
