label	Kindom	Abundance
BACasv1014	Bac	0.00325225
BACasv1020	Bac	0.001847013
BACasv1021	Bac	0.003264513
BACasv1022	Bac	0.0014175
BACasv1023	Bac	0.00284265
BACasv1024	Bac	0.003562875
BACasv1025	Bac	0.00300085
BACasv1026	Bac	0.0015757
BACasv1027	Bac	0.0015757
BACasv1028	Bac	0.00092875
BACasv1029	Bac	0.002439188
BACasv1030	Bac	0.002161888
BACasv1035	Bac	0.00123125
BACasv1036	Bac	0.00123125
BACasv1037	Bac	0.00123125
BACasv1038	Bac	0.00123125
BACasv1039	Bac	0.00123125
BACasv1040	Bac	0.000945
BACasv1041	Bac	0.00142515
BACasv1042	Bac	0.00142515
BACasv1043	Bac	0.00105
BACasv1044	Bac	0.00105
BACasv1045	Bac	0.001626125
BACasv1046	Bac	0.00144125
BACasv1047	Bac	0.00072125
FUNasv1	Fun	0.502942763
FUNasv2	Fun	24.37931486
FUNasv3	Fun	4.369554588
FUNasv4	Fun	5.53353095
FUNasv5	Fun	4.175537213
FUNasv6	Fun	0.178856175
FUNasv7	Fun	0.119538288
FUNasv8	Fun	0.146195175
FUNasv9	Fun	3.958395563
FUNasv10	Fun	3.681670225
FUNasv11	Fun	0.03197945
FUNasv12	Fun	1.629757838
FUNasv13	Fun	2.697008
FUNasv14	Fun	1.587561863
FUNasv15	Fun	0.023095263
FUNasv16	Fun	2.031665975
FUNasv17	Fun	0.04961215
FUNasv18	Fun	1.410548638
FUNasv20	Fun	1.366122
FUNasv22	Fun	1.503071013
FUNasv23	Fun	0.266095038
FUNasv24	Fun	0.031895438
FUNasv25	Fun	1.325019838
FUNasv26	Fun	0.1997316
FUNasv27	Fun	0.156192175
FUNasv28	Fun	0.083338288
FUNasv30	Fun	0.046335263
FUNasv32	Fun	0.830087963
FUNasv33	Fun	0.527550388
FUNasv34	Fun	0.24785325
FUNasv35	Fun	0.472558788
FUNasv37	Fun	0.0187857
FUNasv38	Fun	0.456885088
FUNasv39	Fun	2.906064463
FUNasv40	Fun	0.53278255
FUNasv41	Fun	0.21893955
FUNasv43	Fun	0.087548788
FUNasv45	Fun	0.676521563
FUNasv46	Fun	0.439557813
FUNasv47	Fun	0.493161463
FUNasv48	Fun	0.46855235
FUNasv49	Fun	0.328764788
FUNasv50	Fun	1.078027513
FUNasv51	Fun	0.158369475
FUNasv52	Fun	1.608767713
FUNasv53	Fun	0.043996438
FUNasv54	Fun	0.002701488
FUNasv55	Fun	0.553418825
FUNasv58	Fun	0.031373488
FUNasv60	Fun	0.087441725
FUNasv61	Fun	0.011585225
FUNasv62	Fun	0.50151225
FUNasv63	Fun	0.880120363
FUNasv64	Fun	0.062077513
FUNasv65	Fun	0.4205845
FUNasv66	Fun	0.407667675
FUNasv67	Fun	0.0019103
FUNasv68	Fun	0.09698
FUNasv69	Fun	0.222045813
FUNasv70	Fun	0.324838563
FUNasv71	Fun	0.32697585
FUNasv72	Fun	0.134264488
FUNasv73	Fun	0.23242325
FUNasv74	Fun	0.321225825
FUNasv75	Fun	0.0775702
FUNasv76	Fun	0.03074365
FUNasv77	Fun	0.071411688
FUNasv78	Fun	0.337686125
FUNasv79	Fun	0.228094663
FUNasv80	Fun	0.011701475
FUNasv81	Fun	0.072107125
FUNasv82	Fun	0.431155025
FUNasv83	Fun	0.18838805
FUNasv84	Fun	0.125646125
FUNasv85	Fun	0.16683845
FUNasv86	Fun	0.165907013
FUNasv87	Fun	0.132930075
FUNasv88	Fun	0.170733363
FUNasv89	Fun	0.004664313
FUNasv90	Fun	0.125846563
FUNasv92	Fun	0.2152813
FUNasv93	Fun	0.122203563
FUNasv94	Fun	0.169437863
FUNasv95	Fun	0.266759338
FUNasv96	Fun	0.434836775
FUNasv97	Fun	0.192696388
FUNasv98	Fun	0.020903225
FUNasv99	Fun	0.097541763
FUNasv100	Fun	0.162024275
FUNasv101	Fun	0.16579895
FUNasv103	Fun	0.546657525
FUNasv104	Fun	0.158177563
FUNasv105	Fun	0.163651063
FUNasv106	Fun	0.112195013
FUNasv107	Fun	0.376066763
FUNasv110	Fun	0.126360163
FUNasv111	Fun	0.130319863
FUNasv112	Fun	0.083964188
FUNasv113	Fun	0.157171513
FUNasv114	Fun	0.16434445
FUNasv115	Fun	0.125025538
FUNasv116	Fun	0.16309495
FUNasv117	Fun	0.058228388
FUNasv118	Fun	0.11372485
FUNasv120	Fun	0.088530688
FUNasv122	Fun	0.0490345
FUNasv123	Fun	0.091484475
FUNasv124	Fun	0.096647375
FUNasv125	Fun	0.087955663
FUNasv126	Fun	0.05566195
FUNasv127	Fun	0.0839839
FUNasv128	Fun	0.232167325
FUNasv129	Fun	0.133137213
FUNasv130	Fun	0.073304238
FUNasv131	Fun	0.0979878
FUNasv132	Fun	0.063493475
FUNasv133	Fun	0.021284713
FUNasv134	Fun	0.103254113
FUNasv135	Fun	0.117139938
FUNasv136	Fun	0.091547575
FUNasv137	Fun	0.0856936
FUNasv138	Fun	0.10993375
FUNasv139	Fun	0.009215613
FUNasv140	Fun	0.0490193
FUNasv141	Fun	0.126962638
FUNasv142	Fun	0.077869413
FUNasv144	Fun	0.00422125
FUNasv145	Fun	0.060458163
FUNasv146	Fun	0.026554213
FUNasv149	Fun	0.0994587
FUNasv150	Fun	0.061080575
FUNasv152	Fun	0.07607175
FUNasv153	Fun	0.171276388
FUNasv154	Fun	0.032692788
FUNasv155	Fun	0.104895288
FUNasv156	Fun	0.003014463
FUNasv157	Fun	0.04885635
FUNasv160	Fun	0.041266625
FUNasv161	Fun	0.051841313
FUNasv162	Fun	0.08273035
FUNasv163	Fun	0.00119125
FUNasv164	Fun	0.153488413
FUNasv165	Fun	0.0087976
FUNasv166	Fun	0.054609975
FUNasv167	Fun	0.044911038
FUNasv168	Fun	0.05636755
FUNasv169	Fun	0.207890925
FUNasv170	Fun	0.042551063
FUNasv172	Fun	0.176805175
FUNasv173	Fun	0.00131375
FUNasv175	Fun	0.05676645
FUNasv176	Fun	0.025755763
FUNasv177	Fun	0.05853555
FUNasv179	Fun	0.035811013
FUNasv181	Fun	0.0355071
FUNasv182	Fun	0.00485685
FUNasv184	Fun	0.023530288
FUNasv185	Fun	0.026207563
FUNasv186	Fun	0.00390285
FUNasv187	Fun	0.035564038
FUNasv188	Fun	0.010609275
FUNasv189	Fun	0.05044545
FUNasv191	Fun	0.03831795
FUNasv193	Fun	0.032833763
FUNasv194	Fun	0.077016975
FUNasv195	Fun	0.038077638
FUNasv196	Fun	0.009180225
FUNasv197	Fun	0.016807038
FUNasv198	Fun	0.043578038
FUNasv199	Fun	0.029860363
FUNasv200	Fun	0.044904013
FUNasv201	Fun	0.0188057
FUNasv202	Fun	0.036982725
FUNasv203	Fun	0.069708263
FUNasv204	Fun	0.040656038
FUNasv206	Fun	0.087050338
FUNasv208	Fun	0.027400513
FUNasv209	Fun	0.0382093
FUNasv210	Fun	0.02813705
FUNasv212	Fun	0.011971788
FUNasv213	Fun	0.030077125
FUNasv214	Fun	0.033503525
FUNasv215	Fun	0.04360465
FUNasv216	Fun	0.023942588
FUNasv217	Fun	0.02983315
FUNasv218	Fun	0.155055938
FUNasv219	Fun	0.0087604
FUNasv220	Fun	0.039096388
FUNasv221	Fun	0.030526113
FUNasv222	Fun	0.023430275
FUNasv223	Fun	0.05832025
FUNasv224	Fun	0.00098
FUNasv225	Fun	0.034433713
FUNasv226	Fun	0.022850488
FUNasv227	Fun	0.03694635
FUNasv229	Fun	0.024637975
FUNasv230	Fun	0.0009475
FUNasv231	Fun	0.024210675
FUNasv232	Fun	0.021894575
FUNasv233	Fun	0.007539388
FUNasv234	Fun	0.062586438
FUNasv235	Fun	0.009986425
FUNasv236	Fun	0.026585788
FUNasv237	Fun	0.017097875
FUNasv238	Fun	0.017390013
FUNasv240	Fun	0.04383355
FUNasv241	Fun	0.018597488
FUNasv242	Fun	0.033363088
FUNasv243	Fun	0.017368088
FUNasv245	Fun	0.024023538
FUNasv246	Fun	0.0260258
FUNasv247	Fun	0.03238405
FUNasv248	Fun	0.0161655
FUNasv249	Fun	0.0122474
FUNasv250	Fun	0.01929505
FUNasv251	Fun	0.00609765
FUNasv252	Fun	0.008575725
FUNasv253	Fun	0.030176038
FUNasv254	Fun	0.082398838
FUNasv255	Fun	0.03526395
FUNasv256	Fun	0.010249388
FUNasv257	Fun	0.006475188
FUNasv259	Fun	0.084390288
FUNasv260	Fun	0.017872713
FUNasv262	Fun	0.039100788
FUNasv263	Fun	0.001165
FUNasv264	Fun	0.048546438
FUNasv265	Fun	0.023283
FUNasv266	Fun	0.020648863
FUNasv267	Fun	0.0249273
FUNasv268	Fun	0.008842213
FUNasv269	Fun	0.010434788
FUNasv270	Fun	0.00612375
FUNasv271	Fun	0.01610355
FUNasv272	Fun	0.0063948
FUNasv273	Fun	0.019505138
FUNasv274	Fun	0.026281563
FUNasv275	Fun	0.042322375
FUNasv276	Fun	0.045882975
FUNasv277	Fun	0.003549525
FUNasv278	Fun	0.030402338
FUNasv280	Fun	0.024449713
FUNasv281	Fun	0.0125466
FUNasv283	Fun	0.0020175
FUNasv284	Fun	0.02254775
FUNasv285	Fun	0.015196375
FUNasv288	Fun	0.00628475
FUNasv290	Fun	0.012369025
FUNasv291	Fun	0.0004375
FUNasv292	Fun	0.019377288
FUNasv293	Fun	0.01958525
FUNasv294	Fun	0.019739713
FUNasv295	Fun	0.019621513
FUNasv296	Fun	0.013329988
FUNasv297	Fun	0.012110013
FUNasv298	Fun	0.004911638
FUNasv300	Fun	0.008995638
FUNasv302	Fun	0.0111406
FUNasv304	Fun	0.010829413
FUNasv305	Fun	0.018443238
FUNasv306	Fun	0.016919263
FUNasv307	Fun	0.02422455
FUNasv308	Fun	0.0017875
FUNasv309	Fun	0.00063625
FUNasv310	Fun	0.005985613
FUNasv311	Fun	0.0026142
FUNasv312	Fun	0.008490038
FUNasv314	Fun	0.01856035
FUNasv315	Fun	0.01534225
FUNasv316	Fun	0.005356863
FUNasv317	Fun	0.006567113
FUNasv318	Fun	0.014487075
FUNasv319	Fun	0.006248013
FUNasv320	Fun	0.015365238
FUNasv321	Fun	0.007742663
FUNasv322	Fun	0.008914338
FUNasv323	Fun	0.019363163
FUNasv324	Fun	0.016096263
FUNasv325	Fun	0.004651313
FUNasv326	Fun	0.010954725
FUNasv328	Fun	0.017273425
FUNasv330	Fun	0.00139375
FUNasv331	Fun	0.014192713
FUNasv332	Fun	0.007686375
FUNasv334	Fun	0.004242138
FUNasv335	Fun	0.012432375
FUNasv336	Fun	0.004521775
FUNasv337	Fun	0.012178825
FUNasv338	Fun	0.007463638
FUNasv339	Fun	0.005993838
FUNasv340	Fun	0.0018975
FUNasv341	Fun	0.016727388
FUNasv343	Fun	0.015326188
FUNasv344	Fun	0.021459425
FUNasv345	Fun	0.008224725
FUNasv346	Fun	0.003048113
FUNasv348	Fun	0.006417063
FUNasv349	Fun	0.008667913
FUNasv350	Fun	0.00966085
FUNasv352	Fun	0.017584888
FUNasv353	Fun	0.003444925
FUNasv354	Fun	0.006996975
FUNasv355	Fun	0.00179295
FUNasv356	Fun	0.011488288
FUNasv358	Fun	0.0038175
FUNasv359	Fun	0.005883
FUNasv360	Fun	0.004834213
FUNasv362	Fun	0.005249963
FUNasv363	Fun	0.008831988
FUNasv364	Fun	0.003056238
FUNasv365	Fun	0.002066963
FUNasv368	Fun	0.0041875
FUNasv369	Fun	0.005736488
FUNasv370	Fun	0.00218375
FUNasv372	Fun	0.007256563
FUNasv373	Fun	0.009243488
FUNasv374	Fun	0.012350188
FUNasv375	Fun	0.008542638
FUNasv376	Fun	0.006322838
FUNasv377	Fun	0.006259225
FUNasv379	Fun	0.0090807
FUNasv380	Fun	0.011440325
FUNasv381	Fun	0.00260445
FUNasv382	Fun	0.005359213
FUNasv383	Fun	0.007492113
FUNasv384	Fun	0.005396825
FUNasv385	Fun	0.011289125
FUNasv386	Fun	0.007641213
FUNasv387	Fun	0.009777763
FUNasv388	Fun	0.004773838
FUNasv389	Fun	0.005808025
FUNasv390	Fun	0.0067046
FUNasv391	Fun	0.004808988
FUNasv392	Fun	0.005908288
FUNasv393	Fun	0.00692255
FUNasv395	Fun	0.008692525
FUNasv396	Fun	0.00893195
FUNasv397	Fun	0.007524188
FUNasv398	Fun	0.007469438
FUNasv399	Fun	0.004918913
FUNasv400	Fun	0.007599025
FUNasv401	Fun	0.010723475
FUNasv402	Fun	0.003269125
FUNasv403	Fun	0.00392945
FUNasv404	Fun	0.004395938
FUNasv405	Fun	0.007695688
FUNasv407	Fun	0.0042642
FUNasv408	Fun	0.0083846
FUNasv411	Fun	0.007037275
FUNasv412	Fun	0.015587075
FUNasv414	Fun	0.004340388
FUNasv415	Fun	0.005593988
FUNasv416	Fun	0.006509225
FUNasv417	Fun	0.00404755
FUNasv419	Fun	0.005075975
FUNasv420	Fun	0.008774575
FUNasv421	Fun	0.001515775
FUNasv422	Fun	0.0029125
FUNasv423	Fun	0.003572225
FUNasv424	Fun	0.0023025
FUNasv426	Fun	0.002959663
FUNasv428	Fun	0.004476975
FUNasv429	Fun	0.004056913
FUNasv432	Fun	0.0011675
FUNasv434	Fun	0.00204625
FUNasv435	Fun	0.00153125
FUNasv436	Fun	0.00271475
FUNasv437	Fun	0.000245
FUNasv439	Fun	0.0035714
FUNasv440	Fun	0.003896375
FUNasv441	Fun	0.00479825
FUNasv442	Fun	0.004775613
FUNasv443	Fun	0.004669088
FUNasv444	Fun	0.004521775
FUNasv445	Fun	0.00055125
FUNasv446	Fun	0.003583213
FUNasv447	Fun	0.007140313
FUNasv448	Fun	0.008788063
FUNasv449	Fun	0.004137588
FUNasv450	Fun	0.00369435
FUNasv451	Fun	0.005172163
FUNasv452	Fun	0.003270275
FUNasv453	Fun	0.0005475
FUNasv455	Fun	0.0034076
FUNasv456	Fun	0.005242613
FUNasv457	Fun	0.003466213
FUNasv458	Fun	0.004409513
FUNasv459	Fun	0.00135375
FUNasv460	Fun	0.003386363
FUNasv461	Fun	0.001015
FUNasv462	Fun	0.004348025
FUNasv464	Fun	0.00274875
FUNasv465	Fun	0.002163113
FUNasv466	Fun	0.00218795
FUNasv467	Fun	0.00043375
FUNasv468	Fun	0.00283
FUNasv470	Fun	0.006099738
FUNasv471	Fun	0.006191125
FUNasv472	Fun	0.003833938
FUNasv473	Fun	0.00805025
FUNasv475	Fun	0.006299013
FUNasv476	Fun	0.002317975
FUNasv477	Fun	0.00035875
FUNasv478	Fun	0.004980075
FUNasv479	Fun	0.004828625
FUNasv480	Fun	0.004472638
FUNasv481	Fun	0.003342438
FUNasv482	Fun	0.00478945
FUNasv483	Fun	0.00108625
FUNasv484	Fun	0.00256975
FUNasv485	Fun	0.00210375
FUNasv486	Fun	0.002970663
FUNasv487	Fun	0.003582725
FUNasv489	Fun	0.003192663
FUNasv490	Fun	0.00516315
FUNasv491	Fun	0.00072875
FUNasv492	Fun	0.003101063
FUNasv493	Fun	0.00313
FUNasv494	Fun	0.002671263
FUNasv495	Fun	0.003183838
FUNasv496	Fun	0.00400675
FUNasv497	Fun	0.002518563
FUNasv498	Fun	0.003056488
FUNasv499	Fun	0.009336838
FUNasv500	Fun	0.00183375
FUNasv501	Fun	0.00043625
FUNasv502	Fun	0.004111975
FUNasv503	Fun	0.001649513
FUNasv504	Fun	0.001677438
FUNasv505	Fun	0.0047009
FUNasv506	Fun	0.0033473
FUNasv507	Fun	0.002545
FUNasv509	Fun	0.003009675
FUNasv511	Fun	0.004368825
FUNasv512	Fun	0.0010125
FUNasv513	Fun	0.00102
FUNasv517	Fun	0.0020275
FUNasv518	Fun	0.0018275
FUNasv519	Fun	0.000965
FUNasv520	Fun	0.00093875
FUNasv521	Fun	0.0020125
FUNasv522	Fun	0.002085538
FUNasv523	Fun	0.002473775
FUNasv525	Fun	0.002505888
FUNasv526	Fun	0.0029107
FUNasv527	Fun	0.0029107
FUNasv528	Fun	0.00100875
FUNasv530	Fun	0.0015525
FUNasv531	Fun	0.002599263
FUNasv532	Fun	0.0023383
FUNasv533	Fun	0.001362638
FUNasv534	Fun	0.002755138
FUNasv535	Fun	0.002402488
FUNasv537	Fun	0.003773075
FUNasv538	Fun	0.0008025
FUNasv539	Fun	0.001944813
FUNasv540	Fun	0.00234255
FUNasv543	Fun	0.0012075
FUNasv544	Fun	0.00114625
FUNasv545	Fun	0.0018125
FUNasv546	Fun	0.0017475
FUNasv547	Fun	0.00123
FUNasv548	Fun	0.00234255
FUNasv549	Fun	0.00315785
FUNasv550	Fun	0.00199875
FUNasv551	Fun	0.0011475
FUNasv552	Fun	0.00166
FUNasv553	Fun	0.0011675
FUNasv554	Fun	0.005421225
FUNasv555	Fun	0.002237675
FUNasv557	Fun	0.00093875
FUNasv558	Fun	0.00076625
FUNasv559	Fun	0.00107625
FUNasv560	Fun	0.00107625
FUNasv561	Fun	0.00218625
FUNasv562	Fun	0.002593863
FUNasv563	Fun	0.002183025
FUNasv564	Fun	0.0011025
FUNasv565	Fun	0.00055125
FUNasv566	Fun	0.00072875
FUNasv567	Fun	0.00101875
FUNasv570	Fun	0.0012775
FUNasv571	Fun	0.001295
FUNasv572	Fun	0.00100375
FUNasv573	Fun	0.0012025
FUNasv574	Fun	0.00100875
FUNasv575	Fun	0.00211625
FUNasv576	Fun	0.00102125
FUNasv578	Fun	0.002355
FUNasv580	Fun	0.0009925
FUNasv581	Fun	0.00093875
FUNasv583	Fun	0.00172875
FUNasv585	Fun	0.00082625
FUNasv586	Fun	0.00035875
FUNasv588	Fun	0.00049125
FUNasv589	Fun	0.002370388
FUNasv590	Fun	0.001641638
FUNasv591	Fun	0.00086
FUNasv592	Fun	0.00086
FUNasv593	Fun	0.000875
FUNasv594	Fun	0.00170125
FUNasv595	Fun	0.002018563
FUNasv596	Fun	0.001528238
FUNasv597	Fun	0.001528238
FUNasv598	Fun	0.001746425
FUNasv599	Fun	0.001906063
FUNasv600	Fun	0.002383
FUNasv601	Fun	0.00029125
FUNasv602	Fun	0.000965
FUNasv603	Fun	0.00043
FUNasv604	Fun	0.0009575
FUNasv605	Fun	0.0010075
FUNasv606	Fun	0.00125125
FUNasv607	Fun	0.0008025
FUNasv608	Fun	0.0008025
FUNasv609	Fun	0.0008025
FUNasv610	Fun	0.001515775
FUNasv611	Fun	0.00153875
FUNasv612	Fun	0.001400888
FUNasv613	Fun	0.001600888
FUNasv614	Fun	0.001600888
FUNasv615	Fun	0.002184413
FUNasv617	Fun	0.00086
FUNasv618	Fun	0.00159625
FUNasv619	Fun	0.0007175
FUNasv620	Fun	0.00072375
FUNasv621	Fun	0.00123875
FUNasv622	Fun	0.00072875
FUNasv623	Fun	0.001273538
FUNasv624	Fun	0.001165
FUNasv625	Fun	0.00043
FUNasv626	Fun	0.00043
FUNasv627	Fun	0.00035875
FUNasv630	Fun	0.0005825
FUNasv631	Fun	0.00123125
FUNasv632	Fun	0.00084
FUNasv633	Fun	0.00091875
FUNasv634	Fun	0.0011475
FUNasv635	Fun	0.000645
FUNasv636	Fun	0.00113625
FUNasv637	Fun	0.00065625
FUNasv638	Fun	0.00065625
FUNasv639	Fun	0.00065625
FUNasv640	Fun	0.00065625
FUNasv641	Fun	0.00127375
FUNasv648	Fun	0.00068375
FUNasv649	Fun	0.00041
FUNasv650	Fun	0.0015975
FUNasv651	Fun	0.001095
FUNasv652	Fun	0.001095
FUNasv653	Fun	0.001095
FUNasv654	Fun	0.001095
FUNasv655	Fun	0.00057375
FUNasv656	Fun	0.00057375
FUNasv657	Fun	0.00057375
FUNasv658	Fun	0.00072
FUNasv659	Fun	0.00058375
FUNasv660	Fun	0.00058375
FUNasv661	Fun	0.0010425
FUNasv662	Fun	0.00101875
FUNasv663	Fun	0.00101875
FUNasv664	Fun	0.00116375
FUNasv665	Fun	0.0009825
FUNasv669	Fun	0.0009575
FUNasv670	Fun	0.0009575
FUNasv671	Fun	0.00096125
FUNasv672	Fun	0.0005025
FUNasv673	Fun	0.0005025
FUNasv674	Fun	0.0005025
FUNasv675	Fun	0.00050625
FUNasv676	Fun	0.00050875
FUNasv677	Fun	0.00051
FUNasv678	Fun	0.00051
FUNasv679	Fun	0.00051
FUNasv680	Fun	0.00101875
FUNasv681	Fun	0.00101875
FUNasv682	Fun	0.00101875
FUNasv683	Fun	0.002767575
FUNasv684	Fun	0.001390075
FUNasv688	Fun	0.00043
FUNasv689	Fun	0.00043
FUNasv690	Fun	0.00043
FUNasv691	Fun	0.00043
FUNasv692	Fun	0.0004375
FUNasv693	Fun	0.0006975
FUNasv694	Fun	0.00119125
FUNasv695	Fun	0.00076375
FUNasv696	Fun	0.00076375
FUNasv697	Fun	0.00087375
FUNasv698	Fun	0.00087375
FUNasv699	Fun	0.00087375
FUNasv708	Fun	0.00068375
FUNasv709	Fun	0.00068375
FUNasv710	Fun	0.00035875
FUNasv711	Fun	0.00035875
FUNasv712	Fun	0.00035875
FUNasv713	Fun	0.000365
FUNasv714	Fun	0.000365
FUNasv715	Fun	0.00091625
FUNasv716	Fun	0.00068875
FUNasv717	Fun	0.00068875
FUNasv718	Fun	0.00068875
FUNasv719	Fun	0.0009575
FUNasv720	Fun	0.00063625
FUNasv721	Fun	0.0007275
FUNasv722	Fun	0.00068125
FUNasv723	Fun	0.00061375
FUNasv724	Fun	0.00061375
FUNasv733	Fun	0.0005475
FUNasv734	Fun	0.0005475
FUNasv735	Fun	0.00028625
FUNasv736	Fun	0.00028625
FUNasv737	Fun	0.00028625
FUNasv738	Fun	0.00028625
FUNasv739	Fun	0.00028625
FUNasv740	Fun	0.00029
FUNasv741	Fun	0.00029125
FUNasv742	Fun	0.00029125
FUNasv743	Fun	0.00029125
FUNasv744	Fun	0.00051
FUNasv745	Fun	0.00051
FUNasv746	Fun	0.00051
FUNasv747	Fun	0.0005825
FUNasv748	Fun	0.0005825
FUNasv749	Fun	0.00049125
FUNasv750	Fun	0.00049125
FUNasv751	Fun	0.00049125
FUNasv752	Fun	0.00079375
FUNasv753	Fun	0.00079375
FUNasv754	Fun	0.00079375
FUNasv755	Fun	0.00079375
FUNasv758	Fun	0.00041
FUNasv760	Fun	0.000255
FUNasv765	Fun	0.00041
FUNasv766	Fun	0.000215
FUNasv767	Fun	0.00021875
FUNasv768	Fun	0.00021875
FUNasv769	Fun	0.00041375
FUNasv770	Fun	0.0003825
FUNasv771	Fun	0.0003825
FUNasv772	Fun	0.00043625
FUNasv773	Fun	0.00043625
FUNasv774	Fun	0.00043625
FUNasv775	Fun	0.00036875
FUNasv776	Fun	0.00036875
FUNasv782	Fun	0.00027375
FUNasv783	Fun	0.00014375
FUNasv784	Fun	0.00014625
FUNasv785	Fun	0.00014625
FUNasv786	Fun	0.000255
FUNasv787	Fun	0.00029125
FUNasv788	Fun	0.0003975
FUNasv789	Fun	0.0003975
FUNasv790	Fun	0.0003975
FUNasv791	Fun	0.0003975
ProASV1	Pro	0.551470588
ProASV2	Pro	0.102941175
ProASV3	Pro	0.073529413
ProASV4	Pro	0.205882363
ProASV5	Pro	0.0367647
ProASV7	Pro	1.036764713
ProASV8	Pro	0.183823538
ProASV9	Pro	0.051470588
ProASV10	Pro	0.022058825
ProASV11	Pro	1.647058825
ProASV12	Pro	1.213235288
ProASV13	Pro	0.014705888
ProASV14	Pro	0.066176475
ProASV15	Pro	1.235294125
ProASV16	Pro	4.294117638
ProASV19	Pro	0.051470588
ProASV21	Pro	0.0367647
ProASV22	Pro	0.022058825
ProASV24	Pro	0.029411763
ProASV26	Pro	3.70588235
ProASV28	Pro	1.588235288
ProASV29	Pro	0.154411763
ProASV31	Pro	0.213235288
ProASV32	Pro	2.066176463
ProASV35	Pro	1.35294115
ProASV36	Pro	0.022058825
ProASV41	Pro	0.205882363
ProASV42	Pro	1.1985294
ProASV43	Pro	0.264705875
ProASV44	Pro	0.007352938
ProASV45	Pro	0.647058813
ProASV47	Pro	0.669117638
ProASV49	Pro	0.04411765
ProASV51	Pro	0.213235313
ProASV52	Pro	0.3235294
ProASV53	Pro	0.183823538
ProASV54	Pro	0.08088235
ProASV55	Pro	0.0367647
ProASV56	Pro	0.477941188
ProASV57	Pro	0.007352938
ProASV58	Pro	0.022058813
ProASV59	Pro	0.014705888
ProASV61	Pro	0.04411765
ProASV62	Pro	0.41911765
ProASV63	Pro	0.389705888
ProASV64	Pro	0.117647063
ProASV65	Pro	0.7132353
ProASV66	Pro	0.816176463
ProASV67	Pro	0.522058825
ProASV68	Pro	0.110294113
ProASV69	Pro	0.022058825
ProASV72	Pro	0.529411775
ProASV73	Pro	0.029411763
ProASV74	Pro	0.11764705
ProASV75	Pro	0.014705888
ProASV76	Pro	0.051470588
ProASV78	Pro	0.014705888
ProASV80	Pro	0.014705888
ProASV81	Pro	0.014705888
ProASV82	Pro	0.007352938
ProASV83	Pro	0.04411765
ProASV84	Pro	0.102941188
ProASV86	Pro	0.007352938
ProASV88	Pro	0.102941188
ProASV90	Pro	0.830882363
ProASV92	Pro	0.014705888
ProASV93	Pro	0.088235288
ProASV94	Pro	0.088235288
ProASV95	Pro	0.139705875
ProASV96	Pro	0.08088235
ProASV98	Pro	0.073529413
ProASV100	Pro	0.073529413
ProASV101	Pro	3.117647063
ProASV102	Pro	0.007352938
ProASV103	Pro	0.007352938
ProASV104	Pro	0.014705888
ProASV106	Pro	0.022058825
ProASV107	Pro	2.683823513
ProASV108	Pro	0.102941175
ProASV110	Pro	0.04411765
ProASV113	Pro	0.911764713
ProASV114	Pro	0.014705888
ProASV116	Pro	0.316176475
ProASV117	Pro	0.014705888
ProASV120	Pro	0.022058825
ProASV121	Pro	0.220588238
ProASV122	Pro	0.404411763
ProASV123	Pro	0.33088235
ProASV124	Pro	0.3235294
ProASV127	Pro	0.058823525
ProASV129	Pro	0.036764713
ProASV131	Pro	0.536764713
ProASV133	Pro	0.110294125
ProASV134	Pro	0.014705888
ProASV135	Pro	0.014705888
ProASV136	Pro	0.014705888
ProASV138	Pro	0.573529413
ProASV139	Pro	0.014705888
ProASV140	Pro	0.029411763
ProASV141	Pro	0.007352938
ProASV144	Pro	1.058823525
ProASV145	Pro	0.014705888
ProASV146	Pro	0.014705888
ProASV148	Pro	0.147058825
ProASV149	Pro	0.036764713
ProASV151	Pro	0.007352938
ProASV152	Pro	0.029411763
ProASV153	Pro	0.022058825
ProASV154	Pro	0.007352938
ProASV157	Pro	0.014705888
ProASV158	Pro	0.014705888
ProASV160	Pro	0.04411765
ProASV161	Pro	0.022058825
ProASV162	Pro	0.29411765
ProASV163	Pro	0.014705888
ProASV164	Pro	2.470588213
ProASV167	Pro	0.007352938
ProASV169	Pro	0.007352938
ProASV170	Pro	0.191176475
ProASV171	Pro	0.102941175
ProASV172	Pro	0.029411763
ProASV175	Pro	0.051470588
ProASV176	Pro	0.073529413
ProASV177	Pro	0.066176463
ProASV178	Pro	0.007352938
ProASV179	Pro	0.110294125
ProASV182	Pro	0.036764713
ProASV183	Pro	0.022058825
ProASV184	Pro	0.0367647
ProASV186	Pro	0.04411765
ProASV187	Pro	0.2132353
ProASV189	Pro	0.0367647
ProASV190	Pro	0.551470588
ProASV193	Pro	0.492647063
ProASV196	Pro	0.04411765
ProASV198	Pro	0.029411763
ProASV199	Pro	0.124999988
ProASV200	Pro	0.036764713
ProASV201	Pro	0.242647063
ProASV202	Pro	0.007352938
ProASV203	Pro	0.338235288
ProASV204	Pro	0.08088235
ProASV205	Pro	0.249999988
ProASV206	Pro	0.036764713
ProASV207	Pro	0.029411763
ProASV208	Pro	0.308823525
ProASV209	Pro	0.0367647
ProASV210	Pro	0.367647063
ProASV211	Pro	0.102941188
ProASV212	Pro	0.235294113
ProASV214	Pro	0.014705888
ProASV215	Pro	0.04411765
ProASV216	Pro	0.147058838
ProASV217	Pro	0.529411775
ProASV218	Pro	0.11764705
