,nodes_num,degree,clustering_coefficient,average_path_length,connectance,modularity,betweenness_centralization
Arable6_1,15,2.53333333333333,0.48,2.9010989010989,0.180952380952381,0.358725761772853,0.382260596546311
Arable6_2,17,2.47058823529412,0.622641509433962,1.80434782608696,0.154411764705882,0.502267573696145,0.100260416666667
Arable6_3,15,1.33333333333333,0,2.06451612903226,0.0952380952380952,0.555,0.103610675039246
Arable6_4,13,1.07692307692308,0,1.45454545454545,0.0897435897435897,0.693877551020408,0.0265151515151515
Arable9_1,18,2.44444444444444,0.415384615384615,2.90833333333333,0.143790849673203,0.354338842975207,0.395328719723183
Arable9_2,16,1.875,0.72,1.40909090909091,0.125,0.595555555555556,0.0349206349206349
Arable9_3,16,1.375,0,2.13888888888889,0.0916666666666667,0.549586776859504,0.0857142857142857
Arable9_4,14,1.28571428571429,0,1.6875,0.0989010989010989,0.716049382716049,0.0443786982248521
