"","Proportion.removed","remain.mean","remain.sd","remain.se","weighted","biota","treat"
"1",0.05,0.340833333333333,0.0795390409471498,0.00795390409471498,"weighted","soil micro-food web","arable"
"2",0.1,0.3575,0.0742480070738146,0.00742480070738146,"weighted","soil micro-food web","arable"
"3",0.15,0.275,0.104271832434659,0.0104271832434659,"weighted","soil micro-food web","arable"
"4",0.2,0.279166666666667,0.100765170215802,0.0100765170215802,"weighted","soil micro-food web","arable"
"5",0.25,0.235,0.106850115817815,0.0106850115817815,"weighted","soil micro-food web","arable"
"6",0.3,0.174166666666667,0.107970124104839,0.0107970124104839,"weighted","soil micro-food web","arable"
"7",0.35,0.165833333333333,0.110156887405523,0.0110156887405523,"weighted","soil micro-food web","arable"
"8",0.4,0.140833333333333,0.111549010834618,0.0111549010834618,"weighted","soil micro-food web","arable"
"9",0.45,0.1525,0.110512909900925,0.0110512909900925,"weighted","soil micro-food web","arable"
"10",0.5,0.103333333333333,0.101972686204503,0.0101972686204503,"weighted","soil micro-food web","arable"
"11",0.55,0.0766666666666667,0.0930225706653963,0.00930225706653963,"weighted","soil micro-food web","arable"
"12",0.6,0.075,0.0913639015915431,0.00913639015915431,"weighted","soil micro-food web","arable"
"13",0.65,0.0366666666666667,0.068370483454897,0.0068370483454897,"weighted","soil micro-food web","arable"
"14",0.7,0.0416666666666667,0.0715587238146705,0.00715587238146705,"weighted","soil micro-food web","arable"
"15",0.75,0.0333333333333333,0.0670025210172808,0.00670025210172808,"weighted","soil micro-food web","arable"
"16",0.8,0.01,0.039780542762657,0.0039780542762657,"weighted","soil micro-food web","arable"
"17",0.85,0.00666666666666667,0.0328243975944887,0.00328243975944887,"weighted","soil micro-food web","arable"
"18",0.9,0,0,0,"weighted","soil micro-food web","arable"
"19",0.95,0,0,0,"weighted","soil micro-food web","arable"
"20",1,0,0,0,"weighted","soil micro-food web","arable"
"21",0.05,0.209166666666667,0.0824830357009923,0.00824830357009923,"unweighted","soil micro-food web","arable"
"22",0.1,0.228333333333333,0.0883347627099904,0.00883347627099904,"unweighted","soil micro-food web","arable"
"23",0.15,0.21,0.0994372493305865,0.00994372493305865,"unweighted","soil micro-food web","arable"
"24",0.2,0.1975,0.10897891042798,0.010897891042798,"unweighted","soil micro-food web","arable"
"25",0.25,0.175,0.107582870727984,0.0107582870727984,"unweighted","soil micro-food web","arable"
"26",0.3,0.15,0.100503781525921,0.0100503781525921,"unweighted","soil micro-food web","arable"
"27",0.35,0.138333333333333,0.123216798160989,0.0123216798160989,"unweighted","soil micro-food web","arable"
"28",0.4,0.131666666666667,0.104056338879739,0.0104056338879739,"unweighted","soil micro-food web","arable"
"29",0.45,0.115,0.102425686838579,0.0102425686838579,"unweighted","soil micro-food web","arable"
"30",0.5,0.075,0.0951252939486735,0.00951252939486735,"unweighted","soil micro-food web","arable"
"31",0.55,0.055,0.0830973088523092,0.00830973088523092,"unweighted","soil micro-food web","arable"
"32",0.6,0.0441666666666667,0.0762613719878126,0.00762613719878126,"unweighted","soil micro-food web","arable"
"33",0.65,0.0491666666666667,0.0804161105858201,0.00804161105858201,"unweighted","soil micro-food web","arable"
"34",0.7,0.0441666666666667,0.0724888241705549,0.00724888241705549,"unweighted","soil micro-food web","arable"
"35",0.75,0.0233333333333333,0.0569028549775982,0.00569028549775982,"unweighted","soil micro-food web","arable"
"36",0.8,0.005,0.0285744346662942,0.00285744346662942,"unweighted","soil micro-food web","arable"
"37",0.85,0.00666666666666667,0.0328243975944887,0.00328243975944887,"unweighted","soil micro-food web","arable"
"38",0.9,0,0,0,"unweighted","soil micro-food web","arable"
"39",0.95,0,0,0,"unweighted","soil micro-food web","arable"
"40",1,0,0,0,"unweighted","soil micro-food web","arable"
