ID	Arable6_1	Arable6_2	Arable6_3	Arable6_4	Arable9_1	Arable9_2	Arable9_3	Arable9_4	Abundance	Kindom
BACasv467	0.000261165	0.000467649	0.000559846	0.000943876	0	0	0	0	0.0279067	Bac
BACasv470	0.000664783	0	0	0	0	0	0	0	0.008309788	Bac
BACasv472	0.000356134	0.000701473	0.000135135	0	0	0.000944493	0.000450338	0	0.032344663	Bac
BACasv482	0.000641041	0.000701473	0.00027027	0	0	0	0	0	0.0201598	Bac
BACasv483	0.000569814	0.000901894	0	0	0	0	0	0	0.01839635	Bac
BACasv484	0.000498587	0.00066807	0.000694981	0.000435635	0	0	0	0	0.028715913	Bac
BACasv487	0	0	0.00015444	0	0	0	0	0	0.0019305	Bac
BACasv489	0	0	0	0	0	0	0	0.001653413	0.020667663	Bac
BACasv490	0	0	0.00019305	0.000290423	0	0.001671026	0.000550413	0	0.0338114	Bac
BACasv492	0.000617299	0.00076828	0	0	0	0	0	0	0.017319738	Bac
BACasv493	0.000617299	0.000601263	0.00030888	0.000435635	0	0.00065388	0	0	0.032711963	Bac
BACasv494	0.000427361	0.00086849	0.00034749	0	0	0	0.000150113	0	0.022418175	Bac
BACasv495	0.000593556	0.00066807	0.001409266	0.000943876	0	0	0	0	0.0451846	Bac
BACasv496	0	0	0	0	0.000785272	0	0.000650488	7.87E-05	0.01893075	Bac
BACasv497	9.50E-05	0	0	0	0	0	0	0	0.0011875	Bac
BACasv507	0.001234597	0.000233824	0.0003861	0.000435635	0.001221534	0.000726533	0.00060045	0	0.060483413	Bac
BACasv511	0.000641041	0.001068911	0.00046332	0.000689755	0	0	0.000950713	0	0.04767175	Bac
BACasv512	0	0	0	0	0	0	0.000150113	0	0.001876413	Bac
BACasv513	0	0.000601263	0	0.000326726	0	0	5.00E-05	0	0.012224863	Bac
BACasv514	0.000332392	0.000267228	0.00042471	0.000217817	0	0.000799186	0	0.001102275	0.0392951	Bac
BACasv517	0	0.000367438	0	0	0	0	0	0	0.004592975	Bac
BACasv521	0.000166196	0.000467649	0	0.000181515	0	0	0	0	0.010192	Bac
BACasv528	0.000142454	0.000701473	0.000559846	0.000834967	0.00034901	0	0	0	0.032346875	Bac
BACasv529	0.000546072	0.000701473	0.00034749	0.000544544	0	0	0	0	0.026744738	Bac
BACasv530	0.000332392	0.00076828	0.000328185	0.000617149	0	0	0	0	0.025575075	Bac
BACasv531	0.000189938	0.001035508	0.000173745	0.000798664	0	0.00021796	0.00020015	0	0.032699563	Bac
BACasv532	0	0.00076828	0	0	0	0	0	0	0.0096035	Bac
BACasv533	0.000641041	0	0.000328185	0.001379511	0.002617573	0	0.00020015	0	0.06458075	Bac
BACasv536	0	0	0.00023166	0.000326726	0	0	0	0	0.006979825	Bac
BACasv539	0.000261165	0.000300631	0.00023166	0	0	0	0	0	0.0099182	Bac
BACasv541	0	0	0	0	0.000872524	0	0	0	0.01090655	Bac
BACasv546	0.000498587	0.000734877	0	0	0	0	0	0	0.0154183	Bac
BACasv547	0.000261165	0	0.00042471	0.000363029	0	0	0	0	0.0131113	Bac
BACasv548	0.000284907	0.000367438	0.00042471	0.000399332	0	0	0	0	0.018454838	Bac
BACasv549	7.12E-05	0.000167017	0	0.000290423	0	0.000290613	0.000450338	0.000866074	0.026695813	Bac
BACasv556	0	0	0	0	0	0.000145307	0	0.001102275	0.015594775	Bac
BACasv560	0.000427361	0.000701473	0	0	0	0	0	0	0.014110425	Bac
BACasv561	0	0	0	0	0	0.001525719	0	0	0.019071488	Bac
BACasv562	0.000237423	0.000434245	0	0	0.000436262	0.00043592	0.000500375	0.001732147	0.04720465	Bac
BACasv569	0	0	0	0	0	0.000944493	0	0	0.011806163	Bac
BACasv572	7.12E-05	0	0	0	0	0	0	0	0.00089	Bac
BACasv575	0.000474845	0.000467649	0	0	0	0	0	0	0.011781175	Bac
BACasv576	0.000474845	0.000567859	0	0	0	0	0	0	0.0130338	Bac
BACasv577	0.000474845	0.000567859	0.000289575	0.000435635	0	0	0	0	0.022098925	Bac
BACasv578	0.000474845	0	0	0	0	0	0	0	0.005935563	Bac
BACasv579	0	0	0.0003861	0	0.000610767	0	0	0	0.012460838	Bac
BACasv580	0	0	0	0	0.000523515	0	0	0	0.006543938	Bac
BACasv581	0.000142454	0	0.00011583	0	0	0	0.000350263	0	0.007606838	Bac
BACasv587	0.000403618	0.000601263	0.00011583	0	0	0	0	0	0.014008888	Bac
BACasv596	0	0	0	0	0	0	0.000650488	0	0.0081311	Bac
BACasv597	0.000166196	0	0.000135135	0.000108909	0	0.00043592	0	0	0.010577	Bac
BACasv605	0	0.000567859	0	0	0	0	0	0	0.007098238	Bac
BACasv606	0.000451103	0	0	0	0	0	0	0	0.005638788	Bac
BACasv607	0.000451103	0	0	0	0	0	0	0	0.005638788	Bac
BACasv608	0.000451103	0.000534456	0	0.000181515	0	0	0	0	0.014588425	Bac
BACasv609	0	0.000634666	0	0	0	0	0	0	0.007933325	Bac
BACasv610	0	0.000634666	0	0	0	0.000799186	0	0	0.01792315	Bac
BACasv611	0	0.000634666	0	0	0	0	0	0	0.007933325	Bac
BACasv612	0	0	0.00027027	0.000689755	0	0	0	0	0.012000313	Bac
BACasv614	0.000403618	0	0	0	0	0	0	0	0.005045225	Bac
BACasv621	0	0	0.00011583	0.000181515	0	0	0	0	0.003716813	Bac
BACasv622	0.000308649	0	0	0	0	0	0	0	0.003858113	Bac
BACasv633	0.000427361	0.000434245	0	0	0	0	0	0	0.010770075	Bac
BACasv634	0.000427361	0	0	0	0	0	0	0	0.005342013	Bac
BACasv635	0	0.000601263	0	0	0	0	0	0	0.007515788	Bac
BACasv636	0	0	0.00034749	0.000580847	0	0	0	0	0.011604213	Bac
BACasv637	0	0.000334035	0	0	0	0.00065388	0.000300225	0.000708606	0.024959325	Bac
BACasv645	0.00021368	0.000467649	0	0	0	0	0	0	0.008516613	Bac
BACasv649	0.000403618	0.000367438	7.72E-05	0	0	0	0	0	0.0106032	Bac
BACasv650	0.000332392	0.000233824	0.000328185	0.000326726	0	0	0	0	0.015264088	Bac
BACasv661	0	0	3.86E-05	0	0	0	0	0	0.0004825	Bac
BACasv669	0.000379876	0.000300631	0.00015444	0	0	0	0.000450338	0	0.016066063	Bac
BACasv670	0	0	0.00030888	0	0	0	0	0	0.003861	Bac
BACasv671	0.00021368	0	0.00030888	0.000399332	0	0	0	0.000708606	0.020381225	Bac
BACasv672	0	0.000434245	0	0	0	0	0.0008006	0.000551138	0.022324788	Bac
BACasv673	0.000261165	0	0	0	0	0	0	0.00078734	0.013106313	Bac
BACasv682	0	0.000467649	0	0	0	0	0	0	0.005845613	Bac
BACasv686	0	0.000167017	0.000289575	0	0	0	0	0	0.0057074	Bac
BACasv687	0	0	0.000289575	0	0	0	0	0	0.003619688	Bac
BACasv688	0.000261165	0	0.000289575	0	0	0	0	0	0.00688425	Bac
BACasv689	0	0	0.000173745	0	0.001047029	0	0.000750563	0	0.024641713	Bac
BACasv690	0.000118711	0	0.00027027	0	0.000261757	0	0.000350263	0	0.012512513	Bac
BACasv712	0.000474845	0	0	0	0	0	0	0	0.005935563	Bac
BACasv720	4.75E-05	0	0	0	0	0	0	0	0.00059375	Bac
BACasv725	0.000308649	0	0	0	0	0	0	0	0.003858113	Bac
BACasv726	0	0	0.000366795	0.000834967	0	0	0.000450338	0	0.02065125	Bac
BACasv727	0	0	0.000250965	0.00025412	0	0	0	0	0.006313563	Bac
BACasv728	0	0	9.65E-05	0.000471938	0	0	0	0	0.007105475	Bac
BACasv729	0.000189938	0.000267228	0	0.000471938	0	0	0	0	0.0116138	Bac
BACasv736	0	0	0.000135135	0	0	0	0	0	0.001689188	Bac
BACasv748	0	0.000400842	0	0	0	0	0.00060045	0	0.01251615	Bac
BACasv749	0.000189938	0.000400842	0.00015444	0.000326726	0	0	0	0	0.013399325	Bac
BACasv750	0	0	0	0	0	0	0	0.000944807	0.011810088	Bac
BACasv770	0.000189938	0.000300631	0	0	0	0	0	0	0.006132113	Bac
BACasv773	0.000261165	0.000167017	0.000135135	0	0	0	0	0	0.007041463	Bac
BACasv774	0.000261165	0	0	0	0	0	0	0	0.003264563	Bac
BACasv775	0.000189938	0.000367438	0	0	0	0.000508573	0	0	0.013324363	Bac
BACasv776	0	0	0.000212355	0	0	0	0	0	0.002654438	Bac
BACasv792	0	0.00010021	0	0	0	0	0	0	0.001252625	Bac
BACasv793	0.000237423	0.000200421	0.00011583	0	0	0	0	0	0.006920925	Bac
BACasv794	0.000237423	0	0	0	0	0	0	0	0.002967788	Bac
BACasv795	0	0	0.00019305	0	0	0	0	0	0.002413125	Bac
BACasv796	0	0	0	0.000363029	0	0	0	0	0.004537863	Bac
BACasv797	0	0	0	0	0	0	0.000500375	0	0.006254688	Bac
BACasv800	0	0	0	0	0	0.000290613	0	0	0.003632663	Bac
BACasv823	0.000142454	0.000267228	0	0	0	0	0	0	0.005121025	Bac
BACasv824	0	0.000200421	0	0	0	0	0	0	0.002505263	Bac
BACasv830	0	0.000300631	0	0	0	0	0	0	0.003757888	Bac
BACasv831	0	0.000300631	0	0	0	0	0	0	0.003757888	Bac
BACasv832	0	0	0.000173745	0	0	0	0	0	0.002171813	Bac
BACasv833	0	0	0	0.000326726	0	0	0	0	0.004084075	Bac
BACasv834	0	0	0	0.000326726	0	0	0	0	0.004084075	Bac
BACasv835	0	0	0	0	0	0	0	0.000708606	0.008857575	Bac
BACasv865	0.000189938	0	0	0	0	0	0	0	0.002374225	Bac
BACasv866	0.000189938	0	0	0	0	0	0	0	0.002374225	Bac
BACasv867	0.000189938	0	0	0	0	0	0	0	0.002374225	Bac
BACasv868	0	0	0.00015444	0	0	0	0	0	0.0019305	Bac
BACasv869	0	0	0	0.000290423	0	0	0	0	0.003630288	Bac
BACasv870	0	0	0	0	0.000698019	0	0	0	0.008725238	Bac
BACasv871	0	0	0	0	0	0	0.0004003	0	0.00500375	Bac
BACasv872	0	0	0	0	0	0	0	0.000629872	0.0078734	Bac
BACasv890	0.000142454	0	0	0	0	0	0	0.000314936	0.005717375	Bac
BACasv897	0.000166196	0	0	0	0	0	0	0	0.00207745	Bac
BACasv898	0	0.000233824	0	0	0	0	0	0	0.0029228	Bac
BACasv899	0	0	0.000135135	0	0	0	0	0	0.001689188	Bac
BACasv900	0	0	0	0.00025412	0	0	0	0	0.0031765	Bac
BACasv901	0	0	0	0	0.000610767	0	0	0	0.007634588	Bac
BACasv902	0	0	0	0	0.000610767	0	0	0	0.007634588	Bac
BACasv903	0	0	0	0	0	0.000508573	0	0	0.006357163	Bac
BACasv925	0.000142454	0	0	0	0	0	0	0	0.001780675	Bac
BACasv926	0.000142454	0	0	0	0	0	0	0	0.001780675	Bac
BACasv927	0.000142454	0	0	0	0	0	0.000250188	0	0.004908025	Bac
BACasv928	0	0.000200421	0	0	0	0	0	0	0.002505263	Bac
BACasv929	0	0.000200421	0	0	0	0	0	0	0.002505263	Bac
BACasv930	9.50E-05	0.000200421	0	0	0.00034901	0	0.000150113	0	0.0099318	Bac
BACasv931	0	0.000200421	0	0	0	0	0	0	0.002505263	Bac
BACasv932	0	0	0.00011583	0	0	0	0	0	0.001447875	Bac
BACasv933	0	0	0.00011583	0.000145212	0	0	0	0	0.003263025	Bac
BACasv934	0	0	0.00011583	0	0	0	0	0	0.001447875	Bac
BACasv935	0	0	0.00011583	0	0	0	0	0	0.001447875	Bac
BACasv936	0	0	0	0	0	0	0.000300225	0	0.003752813	Bac
BACasv937	0	0	0	0	0	0	0.000300225	0	0.003752813	Bac
BACasv962	0.000118711	0	0	0	0	0.00021796	0	0	0.004208388	Bac
BACasv963	0.000118711	0	0	0	0	0	0	0	0.001483888	Bac
BACasv964	0.00021368	0	0	0	0	0	0	0	0.002671	Bac
BACasv965	0.000118711	0	0	0	0	0	0	0	0.001483888	Bac
BACasv966	0	0.000167017	0	0	0	0	0	0	0.002087713	Bac
BACasv967	0	0	9.65E-05	0	0	0	0	0	0.00120625	Bac
BACasv968	0	0	9.65E-05	0	0	0	0	0	0.00120625	Bac
BACasv969	0	0.000133614	9.65E-05	0	0	0	0	0	0.002876425	Bac
BACasv970	0	0	0	0.000181515	0	0	0	0	0.002268938	Bac
BACasv971	0	0	0	0.000181515	0	0	0	0	0.002268938	Bac
BACasv972	0	0	0	0.000181515	0	0	0	0	0.002268938	Bac
BACasv973	0	0	0	0	0.000261757	0	0	0	0.003271963	Bac
BACasv988	9.50E-05	0	0	0	0.00034901	0	0	0	0.005550125	Bac
BACasv993	9.50E-05	0	5.79E-05	0	0	0	0	0	0.00191125	Bac
BACasv994	9.50E-05	0	0	0	0	0	0	0	0.0011875	Bac
BACasv995	0	0	0	0.000145212	0	0	0	0	0.00181515	Bac
BACasv996	0	0	0	0	0	0.000290613	0	0	0.003632663	Bac
BACasv997	0	0	0	0	0	0	0	0.000314936	0.0039367	Bac
BACasv1015	7.12E-05	0	0	0	0	0	0	0	0.00089	Bac
BACasv1016	7.12E-05	0	0	0	0	0	0	0	0.00089	Bac
BACasv1017	7.12E-05	0	0	0	0	0	0	0	0.00089	Bac
BACasv1018	0	0	0	0.000108909	0	0	0	0	0.001361363	Bac
BACasv1019	0	0	0	0	0	0	0.000150113	0	0.001876413	Bac
BACasv1027	0	6.68E-05	0	0	0	0	0	0	0.000835	Bac
BACasv1031	4.75E-05	0	0	0	0	0	0	0	0.00059375	Bac
BACasv1032	0	6.68E-05	0	0	0	0	0	0	0.000835	Bac
BACasv1033	0	6.68E-05	0	0	0	0	0	0	0.000835	Bac
BACasv1034	0	0	0	0	0.000174505	0	0	0	0.002181313	Bac
FUNasv1	0.136777569	0.178543987	0.186404871	0.17243255	0.118539512	0.123842399	0.228045002	0.171741982	16.4540984	Fun
FUNasv2	0.033939769	0.017989779	0.012799801	0.014009767	0.003712626	0.006010032	0.002120581	0.000798855	1.142265125	Fun
FUNasv3	0.025082877	0.020599822	0.038827444	0.059097283	0.018638704	0.018421082	0.022399431	0.022904495	2.824639225	Fun
FUNasv4	0.06524344	0.031820566	0.058144512	0.078764143	0.092173256	0.050649597	0.125126981	0.072743532	7.183325338	Fun
FUNasv5	0.022017414	0.010049884	0.006241111	0.007953776	0.001634311	0.001552778	0.002171373	0.000524621	0.65181585	Fun
FUNasv6	0.063935376	0.068617287	0.10579512	0.106445218	0.025648292	0.050537887	0.042792564	0.037581972	6.26692145	Fun
FUNasv7	0.030305148	0.037418741	0.084627812	0.07844986	0.01282887	0.046035948	0.048633685	0.025730297	4.550379513	Fun
FUNasv8	0.044863602	0.050493347	0.04992889	0.044168842	0.058816305	0.033133371	0.0352372	0.054012162	4.633171488	Fun
FUNasv9	0.001977074	0.000536644	0.000110462	0.00010879	0.0003023	0.00021225	0.000292056	0.000250388	0.04737455	Fun
FUNasv10	0.002356512	0.001439182	0.000441849	0.000568127	0.000510132	0.000402158	0.000672999	0.001454632	0.098069888	Fun
FUNasv11	0	0	0.000662773	0.000290107	0.042407066	0.203436219	0.015974197	0.026731847	3.618777613	Fun
FUNasv12	0.032501897	0.018587406	0.015989396	0.022096509	0.003145813	0.003943385	0.002095185	0.004363897	1.2840436	Fun
FUNasv13	0.002206734	0.000487858	0.000110462	8.46E-05	0.00012281	0	0	0	0.0376558	Fun
FUNasv14	0.012211926	0.009805954	0.004611795	0.006406537	0.001058051	0.001117106	0.00139679	0.000321927	0.461626075	Fun
FUNasv15	0.037614331	0.028576307	0.000138078	0.000169229	0.00012281	0.010154496	0.122612759	0.001168475	2.506956063	Fun
FUNasv16	0.000519232	0.000865949	0.002678707	0.001232956	0.003372538	0.004859412	0.001079338	0.000274234	0.186029575	Fun
FUNasv17	0.023055877	0.041370394	0.017673943	0.013985591	0.01267772	0.010288549	0.010806075	0.025360677	1.940235325	Fun
FUNasv18	0.000289571	0	0.000207117	0.000350546	0.000387322	0	0	0	0.01543195	Fun
FUNasv19	0.001068419	0.000182947	0	9.67E-05	0.00015115	0.000167566	6.35E-05	0.009502802	0.14041355	Fun
FUNasv20	0.005481887	0.000597627	0.000179501	0.000290107	0.000906901	0.000223421	0.000126981	0.000286157	0.101157275	Fun
FUNasv21	0.008697128	0.003707724	0.000828466	0.000942849	0.010996174	0.00178737	0.000520622	0.002229641	0.371374675	Fun
FUNasv22	0.021578064	0.020099767	0.005536915	0.005173581	0.003429219	0.001921423	0.00359356	0.011958984	0.916143913	Fun
FUNasv23	0.028667572	0.036833311	0.015878933	0.011519679	0.029266449	0.008076678	0.002907863	0.011827829	1.812228925	Fun
FUNasv24	0.000968567	0.001073289	0.001366969	0.001402185	0.049756743	0.005831295	0.003453881	0.032931918	1.209810588	Fun
FUNasv25	0.00181731	0.000561037	0	0	0.000330641	0.000189908	0	0	0.0362362	Fun
FUNasv26	0.021747813	0.019453355	0.017839637	0.028744802	0.031854896	0.022889507	0.021193113	0.021473709	2.3149604	Fun
FUNasv27	0.014328793	0.011745192	0.014014885	0.015980079	0.012573804	0.043176156	0.014729785	0.024382974	1.88664585	Fun
FUNasv28	0.001318049	0.096181288	0.00760808	0.006575766	0.000585707	0.000323961	0.00146028	0.000453082	1.431327663	Fun
FUNasv29	0.000649039	0.000451269	0.000262348	0.000265932	0.004799018	0.05877096	0.006044291	0.010397043	1.02049875	Fun
FUNasv30	0.025751887	0.0258443	0.013780153	0.009525191	0.000292853	0.000804316	0.000736489	0.000918088	0.970665963	Fun
FUNasv31	0.000279586	0.000280519	0	3.63E-05	0.033980445	0.001943765	0.004761784	0.003314654	0.557463163	Fun
FUNasv32	0.002186764	0.001085485	0.000593734	0.000713181	0.000188938	0.00010054	0.000215868	0	0.063556375	Fun
FUNasv33	0.00470304	0.00179288	0.000828466	0.00126922	0.000358982	0	0	0	0.11190735	Fun
FUNasv34	0.02027	0.019416765	0.003797136	0.005028527	0.001350905	0.000904856	0.000571414	0.000441159	0.647259525	Fun
FUNasv35	0.004423453	0.003793099	0.00229209	0.004315347	0.000113363	0	0.000101585	0	0.187986713	Fun
FUNasv36	0.001707473	0.001146467	0.001035583	0.000979112	0.000557366	0.000480356	0.000177773	0.00100155	0.088571	Fun
FUNasv37	0.004143867	0.00337842	0.006475843	0.004085678	0.006017666	0.006702637	0.029129419	0.016597115	0.956633063	Fun
FUNasv38	0.00336502	0.002219756	0.003382903	0.003324147	0.001020264	0.001284672	0.000812678	0.000727316	0.20170945	Fun
FUNasv39	0.047929065	0.051383688	0.059442442	0.053536892	0.049388314	0.061418502	0.058563592	0.103469655	6.064151875	Fun
FUNasv40	0.001977074	0.001475772	0.001988319	0.002888986	0.000113363	0.000167566	0.000507924	0	0.11398755	Fun
FUNasv41	0.006360586	0.004524887	0.008491777	0.010202108	0.004402248	0.008177218	0.014831369	0.049159413	1.326870075	Fun
FUNasv42	0.014149059	0.010818261	0.015381854	0.015158109	0.032091068	0.011517365	0.00737759	0.0180279	1.556515075	Fun
FUNasv43	0.00562168	0.007183715	0.009927785	0.00958563	0.002427849	0.007719204	0.007936306	0.00463813	0.688003738	Fun
FUNasv44	0.000539202	0.000390287	0.003410519	0.0014868	0.015606254	0.006970743	0.017637647	0.007797782	0.672990425	Fun
FUNasv45	0.003794384	0.002975936	0.001311738	0.002127454	0	0.000882514	0.001307903	0	0.154999113	Fun
FUNasv46	0.00179734	0.002256345	0.001146045	0.001571415	0.0003023	0.000938369	0.000761885	0.002897341	0.145888	Fun
FUNasv47	0.006759995	0.007159322	0.007152424	0.011024079	0.002664022	0.014332473	0.009675945	0.013437463	0.902571538	Fun
FUNasv48	0.000888685	0.000536644	0	8.46E-05	6.61E-05	0	0	0	0.019700363	Fun
FUNasv49	0.00361465	0.002658828	0.001325546	0.002006576	0	0.000134053	0	0	0.121745663	Fun
FUNasv50	0.000469305	0	0	0	8.50E-05	0.000145224	0	0	0.008744113	Fun
FUNasv51	0.000499261	0.00017075	0.001311738	0.00209119	0.006990695	0.020789347	0.003187221	0.002921188	0.474517375	Fun
FUNasv52	0.01034469	0.0134405	0.01763252	0.023099797	0.048368051	0.025659931	0.025840614	0.027566472	2.399407188	Fun
FUNasv53	0.010264808	0.006366552	0.012772186	0.007434001	0.001615417	0.002088989	0.000622206	0.016477882	0.720525513	Fun
FUNasv54	0	0.000231733	0.012233683	0.003783483	0	0.002547002	3.81E-05	0.027721474	0.581943438	Fun
FUNasv55	0.001278108	0.000463466	0.000856082	0.000979112	0.000160597	0.000323961	0.00026666	0	0.054099825	Fun
FUNasv56	0.001258138	0.000707395	0.000787043	0.000326371	0.031420339	0.000849001	0.00053332	0.002480029	0.47952045	Fun
FUNasv57	0.000419379	0	0	0	0	0	0	0	0.005242238	Fun
FUNasv58	0.004423453	0.003695528	0.005868302	0.004049415	0.003523688	0.002580515	0.002184072	0.008405866	0.434135488	Fun
FUNasv59	0.001547709	0.001109878	0.001532662	0.002018664	0.001209201	0.001005396	0.001765035	0.000178848	0.129592413	Fun
FUNasv60	0.000329512	0.00017075	0	0.000132966	0.018695385	0	0	0.011637057	0.387070875	Fun
FUNasv61	0.001687502	0.0027564	0.003451942	0.003614254	0.005375278	0.005339768	0.003301503	0.006915464	0.405526388	Fun
FUNasv62	0.004842833	0.003732117	0.00309294	0.004194469	0.0003023	0.000335132	0.000469829	0.000894241	0.223298263	Fun
FUNasv63	0.004193793	0.001744094	0.001960703	0.0019824	0.001020264	0.000770803	0.000152377	0.000226541	0.150637188	Fun
FUNasv64	0.00204697	0.003475991	0.002941055	0.002925249	0.001983846	0.017851358	0.000355547	0.00166925	0.415615825	Fun
FUNasv65	0.000509246	0	0.000193309	0	0	0.000256934	0.000622206	0	0.019771188	Fun
FUNasv66	0	0	0	0.000157141	0.00012281	0.000458014	0.000520622	2.38E-05	0.016029838	Fun
FUNasv67	0	0	0.000690388	0	0.046535355	0.001396383	0.000253962	0.000107309	0.612292463	Fun
FUNasv68	0.007279227	0.006549499	0.007635696	0.004013152	0.002210571	0.001038909	0	0.000608084	0.366689225	Fun
FUNasv69	0.001507769	0.000219536	0	0	0	0	0	0	0.021591313	Fun
FUNasv71	0.003105404	0.002195363	0.00179501	0.00209119	0	0	0	0	0.114837088	Fun
FUNasv72	0.002815833	0.000731788	0.001656932	0.000918673	0.00145482	0.006792006	0.000584112	0.000405389	0.191994413	Fun
FUNasv73	0.000698966	0.000280519	0	0	0.000160597	0	8.89E-05	3.58E-05	0.015809775	Fun
FUNasv74	0.000359468	0	0	0	0	0	0	0	0.00449335	Fun
FUNasv75	0.00179734	0.003634545	0.004791296	0.005330722	0.004090501	0.006389848	0.007364892	0.007583164	0.51227885	Fun
FUNasv76	0.002096897	0.002792989	0.019607031	0.011096606	0.003448113	0.005920663	0.004507822	0.006927388	0.704968863	Fun
FUNasv77	0.008497424	0.007903306	0.0014222	0.000954937	0.00027396	0.000759632	0.000546018	0.002933111	0.29113235	Fun
FUNasv78	0.00091864	0.000707395	0.000510887	0.000531863	0	0	0	0	0.033359813	Fun
FUNasv79	0.000109837	0	0	0	0	0	0	0	0.001372963	Fun
FUNasv80	0.000609099	0.001439182	0.00191928	0.000423073	0.020329696	0.000893685	0.003784031	0.009002027	0.480000913	Fun
FUNasv81	0.007578783	0.003122294	0.01157091	0.008606518	0.001350905	0.000256934	0	0.001120782	0.420089075	Fun
FUNasv82	0.000429365	0	0	0	0	0	0	0	0.005367063	Fun
FUNasv83	0.00020969	9.76E-05	0	0	0	0	0	0	0.003841125	Fun
FUNasv84	0.001048448	0.000939127	0.001891664	0.001607678	0.002352274	0	0	0	0.097989888	Fun
FUNasv85	0.00110836	0.00037809	0.000317579	0.00109999	0	0.000134053	0.000126981	0.000357696	0.044034363	Fun
FUNasv86	0.001078404	0.000975717	0.001684548	0.001523064	0.0003023	0.000111711	8.89E-05	0	0.07205805	Fun
FUNasv87	0.000589128	0.001927041	0.001532662	0.0019824	0	0.000290448	0.000380943	0.000202695	0.086316463	Fun
FUNasv88	0.004133882	0.004488297	0.003603828	0.004170293	0	7.82E-05	0	0.000262311	0.209210138	Fun
FUNasv89	0.000379438	0.000426876	0.000787043	0.000531863	0.000793538	0.00073729	0.014640898	0.003481579	0.272231563	Fun
FUNasv90	0.001487798	0.001061092	0.001077006	0.000979112	0.001766567	0	0.000380943	0.000536545	0.091113288	Fun
FUNasv91	0.00200703	0.000609823	0.001228891	0.001015376	0.012894998	0.003865188	0.006742686	0.006867772	0.44039705	Fun
FUNasv92	0.001777369	0.001305021	0.001449816	0.002067015	0.000188938	0	0	7.15E-05	0.085745738	Fun
FUNasv93	0.001917163	0.000878145	0.000911313	0.001293395	0	0	0	0	0.0625002	Fun
FUNasv94	0	0	0	0.000217581	0	0	0	0	0.002719763	Fun
FUNasv95	7.99E-05	7.32E-05	0	0	7.56E-05	0	0	0	0.00285875	Fun
FUNasv96	0.003355035	0.003073508	0.004211369	0.004823035	0.009191819	0.004669504	0.001917412	0.002277334	0.4189877	Fun
FUNasv97	0.000748892	0	0	0.000362634	0	0	0.000304754	2.38E-05	0.018001	Fun
FUNasv98	0.002516276	0.002036809	0.00526076	0.003239532	0.00045345	0.000714948	0.001320601	0.00129963	0.210525075	Fun
FUNasv99	0.001457842	0.000853752	0.00414233	0.002671405	0.002323934	0.00094954	0.000774584	0.001776559	0.186874325	Fun
FUNasv100	0.000149778	7.32E-05	0	0.000120878	0	0	0	0	0.0042982	Fun
FUNasv101	0.002376483	0.000353697	0.000165693	0.000326371	8.50E-05	0.00010054	0.000152377	0.000166925	0.046588575	Fun
FUNasv102	0.004273675	0.001439182	0.001822625	0.00159559	0.000736857	0.00083783	0.000571414	0.001025396	0.153782113	Fun
FUNasv103	0.000299557	0.00020734	0.000138078	0.000314283	0.001369798	0.000971882	0.001079338	0.000596161	0.062205463	Fun
FUNasv104	0.000609099	0.00037809	0.000648965	0.000374722	0.00057626	0	7.62E-05	0.000798855	0.043277388	Fun
FUNasv105	0.000728921	0.000365894	0.000414233	0.000531863	0.0003023	0.000279277	0.00053332	0	0.0394476	Fun
FUNasv106	0.000299557	0.000317108	0.000704196	0.001329659	0	0	0	0	0.0331315	Fun
FUNasv107	0.000998522	0.000317108	0.000897505	0.000616478	0	0	0	0	0.035370163	Fun
FUNasv108	0.000219675	0	0	0	0	0	0	0	0.002745938	Fun
FUNasv109	0.000828773	0.000390287	0.000289963	0.00038681	0.000680176	0.000938369	0.001079338	0.000131155	0.059060888	Fun
FUNasv110	0.000758877	0.000219536	0	0	0	0	0	0	0.012230163	Fun
FUNasv111	0.00045932	0.00020734	0	0	0	0	0	0	0.00833325	Fun
FUNasv112	0.001427887	0.000512251	0.001201276	0.001438449	0.000311747	0	0	0	0.061145125	Fun
FUNasv113	0.000249631	0.000134161	0	0	0	0	0	0	0.0047974	Fun
FUNasv114	4.99E-05	0	0	0.00038681	0	0	0	0	0.005458875	Fun
FUNasv115	0.001517754	0.000353697	0	3.63E-05	0	0	0	0	0.023846888	Fun
FUNasv116	5.99E-05	0	0	0	0	0	3.81E-05	0	0.001225	Fun
FUNasv117	0.001777369	0.003305241	0.003935214	0.004339522	0	0	0	0	0.166966825	Fun
FUNasv118	0.000449335	0.000304912	6.90E-05	6.04E-05	0	0	0	0	0.011045588	Fun
FUNasv119	0.000659025	0.000219536	0.001242699	0.000725268	0.000604601	0	0	0.000405389	0.048206475	Fun
FUNasv120	0.00045932	0.00017075	0.000635157	0.001075815	0	0	0	0	0.029263025	Fun
FUNasv121	0.000389424	0.000146358	0	0	0	0	0	0	0.006697275	Fun
FUNasv122	0.000768862	0.001988023	0.002568245	0.002828547	0	0	0	0.000166925	0.104007525	Fun
FUNasv123	0.000409394	0.000195143	0.000220924	0.000374722	0	0	0	0	0.015002288	Fun
FUNasv124	0.001038463	0.000500055	0.00012427	0.000193405	0	0	0	0	0.023202413	Fun
