label	Kindom	Abundance
ProASV32	Pro	0.058823525
ProASV33	Pro	0.04411765
ProASV34	Pro	0.117647063
ProASV38	Pro	0.036764713
ProASV39	Pro	3.125
ProASV41	Pro	1.749999988
ProASV43	Pro	0.125
ProASV45	Pro	0.691176475
ProASV46	Pro	0.08088235
ProASV48	Pro	0.573529413
ProASV56	Pro	0.007352938
ProASV60	Pro	0.036764713
ProASV61	Pro	0.014705888
ProASV62	Pro	0.051470588
ProASV65	Pro	0.014705888
ProASV67	Pro	0.088235288
ProASV72	Pro	0.073529413
ProASV77	Pro	0.022058825
ProASV79	Pro	0.036764713
ProASV85	Pro	0.007352938
ProASV87	Pro	0.073529413
ProASV89	Pro	0.095588238
ProASV90	Pro	0.499999988
ProASV91	Pro	4.647058825
ProASV92	Pro	0.088235288
ProASV94	Pro	0.007352938
ProASV95	Pro	0.257352938
ProASV97	Pro	1.558823525
ProASV101	Pro	0.566176475
ProASV105	Pro	0.014705888
ProASV107	Pro	1.867647063
ProASV108	Pro	0.058823538
ProASV115	Pro	18.63970589
ProASV118	Pro	0.102941188
ProASV119	Pro	0.022058825
ProASV121	Pro	0.014705875
ProASV132	Pro	0.014705888
ProASV133	Pro	0.007352938
ProASV136	Pro	0.264705875
ProASV139	Pro	0.014705888
ProASV143	Pro	0.066176463
ProASV144	Pro	0.50735295
ProASV147	Pro	0.007352938
ProASV149	Pro	0.007352938
ProASV155	Pro	0.029411763
ProASV156	Pro	0.007352938
ProASV159	Pro	0.007352938
ProASV164	Pro	5.036764713
ProASV168	Pro	0.507352938
ProASV182	Pro	0.3382353
ProASV187	Pro	0.095588238
ProASV188	Pro	0.022058825
ProASV190	Pro	0.029411763
ProASV191	Pro	0.014705875
ProASV193	Pro	0.014705888
ProASV195	Pro	0.014705888
ProASV199	Pro	0.279411763
ProASV209	Pro	0.04411765
ProASV210	Pro	0.411764713
ProASV215	Pro	0.24264705
ProASV219	Pro	0.007352938
ProASV221	Pro	0.345588225
ProASV225	Pro	0.007352938
ProASV226	Pro	0.014705875
ProASV227	Pro	0.147058813
ProASV232	Pro	0.073529413
ProASV234	Pro	0.007352938
ProASV237	Pro	0.022058825
ProASV238	Pro	0.264705888
ProASV242	Pro	4.477941163
ProASV244	Pro	0.058823525
ProASV245	Pro	0.139705888
ProASV246	Pro	2.272058825
ProASV247	Pro	0.374999988
ProASV248	Pro	3.220588225
ProASV250	Pro	0.066176475
ProASV251	Pro	0.007352938
ProASV252	Pro	0.25
ProASV253	Pro	2.360294125
ProASV254	Pro	0.110294113
ProASV256	Pro	0.014705888
ProASV257	Pro	0.33088235
ProASV258	Pro	0.029411763
ProASV259	Pro	12.13970589
Rhabditis	Nem	4.061665988
Cephalobus	Nem	4.410538475
Acrobeloides	Nem	19.46438311
Prismatolaimus	Nem	2.648964125
Rhabdolaimus	Nem	2.39235495
Alaimus	Nem	0.125
Paramphidelus	Nem	0.926204825
Filenchus	Nem	2.275771938
Ditylenchus	Nem	2.174490975
Aphelenchus	Nem	13.72249049
Tylencholaimus	Nem	0.826671513
Mesodorylaimus	Nem	1.201762
Eudorylaimus	Nem	0.4057655
Epidorylaimus	Nem	0.640412425
Microdorylaimus	Nem	0.972156063
Aporcelaimellus	Nem	3.134922
