ID,Arable6_1,Arable6_2,Arable6_3,Arable6_4,Restored6_1,Restored6_2,Restored6_3,Restored6_4,Arable9_1,Arable9_1,Arable9_3,Arable9_4,Restored9_1,Restored9_2,Restored9_3,Restored9_4
Fun_asv26,0.021747813,0.019453355,0.017839637,0.028744802,0.003742941,0.00422275,0.00345405,0.002127589,0.031854896,0.022889507,0.021193113,0.021473709,0.000478849,0.001303993,0.000648356,0
Fun_asv27,0.014328793,0.011745192,0.014014885,0.015980079,0.00202469,0.001635168,0.002689725,0.002645707,0.012573804,0.043176156,0.014729785,0.024382974,0.000315837,0.001129351,0.001149358,0.000905538
Fun_asv28,0.001318049,0.096181288,0.00760808,0.006575766,0.00105065,0.000539319,0.001102729,0.003924465,0.000585707,0.000323961,0.00146028,0.000453082,0.0000204,0,0.0000295,0
Fun_asv29,0.000649039,0.000451269,0.000262348,0.000265932,0.0000328,0.0000115,0.000315065,0.000429927,0.004799018,0.05877096,0.006044291,0.010397043,0,0.000128071,0.000383119,0.00019064
Fun_asv30,0.025751887,0.0258443,0.013780153,0.009525191,0.000842709,0.000476207,0.000414253,0.001653567,0.000292853,0.000804316,0.000736489,0.000918088,0.0000611,0.000104785,0.0000589,0.0000953
Fun_asv31,0.000279586,0.000280519,0,0.0000363,0.004946811,0.055492444,0.001225254,0.001851995,0.033980445,0.001943765,0.004761784,0.003314654,0.00248594,0.002584701,0.001139534,0.000857878
Fun_asv32,0.002186764,0.001085485,0.000593734,0.000713181,0.004574706,0.003568683,0.005776199,0.012831678,0.000188938,0.00010054,0.000215868,0,0.011971228,0.007334963,0.00916539,0.01118419
Fun_asv33,0.00470304,0.00179288,0.000828466,0.00126922,0.013089349,0.013500178,0.011336519,0.002789016,0.000358982,0,0,0,0.000621485,0.000267784,0.000186648,0.000413052
Fun_asv34,0.02027,0.019416765,0.003797136,0.005028527,0.002933065,0.003304761,0.00435257,0.005412675,0.001350905,0.000904856,0.000571414,0.000441159,0.001018828,0.001397136,0.000805533,0.000603692
Fun_asv35,0.004423453,0.003793099,0.00229209,0.004315347,0.009587182,0.010453601,0.011744937,0.006018983,0.000113363,0,0.000101585,0,0,0,0,0
Fun_asv36,0.001707473,0.001146467,0.001035583,0.000979112,0.015639364,0.006563622,0.004463426,0.004519749,0.000557366,0.000480356,0.000177773,0.00100155,0.00598052,0.004889976,0.006729145,0.005131382
Fun_asv37,0.004143867,0.00337842,0.006475843,0.004085678,0.000164164,0.000154911,0.000169202,0.000341737,0.006017666,0.006702637,0.029129419,0.016597115,0,0.000116428,0.000334001,0.000222413
Fun_asv38,0.00336502,0.002219756,0.003382903,0.003324147,0.011360154,0.008370914,0.008956025,0.003252015,0.001020264,0.001284672,0.000812678,0.000727316,0.001253158,0.001758063,0.000933239,0.000667239
Fun_asv39,0.047929065,0.051383688,0.059442442,0.053536892,0.048953728,0.041602121,0.040030806,0.026236592,0.049388314,0.061418502,0.058563592,0.103469655,0.021558399,0.029537781,0.01376282,0.01080291
Fun_asv40,0.001977074,0.001475772,0.001988319,0.002888986,0.011633761,0.014005072,0.011972484,0.001146473,0.000113363,0.000167566,0.000507924,0,0.000611297,0.000593783,0.002151362,0.000508372
Fun_asv41,0.006360586,0.004524887,0.008491777,0.010202108,0.000448715,0.000688492,0.001464471,0.002050423,0.004402248,0.008177218,0.014831369,0.049159413,0.000682615,0.007137036,0.003565955,0.001477457
Fun_asv42,0.014149059,0.010818261,0.015381854,0.015158109,0.004651316,0.004733382,0.005601162,0.003318157,0.032091068,0.011517365,0.00737759,0.0180279,0.00248594,0.003888695,0.00501002,0.00141391
Fun_asv43,0.00562168,0.007183715,0.009927785,0.00958563,0.000755155,0.001027,0.001551989,0.002700826,0.002427849,0.007719204,0.007936306,0.00463813,0.000224142,0.0000699,0.000579591,0.0000953
Fun_asv44,0.000539202,0.000390287,0.003410519,0.0014868,0.0000985,0.0000287,0.000151698,0.000132285,0.015606254,0.006970743,0.017637647,0.007797782,0.000998451,0,0.000373296,0.000127093
Fun_asv45,0.003794384,0.002975936,0.001311738,0.002127454,0.004826424,0.002914616,0.011546563,0.020019181,0,0.000882514,0.001307903,0,0.008171,0.001152637,0.004204487,0.001286817
Fun_asv46,0.00179734,0.002256345,0.001146045,0.001571415,0.002374907,0.001572056,0.006213789,0.009822186,0.0003023,0.000938369,0.000761885,0.002897341,0.003800228,0.003469554,0.004400959,0.003510946
Fun_asv47,0.006759995,0.007159322,0.007152424,0.011024079,0.00361161,0.003046576,0.0085126,0.014055317,0.002664022,0.014332473,0.009675945,0.013437463,0.002058032,0.003772267,0.002966718,0.001429797
Fun_asv48,0.000888685,0.000536644,0,0.0000846,0.011469597,0.008405338,0.003098143,0.005677246,0.0000661,0,0,0,0.003331567,0.000465712,0.002907776,0.002128809
Fun_asv49,0.00361465,0.002658828,0.001325546,0.002006576,0.006544675,0.00757341,0.008121685,0.003946513,0,0.000134053,0,0,0,0,0.0000196,0.0000953
Fun_asv50,0.000469305,0,0,0,0,0.000131961,0.001213585,0.000551189,0.000085,0.000145224,0,0,0.004543973,0.01314472,0.001807537,0.064849236
Fun_asv51,0.000499261,0.00017075,0.001311738,0.00209119,0.000404938,0.000240972,0.000326734,0.000462999,0.006990695,0.020789347,0.003187221,0.002921188,0.001253158,0.005553615,0.001964714,0.002462428
Fun_asv52,0.01034469,0.0134405,0.01763252,0.023099797,0.020093683,0.017057386,0.011103137,0.015565575,0.048368051,0.025659931,0.025840614,0.027566472,0.009923384,0.03594132,0.011581988,0.007434944
Fun_asv53,0.010264808,0.006366552,0.012772186,0.007434001,0.000317384,0.000137698,0.001044383,0.001675614,0.001615417,0.002088989,0.000622206,0.016477882,0,0,0.000265236,0.0000794
Fun_asv54,0,0.000231733,0.012233683,0.003783483,0,0,0,0,0,0.002547002,0.0000381,0.027721474,0,0,0.000216119,0
Fun_asv55,0.001278108,0.000463466,0.000856082,0.000979112,0.000372105,0.003849817,0.00223463,0.00108033,0.000160597,0.000323961,0.00026666,0,0.014294156,0.003597625,0.015953476,0.002891367
Fun_asv56,0.001258138,0.000707395,0.000787043,0.000326371,0.000470604,0.000395883,0.000116691,0.000606308,0.031420339,0.000849001,0.00053332,0.002480029,0.000122259,0,0.000343825,0.0000953
