	BACasv1	BACasv2	BACasv3	BACasv4	BACasv5	BACasv6	BACasv8	BACasv9	BACasv10	BACasv11	BACasv12	BACasv13	BACasv17	BACasv19	BACasv21	BACasv22	BACasv25	BACasv26	BACasv27	BACasv28	BACasv29	BACasv30	BACasv31	BACasv32	BACasv33	BACasv36	BACasv37	BACasv39	BACasv42	BACasv47	BACasv49	BACasv54	BACasv67	BACasv73	BACasv89	BACasv90	BACasv91	BACasv92	BACasv96	BACasv101	BACasv110	BACasv114	BACasv124	BACasv128	BACasv129	BACasv131	BACasv145	BACasv148	BACasv156	BACasv157	BACasv160	BACasv173	BACasv176	BACasv178	BACasv182	BACasv187	BACasv207	BACasv221	BACasv231	BACasv242	BACasv285	BACasv287	BACasv299	BACasv410	BACasv528	BACasv533	BACasv541	BACasv562	BACasv580	BACasv870	BACasv901	BACasv902	BACasv973	BACasv1034
BACasv12	-0.934148484292342	0.946124746911475	-0.850314645958414	0.754504545005353	0	0.814385858101016	-0.802409595481884	-0.802409595481884	0	0.802409595481884	0	0	-0.862290908577547	0.850314645958414	0.946124746911475	0.922172221673209	0	0	0.814385858101016	-0.766480807624486	0.898219696434944	0.922172221673209	0.742528282386221	0	-0.898219696434944	0.826362120720149	0	-0.874267171196679	0.97007727214974	-0.766480807624486	0	0.778457070243618	0.802409595481884	0.778457070243618	0	0.946124746911475	0	0.922172221673209	0	0.898219696434944	0	0	-0.748593057852569	0.802409595481884	0	-0.867469879518072	-0.874267171196679	0.97007727214974	-0.969489370005787	0	0	0.714550818366794	0.946124746911475	0	0	-0.922172221673209	0	0	0	0	0	0	0	-0.822225161903642	-0.90812928329656	0	0	0.927710843373494	0	0	0	0	0	0
BACasv13	0	0.738095238095238	-0.714285714285714	0.738095238095238	0.785714285714286	0	0	-0.714285714285714	0.80952380952381	0.738095238095238	0	0	-0.761904761904762	0	0.761904761904762	0	0.785714285714286	0	0.80952380952381	-0.761904761904762	0	0	0.976190476190476	-0.928571428571429	0	0	0	0	0	-0.857142857142857	-0.738095238095238	0.785714285714286	0	0.714285714285714	0.714285714285714	0.714285714285714	0	0	0.761904761904762	0	0.714285714285714	0	-0.902707567477393	0.857142857142857	0	0	-0.714285714285714	0.738095238095238	-0.707527552887687	0	0	0.761019434147762	0.761904761904762	0	0	-0.80952380952381	0.837121377562538	0	0	0	0	0	0	0	0	0	0	0.766480807624486	0	0	0	0	0	0
BACasv17	0.785714285714286	-0.880952380952381	0.714285714285714	0	0	-0.857142857142857	0.80952380952381	0.904761904761905	-0.904761904761905	-0.785714285714286	-0.862290908577547	-0.761904761904762	0	-0.928571428571429	-0.952380952380952	-0.761904761904762	-0.880952380952381	0	-0.857142857142857	0.80952380952381	-0.80952380952381	-0.761904761904762	-0.785714285714286	0	0.80952380952381	-0.833333333333333	0	0.785714285714286	-0.761904761904762	0	0	-0.833333333333333	-0.761904761904762	-0.880952380952381	-0.785714285714286	-0.904761904761905	0	-0.857142857142857	0	-0.857142857142857	0	0	0.756322556535113	-0.761904761904762	0	0.946124746911475	0.904761904761905	-0.880952380952381	0.853912563829967	0	0	-0.710284805204577	-0.952380952380952	0	0	0.80952380952381	-0.735652119676169	-0.735652119676169	0	0	0	0	0	0	0	0	0	-0.958101009530607	0	0	0	0	0	0
BACasv19	-0.857142857142857	0.857142857142857	0	0	0.80952380952381	0.785714285714286	-0.738095238095238	-0.833333333333333	0.904761904761905	0.857142857142857	0.850314645958414	0	-0.928571428571429	0	0.880952380952381	0.761904761904762	0.857142857142857	0	0.785714285714286	0	0.738095238095238	0.761904761904762	0.714285714285714	0	-0.738095238095238	0.738095238095238	0	0	0.738095238095238	0	0	0.833333333333333	0.738095238095238	0.738095238095238	0	0.80952380952381	0	0.857142857142857	0	0.761904761904762	0.785714285714286	0	-0.756322556535113	0	0	-0.826362120720149	-0.904761904761905	0.785714285714286	-0.853912563829967	-0.738095238095238	0	0.710284805204577	0.880952380952381	0	0	-0.785714285714286	0.735652119676169	0.79907040585515	0	0	0	0	0	-0.780720058358827	0	0	0	0.874267171196679	0	0	0	0	0	0
BACasv21	-0.857142857142857	0.928571428571429	-0.80952380952381	0.738095238095238	0.714285714285714	0.80952380952381	-0.785714285714286	-0.857142857142857	0.833333333333333	0.833333333333333	0.946124746911475	0.761904761904762	-0.952380952380952	0.880952380952381	0	0.880952380952381	0.738095238095238	0	0.904761904761905	-0.761904761904762	0.857142857142857	0.833333333333333	0.80952380952381	-0.714285714285714	-0.857142857142857	0.80952380952381	0	-0.80952380952381	0.880952380952381	-0.761904761904762	0	0.857142857142857	0.738095238095238	0.857142857142857	0.761904761904762	0.928571428571429	0	0.857142857142857	0	0.857142857142857	0	0	-0.756322556535113	0.857142857142857	0	-0.922172221673209	-0.904761904761905	0.952380952380952	-0.95150257112482	0	0	0	1	0	0	-0.928571428571429	0.710284805204577	0	0	0	0	0	0	-0.780720058358827	-0.80511756018254	0	0	0.97007727214974	0	0	0	0	0	0
BACasv22	-0.952380952380952	0.80952380952381	-0.928571428571429	0.80952380952381	0.80952380952381	0.80952380952381	-0.80952380952381	-0.738095238095238	0.714285714285714	0.904761904761905	0.922172221673209	0	-0.761904761904762	0.761904761904762	0.880952380952381	0	0	0	0.904761904761905	0	0.928571428571429	0.952380952380952	0.714285714285714	-0.738095238095238	-0.928571428571429	0.738095238095238	0	-0.833333333333333	0.952380952380952	0	0	0.880952380952381	0	0	0	0.80952380952381	0	0.833333333333333	0.714285714285714	0.785714285714286	0.714285714285714	0	-0.7319250547114	0.880952380952381	0	0	-0.785714285714286	0.880952380952381	-0.975900072948533	0	0	0.786386748619354	0.880952380952381	-0.707527552887687	0	-0.904761904761905	0.761019434147762	0	0	0	0	0	0	-0.853912563829967	-0.87831006565368	0	0	0.802409595481884	0	0	0	0	0	0
BACasv25	0	0.714285714285714	0	0.714285714285714	0.738095238095238	0.833333333333333	-0.80952380952381	-0.880952380952381	0.928571428571429	0.714285714285714	0	0.785714285714286	-0.880952380952381	0.857142857142857	0.738095238095238	0	0	0	0.738095238095238	-0.833333333333333	0	0	0.738095238095238	-0.714285714285714	0	0.80952380952381	0	-0.714285714285714	0	0	0	0.761904761904762	0	0.761904761904762	0.785714285714286	0.738095238095238	0	0.761904761904762	0	0.761904761904762	0.833333333333333	0	-0.756322556535113	0	0	-0.754504545005353	-0.80952380952381	0	0	-0.833333333333333	0	0.837121377562538	0.738095238095238	0	0	0	0.86248869203413	0.875172349269926	0	0	0	0	0	0	0	0	0	0.790433332862751	0	0	0	0	0	0
BACasv26	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.761904761904762	0	0	0	0	0	0	-0.738095238095238	0	0	0	0	0	0	0	0	0	0	0	-0.756322556535113	0	0	0	0	0	0	0	-0.952380952380952	0	0	-0.756322556535113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACasv27	-0.833333333333333	0.738095238095238	-0.857142857142857	0.738095238095238	0.833333333333333	0.80952380952381	-0.761904761904762	-0.761904761904762	0.857142857142857	0.928571428571429	0.814385858101016	0.80952380952381	-0.857142857142857	0.785714285714286	0.904761904761905	0.904761904761905	0.738095238095238	0	0	0	0.857142857142857	0.80952380952381	0.833333333333333	-0.833333333333333	-0.857142857142857	0	0	-0.738095238095238	0.80952380952381	0	0	0.976190476190476	0	0	0.761904761904762	0.761904761904762	0	0.714285714285714	0	0.714285714285714	0.714285714285714	0	-0.80511756018254	0.904761904761905	0	-0.730552019767088	-0.761904761904762	0.833333333333333	-0.902707567477393	0	0	0.761019434147762	0.904761904761905	0	0	-0.857142857142857	0.786386748619354	0	0	0	0	0	0	-0.756322556535113	-0.707527552887687	0	0	0.814385858101016	0	0	0	0	0	0
BACasv28	0	-0.833333333333333	0.80952380952381	-0.833333333333333	0	-0.857142857142857	0.904761904761905	0.904761904761905	-0.714285714285714	0	-0.766480807624486	-0.761904761904762	0.80952380952381	0	-0.761904761904762	0	-0.833333333333333	0	0	0	-0.80952380952381	-0.761904761904762	-0.738095238095238	0	0.80952380952381	-0.976190476190476	0	0.928571428571429	-0.761904761904762	0	0	0	-0.761904761904762	-0.880952380952381	-0.785714285714286	-0.904761904761905	-0.714285714285714	-0.857142857142857	-0.857142857142857	-0.952380952380952	0	0	0.707527552887687	-0.761904761904762	-0.738095238095238	0.826362120720149	0.80952380952381	-0.833333333333333	0.707527552887687	0	0	-0.86248869203413	-0.761904761904762	0	0	0.714285714285714	-0.837121377562538	0	0	-0.714285714285714	0	0	0	0	0	0	0	-0.862290908577547	0	0	0	0	0	0
BACasv29	-0.904761904761905	0.785714285714286	-0.952380952380952	0.785714285714286	0	0.952380952380952	-0.928571428571429	-0.80952380952381	0	0.785714285714286	0.898219696434944	0	-0.80952380952381	0.738095238095238	0.857142857142857	0.928571428571429	0	0	0.857142857142857	-0.80952380952381	0	0.976190476190476	0	0	-1	0.857142857142857	0	-0.952380952380952	0.928571428571429	0	0	0.80952380952381	0.738095238095238	0	0	0.880952380952381	0	0.904761904761905	0.738095238095238	0.904761904761905	0	0	-0.707527552887687	0.80952380952381	0.785714285714286	-0.802409595481884	-0.761904761904762	0.904761904761905	-0.902707567477393	0	0	0.837121377562538	0.857142857142857	0	0	-0.785714285714286	0.761019434147762	0	0	0	0.829515062006253	0	0	0	-0.7319250547114	0	0	0.826362120720149	0	0	0	0	0	0
BACasv30	-0.952380952380952	0.80952380952381	-0.928571428571429	0.80952380952381	0.714285714285714	0.904761904761905	-0.904761904761905	-0.785714285714286	0	0.80952380952381	0.922172221673209	0	-0.761904761904762	0.761904761904762	0.833333333333333	0.952380952380952	0	0	0.80952380952381	-0.761904761904762	0.976190476190476	0	0	0	-0.976190476190476	0.833333333333333	0	-0.928571428571429	0.952380952380952	0	0	0.785714285714286	0.761904761904762	0	0	0.857142857142857	0	0.928571428571429	0.761904761904762	0.880952380952381	0.714285714285714	0	0	0.785714285714286	0.738095238095238	-0.754504545005353	-0.785714285714286	0.880952380952381	-0.927105069301107	0	0	0.837121377562538	0.833333333333333	0	0	-0.80952380952381	0.761019434147762	0	0	0	0.80511756018254	0	0	-0.756322556535113	-0.80511756018254	0	0	0.802409595481884	0	0	0	0	0	0
BACasv31	0	0.761904761904762	-0.738095238095238	0	0.761904761904762	0	0	0	0.761904761904762	0.761904761904762	0.742528282386221	0.976190476190476	-0.785714285714286	0.714285714285714	0.80952380952381	0.714285714285714	0.738095238095238	0	0.833333333333333	-0.738095238095238	0	0	0	-0.952380952380952	0	0	0	0	0.738095238095238	-0.928571428571429	-0.785714285714286	0.80952380952381	0	0	0	0.761904761904762	0	0	0.714285714285714	0	0	0	-0.95150257112482	0.833333333333333	0	0	0	0.80952380952381	-0.756322556535113	0	0	0.710284805204577	0.80952380952381	0	0	-0.833333333333333	0.761019434147762	0	0.714285714285714	0	0	0	0	0	-0.7319250547114	0	0	0.790433332862751	0	0	0	0	0	0
BACasv32	0.714285714285714	0	0.738095238095238	0	-0.857142857142857	0	0	0	-0.738095238095238	-0.833333333333333	0	-0.928571428571429	0	0	-0.714285714285714	-0.738095238095238	-0.714285714285714	-0.761904761904762	-0.833333333333333	0	0	0	-0.952380952380952	0	0	0	0	0	-0.714285714285714	0.833333333333333	0.833333333333333	-0.857142857142857	0	0	0	0	0	0	-0.738095238095238	0	-0.738095238095238	0	0.975900072948533	-0.785714285714286	0	0	0	-0.714285714285714	0.7319250547114	0	0	-0.761019434147762	-0.714285714285714	0	0	0.761904761904762	-0.786386748619354	0	-0.738095238095238	0	0	0	0	0	0.707527552887687	0	0	0	0	0	0	0	0	0
BACasv33	0.904761904761905	-0.785714285714286	0.952380952380952	-0.785714285714286	0	-0.952380952380952	0.928571428571429	0.80952380952381	0	-0.785714285714286	-0.898219696434944	0	0.80952380952381	-0.738095238095238	-0.857142857142857	-0.928571428571429	0	0	-0.857142857142857	0.80952380952381	-1	-0.976190476190476	0	0	0	-0.857142857142857	0	0.952380952380952	-0.928571428571429	0	0	-0.80952380952381	-0.738095238095238	0	0	-0.880952380952381	0	-0.904761904761905	-0.738095238095238	-0.904761904761905	0	0	0.707527552887687	-0.80952380952381	-0.785714285714286	0.802409595481884	0.761904761904762	-0.904761904761905	0.902707567477393	0	0	-0.837121377562538	-0.857142857142857	0	0	0.785714285714286	-0.761019434147762	0	0	0	-0.829515062006253	0	0	0	0.7319250547114	0	0	-0.826362120720149	0	0	0	0	0	0
BACasv36	-0.714285714285714	0.880952380952381	-0.833333333333333	0.880952380952381	0	0.880952380952381	-0.952380952380952	-0.952380952380952	0.738095238095238	0	0.826362120720149	0	-0.833333333333333	0.738095238095238	0.80952380952381	0.738095238095238	0.80952380952381	0	0	-0.976190476190476	0.857142857142857	0.833333333333333	0	0	-0.857142857142857	0	0.761904761904762	-0.952380952380952	0.80952380952381	0	0	0	0.857142857142857	0.904761904761905	0.833333333333333	0.928571428571429	0.761904761904762	0.928571428571429	0.833333333333333	0.976190476190476	0	0	0	0.785714285714286	0.80952380952381	-0.874267171196679	-0.880952380952381	0.857142857142857	-0.780720058358827	0	0	0.86248869203413	0.80952380952381	0	0	-0.761904761904762	0.837121377562538	0	0	0	0.7319250547114	0	0	0	0	0	0	0.898219696434944	0	0	0	0	0	0
BACasv37	0	0	0	0	0	0.714285714285714	-0.80952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761904761904762	0	-0.761904761904762	0	0	0	0	0.80952380952381	0	0	0	0.714285714285714	0.738095238095238	0	0.738095238095238	0	0	0	0	0.976190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87831006565368	0	0	0	0	0	0	0	0	0	0	0	0	0
BACasv39	0.80952380952381	-0.833333333333333	0.928571428571429	-0.833333333333333	0	-0.928571428571429	0.952380952380952	0.857142857142857	0	0	-0.874267171196679	0	0.785714285714286	0	-0.80952380952381	-0.833333333333333	-0.714285714285714	0	-0.738095238095238	0.928571428571429	-0.952380952380952	-0.928571428571429	0	0	0.952380952380952	-0.952380952380952	-0.761904761904762	0	-0.904761904761905	0	0	0	-0.80952380952381	-0.785714285714286	-0.714285714285714	-0.928571428571429	0	-0.928571428571429	-0.833333333333333	-0.976190476190476	0	0	0	-0.785714285714286	-0.833333333333333	0.826362120720149	0.785714285714286	-0.904761904761905	0.829515062006253	0	0	-0.86248869203413	-0.80952380952381	0	0	0.761904761904762	-0.786386748619354	0	0	0	-0.853912563829967	0	0	0	0.707527552887687	0	0	-0.850314645958414	0	0	0	0	0	0
BACasv42	-0.928571428571429	0.880952380952381	-0.928571428571429	0.785714285714286	0	0.80952380952381	-0.80952380952381	-0.738095238095238	0	0.785714285714286	0.97007727214974	0	-0.761904761904762	0.738095238095238	0.880952380952381	0.952380952380952	0	0	0.80952380952381	-0.761904761904762	0.928571428571429	0.952380952380952	0.738095238095238	-0.714285714285714	-0.928571428571429	0.80952380952381	0	-0.904761904761905	0	-0.761904761904762	0	0.761904761904762	0.714285714285714	0	0	0.904761904761905	0	0.880952380952381	0.761904761904762	0.880952380952381	0	0	-0.756322556535113	0.833333333333333	0	-0.766480807624486	-0.785714285714286	0.952380952380952	-0.95150257112482	0	0	0.761019434147762	0.880952380952381	0	0	-0.904761904761905	0.710284805204577	0	0	0	0	0	0	-0.780720058358827	-0.927105069301107	0	0	0.850314645958414	0	0	0	0	0	0
BACasv47	0	-0.785714285714286	0	0	0	0	0	0	0	0	-0.766480807624486	-0.857142857142857	0	0	-0.761904761904762	0	0	0	0	0	0	0	-0.928571428571429	0.833333333333333	0	0	0	0	-0.761904761904762	0	0.761904761904762	0	0	0	0	-0.785714285714286	0	0	0	0	0	0	0.87831006565368	-0.714285714285714	0	0	0	-0.833333333333333	0.707527552887687	0	0	0	-0.761904761904762	0	0	0.80952380952381	0	0	-0.738095238095238	0	0	0	0	0	0.80511756018254	0	0	-0.766480807624486	0	0	0	0	0	0
BACasv49	0	0	0	0	0	0	0	0	0	0	0	-0.738095238095238	0	0	0	0	0	-0.738095238095238	0	0	0	0	-0.785714285714286	0.833333333333333	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0.80511756018254	0	0	0	0	0	0	0	0	0	0	0.707527552887687	0	0	0	0	-0.976190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACasv54	-0.857142857142857	0	-0.785714285714286	0	0.904761904761905	0.785714285714286	-0.714285714285714	-0.714285714285714	0.880952380952381	0.976190476190476	0.778457070243618	0.785714285714286	-0.833333333333333	0.833333333333333	0.857142857142857	0.880952380952381	0.761904761904762	0	0.976190476190476	0	0.80952380952381	0.785714285714286	0.80952380952381	-0.857142857142857	-0.80952380952381	0	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0.785714285714286	0	-0.829515062006253	0.833333333333333	0	0	-0.738095238095238	0.761904761904762	-0.87831006565368	0	0	0.761019434147762	0.857142857142857	0	0	-0.80952380952381	0.786386748619354	0	0	0	0	0	0	-0.80511756018254	0	0	0	0.754504545005353	0	0	0	0	0	0
BACasv67	0	0.833333333333333	0	0	0	0.761904761904762	-0.80952380952381	-0.833333333333333	0	0	0.802409595481884	0	-0.761904761904762	0.738095238095238	0.738095238095238	0	0	0	0	-0.761904761904762	0.738095238095238	0.761904761904762	0	0	-0.738095238095238	0.857142857142857	0.80952380952381	-0.80952380952381	0.714285714285714	0	0	0	0	0.80952380952381	0	0.857142857142857	0	0.928571428571429	0	0.880952380952381	0	0	0	0	0.761904761904762	-0.886243433815812	-0.833333333333333	0.761904761904762	-0.707527552887687	0	0	0	0.738095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826362120720149	0	0	0	0	0	0
BACasv73	0	0.904761904761905	0	0.761904761904762	0	0.714285714285714	-0.785714285714286	-0.928571428571429	0.761904761904762	0	0.778457070243618	0.714285714285714	-0.880952380952381	0.738095238095238	0.857142857142857	0	0.761904761904762	0	0	-0.880952380952381	0	0	0	0	0	0.904761904761905	0	-0.785714285714286	0	0	0	0	0.80952380952381	0	0.857142857142857	0.904761904761905	0.80952380952381	0.80952380952381	0	0.880952380952381	0	0.714285714285714	0	0.761904761904762	0	-0.934148484292342	-0.904761904761905	0.833333333333333	-0.7319250547114	0	0	0	0.857142857142857	0	0	-0.785714285714286	0	0	0	0.761904761904762	0	0.714285714285714	0	0	0	0	0	0.946124746911475	0	0	0	0	0	0
