"","x"
"1",-0.0249554367201426
"2",-0.0249554367201426
"3",-0.0249554367201426
"4",-0.0115864527629234
"5",-0.0249554367201426
"6",-0.0204991087344028
"7",-0.0204991087344028
"8",0.0151515151515152
"9",-0.0204991087344028
"10",-0.0249554367201426
"11",-0.0249554367201426
"12",-0.0204991087344028
"13",0.0151515151515152
"14",-0.0115864527629234
"15",0.0151515151515152
"16",-0.0115864527629234
"17",-0.0115864527629234
"18",0.0151515151515152
"19",0.0151515151515152
"20",-0.0249554367201426
"21",-0.0115864527629234
"22",0.0240641711229947
"23",-0.0204991087344028
"24",0.0151515151515152
"25",0.0151515151515152
"26",-0.0115864527629234
"27",-0.0249554367201426
"28",-0.0249554367201426
"29",0.0151515151515152
"30",0.0151515151515152
"31",-0.0115864527629234
"32",0.0240641711229947
"33",0.0240641711229947
"34",-0.0115864527629234
"35",-0.0115864527629234
"36",-0.0115864527629234
"37",0.0151515151515152
"38",-0.0249554367201426
"39",-0.0249554367201426
"40",-0.0204991087344028
"41",0.0151515151515152
"42",-0.0249554367201426
"43",0.0151515151515152
"44",-0.0115864527629234
"45",0.0151515151515152
"46",-0.0249554367201426
"47",-0.0115864527629234
"48",0.0151515151515152
"49",-0.0115864527629234
"50",0.0151515151515152
"51",-0.0249554367201426
"52",-0.0115864527629234
"53",0.0151515151515152
"54",0.0151515151515152
"55",0.0151515151515152
"56",0.0151515151515152
"57",0.0151515151515152
"58",0.0151515151515152
"59",-0.0115864527629234
"60",0.0240641711229947
"61",0.0240641711229947
"62",0.0240641711229947
"63",0.0240641711229947
"64",0.0240641711229947
"65",0.0151515151515152
"66",0.0240641711229947
"67",0.0240641711229947
"68",0.0240641711229947
"69",0.0240641711229947
"70",0.0240641711229947
