nodes_id	degree	modularity
BACasv1	89	4
BACasv2	110	5
BACasv3	106	5
BACasv4	108	5
BACasv5	76	4
BACasv6	87	4
BACasv8	99	5
BACasv9	101	5
BACasv10	87	4
BACasv11	83	4
BACasv13	84	4
BACasv16	90	4
BACasv17	86	4
BACasv18	15	2
BACasv19	83	4
BACasv21	102	5
BACasv22	101	5
BACasv25	83	4
BACasv26	8	4
BACasv27	86	4
BACasv28	91	4
BACasv29	94	5
BACasv30	99	5
BACasv31	80	4
BACasv32	74	4
BACasv33	94	5
BACasv36	107	5
BACasv37	26	5
BACasv39	106	5
BACasv41	92	4
BACasv42	104	5
BACasv43	114	5
BACasv44	92	4
BACasv46	101	5
BACasv47	50	4
BACasv49	23	4
BACasv54	80	4
BACasv55	60	5
BACasv59	116	5
BACasv66	85	4
BACasv67	56	5
BACasv70	52	4
BACasv73	71	5
BACasv88	75	5
BACasv89	71	5
BACasv91	39	5
BACasv92	102	5
BACasv96	81	4
BACasv102	91	4
BACasv103	80	4
BACasv110	82	4
BACasv114	24	5
BACasv120	5	5
BACasv124	79	4
BACasv125	106	5
BACasv129	38	5
BACasv131	70	5
BACasv132	116	5
BACasv134	6	4
BACasv139	70	4
BACasv141	113	5
BACasv142	87	4
BACasv145	105	5
BACasv152	65	5
BACasv156	110	5
BACasv157	27	4
BACasv160	2	4
BACasv167	7	4
BACasv176	102	5
BACasv178	9	2
BACasv181	116	5
BACasv182	3	2
BACasv186	91	4
BACasv187	109	5
BACasv192	8	4
BACasv193	90	4
BACasv194	9	4
BACasv199	91	4
BACasv206	114	5
BACasv209	90	4
BACasv211	3	2
BACasv219	91	4
BACasv221	14	3
BACasv231	8	4
BACasv234	75	5
BACasv235	41	4
BACasv236	71	5
BACasv237	90	4
BACasv241	23	1
BACasv242	7	3
BACasv253	117	5
BACasv254	68	5
BACasv265	60	5
BACasv270	3	5
BACasv284	75	5
BACasv287	7	3
BACasv288	79	4
BACasv293	91	4
BACasv296	95	4
BACasv301	114	5
BACasv311	117	5
BACasv315	97	4
BACasv323	91	4
BACasv324	101	5
BACasv331	11	2
BACasv343	91	4
BACasv348	93	4
BACasv351	93	4
BACasv352	28	4
BACasv355	23	1
BACasv359	23	1
BACasv366	95	4
BACasv387	93	4
BACasv388	48	5
BACasv393	90	4
BACasv397	90	4
BACasv399	75	5
BACasv408	60	5
BACasv410	25	2
BACasv411	92	4
BACasv417	97	4
BACasv422	60	5
BACasv430	65	5
BACasv439	91	4
BACasv440	95	4
BACasv442	65	5
BACasv449	91	4
BACasv450	93	4
BACasv459	91	4
BACasv467	117	5
BACasv484	90	4
BACasv493	4	3
BACasv495	114	5
BACasv511	11	4
BACasv521	44	4
BACasv528	64	4
BACasv529	91	4
BACasv530	93	4
BACasv533	3	2
BACasv536	75	5
BACasv547	71	5
BACasv548	114	5
BACasv577	91	4
BACasv608	46	4
BACasv612	75	5
BACasv621	75	5
BACasv636	75	5
BACasv650	96	4
BACasv726	14	5
BACasv727	75	5
BACasv728	75	5
BACasv729	43	4
BACasv749	93	4
BACasv796	23	1
BACasv833	23	1
BACasv834	23	1
BACasv869	23	1
BACasv900	23	1
BACasv933	75	5
BACasv970	23	1
BACasv971	23	1
BACasv972	23	1
BACasv995	23	1
BACasv1018	23	1
