nodes_id	degree	modularity
BACasv1	45	1
BACasv2	47	3
BACasv3	44	3
BACasv4	46	3
BACasv5	26	1
BACasv6	46	3
BACasv8	48	3
BACasv9	50	3
BACasv10	40	3
BACasv11	42	1
BACasv12	45	1
BACasv13	37	1
BACasv17	50	3
BACasv18	17	1
BACasv19	41	3
BACasv21	55	1
BACasv22	48	1
BACasv25	40	3
BACasv26	4	1
BACasv27	50	1
BACasv28	45	3
BACasv29	41	3
BACasv30	42	3
BACasv31	35	1
BACasv32	30	1
BACasv33	41	3
BACasv36	45	3
BACasv37	11	3
BACasv39	43	3
BACasv42	46	1
BACasv46	50	3
BACasv47	19	1
BACasv54	41	1
BACasv66	40	3
BACasv67	29	3
BACasv70	15	3
BACasv73	36	3
BACasv89	36	3
BACasv90	47	3
BACasv91	12	3
BACasv92	46	3
BACasv96	33	3
BACasv100	26	1
BACasv101	44	3
BACasv103	32	3
BACasv110	32	3
BACasv114	5	3
BACasv123	18	1
BACasv125	45	3
BACasv128	53	1
BACasv129	19	3
BACasv142	41	3
BACasv145	48	3
BACasv148	48	1
BACasv157	7	3
BACasv160	1	1
BACasv161	26	1
BACasv173	47	3
BACasv176	55	1
BACasv187	52	1
BACasv207	47	3
BACasv208	11	2
BACasv211	5	1
BACasv213	26	1
BACasv221	12	3
BACasv242	6	3
BACasv271	11	2
BACasv287	5	3
BACasv300	3	2
BACasv302	12	2
BACasv306	11	2
BACasv324	46	3
BACasv367	28	1
BACasv374	7	1
BACasv388	32	3
BACasv389	11	2
BACasv428	20	1
BACasv489	11	2
BACasv562	51	3
BACasv637	15	1
BACasv672	3	1
BACasv673	12	2
BACasv750	11	2
BACasv835	11	2
BACasv872	11	2
BACasv890	12	2
BACasv997	11	2
