nodes_id	degree	modularity
BACasv1	98	2
BACasv2	98	2
BACasv3	95	2
BACasv4	95	2
BACasv5	92	2
BACasv6	89	2
BACasv8	87	2
BACasv9	87	2
BACasv10	100	2
BACasv11	104	2
BACasv12	89	2
BACasv13	88	2
BACasv15	6	2
BACasv16	94	2
BACasv17	90	2
BACasv18	17	2
BACasv19	102	2
BACasv21	94	2
BACasv22	90	2
BACasv25	99	2
BACasv26	41	1
BACasv27	89	2
BACasv28	93	2
BACasv29	83	2
BACasv30	88	2
BACasv31	87	2
BACasv32	109	1
BACasv33	83	2
BACasv36	96	2
BACasv37	12	2
BACasv39	95	2
BACasv41	109	2
BACasv42	94	2
BACasv43	101	2
BACasv44	92	2
BACasv46	87	2
BACasv47	56	2
BACasv49	44	1
BACasv54	97	2
BACasv59	103	2
BACasv66	98	2
BACasv67	45	2
BACasv70	52	1
BACasv73	59	2
BACasv84	83	1
BACasv86	68	1
BACasv89	55	2
BACasv90	98	2
BACasv91	20	2
BACasv92	91	2
BACasv96	83	2
BACasv100	26	2
BACasv101	95	2
BACasv102	92	2
BACasv103	82	2
BACasv113	61	1
BACasv114	5	2
BACasv124	117	1
BACasv125	94	2
BACasv126	5	2
BACasv128	99	2
BACasv129	23	2
BACasv131	59	2
BACasv132	103	2
BACasv134	7	1
BACasv139	103	1
BACasv141	100	2
BACasv142	89	2
BACasv145	92	2
BACasv148	98	2
BACasv152	56	2
BACasv156	99	2
BACasv157	65	2
BACasv160	30	1
BACasv164	78	1
BACasv167	28	1
BACasv176	94	2
BACasv178	8	2
BACasv181	103	2
BACasv183	78	1
BACasv186	130	1
BACasv187	100	2
BACasv188	42	2
BACasv192	10	1
BACasv193	129	1
BACasv194	11	1
BACasv199	130	1
BACasv205	83	1
BACasv206	101	2
BACasv209	129	1
BACasv211	6	2
BACasv213	26	2
BACasv219	130	1
BACasv222	10	2
BACasv231	29	1
BACasv235	71	1
BACasv237	129	1
BACasv240	69	1
BACasv242	7	2
BACasv245	83	1
BACasv247	68	1
BACasv252	61	1
BACasv253	104	2
BACasv267	7	2
BACasv283	37	1
BACasv285	15	2
BACasv287	9	2
BACasv288	97	2
BACasv290	37	1
BACasv293	130	1
BACasv296	99	2
BACasv301	101	2
BACasv311	104	2
BACasv315	104	2
BACasv319	61	1
BACasv323	130	1
BACasv324	90	2
BACasv325	8	1
BACasv330	83	1
BACasv336	83	1
BACasv343	130	1
BACasv348	115	2
BACasv351	105	2
BACasv352	52	1
BACasv358	83	1
BACasv366	98	2
BACasv374	8	2
BACasv387	105	2
BACasv388	53	2
BACasv393	129	1
BACasv397	129	1
BACasv403	39	1
BACasv409	37	1
BACasv410	31	2
BACasv411	109	2
BACasv417	104	2
BACasv419	78	1
BACasv425	83	1
BACasv429	78	1
BACasv430	56	2
BACasv439	130	1
BACasv440	100	2
BACasv442	56	2
BACasv449	130	1
BACasv450	105	2
BACasv459	130	1
BACasv466	83	1
BACasv467	104	2
BACasv472	6	2
BACasv482	78	1
BACasv483	83	1
BACasv484	112	2
BACasv492	83	1
BACasv493	7	2
BACasv494	67	1
BACasv495	101	2
BACasv511	11	1
BACasv517	37	1
BACasv521	61	1
BACasv528	72	2
BACasv529	130	1
BACasv530	105	2
BACasv532	37	1
BACasv539	78	1
BACasv546	83	1
BACasv548	101	2
BACasv560	83	1
BACasv562	91	2
BACasv575	61	1
BACasv576	83	1
BACasv577	130	1
BACasv587	78	1
BACasv605	37	1
BACasv608	74	1
BACasv609	37	1
BACasv611	37	1
BACasv633	83	1
BACasv635	37	1
BACasv637	11	2
BACasv645	83	1
BACasv649	69	1
BACasv650	101	2
BACasv669	7	1
BACasv672	4	2
BACasv682	37	1
BACasv686	14	2
BACasv729	43	1
BACasv749	105	2
BACasv770	83	1
BACasv773	69	1
BACasv775	8	2
BACasv792	37	1
BACasv793	69	1
BACasv823	83	1
BACasv824	37	1
BACasv830	37	1
BACasv831	37	1
BACasv898	37	1
BACasv928	37	1
BACasv929	37	1
BACasv931	37	1
BACasv966	37	1
BACasv969	39	1
