nodes_id	degree	modularity
BACasv1	96	3
BACasv2	99	3
BACasv3	96	3
BACasv4	97	3
BACasv5	92	3
BACasv6	99	3
BACasv8	89	3
BACasv9	89	3
BACasv10	108	3
BACasv11	102	3
BACasv12	90	3
BACasv13	88	3
BACasv15	6	3
BACasv16	96	3
BACasv17	96	3
BACasv18	19	3
BACasv19	99	3
BACasv21	93	3
BACasv22	92	3
BACasv25	105	3
BACasv26	42	2
BACasv27	99	3
BACasv28	97	3
BACasv29	84	3
BACasv30	89	3
BACasv31	85	3
BACasv32	108	2
BACasv33	84	3
BACasv36	97	3
BACasv37	14	3
BACasv39	96	3
BACasv41	117	3
BACasv42	95	3
BACasv43	103	3
BACasv44	97	3
BACasv46	89	3
BACasv47	55	2
BACasv49	44	2
BACasv54	105	3
BACasv59	105	3
BACasv66	106	3
BACasv67	44	3
BACasv70	53	2
BACasv73	61	3
BACasv84	64	2
BACasv86	66	2
BACasv89	59	3
BACasv90	98	3
BACasv91	24	3
BACasv92	92	3
BACasv96	82	3
BACasv101	96	3
BACasv102	102	3
BACasv103	85	3
BACasv110	97	3
BACasv113	86	2
BACasv114	7	3
BACasv123	19	3
BACasv124	116	2
BACasv125	96	3
BACasv126	8	3
BACasv128	99	3
BACasv129	26	3
BACasv131	60	3
BACasv132	105	3
BACasv134	8	2
BACasv139	104	2
BACasv141	102	3
BACasv142	92	3
BACasv145	93	3
BACasv148	97	3
BACasv156	101	3
BACasv157	66	3
BACasv160	30	2
BACasv164	77	2
BACasv167	28	2
BACasv169	17	3
BACasv176	93	3
BACasv178	11	3
BACasv181	105	3
BACasv182	4	3
BACasv183	77	2
BACasv186	131	2
BACasv187	100	3
BACasv188	42	3
BACasv192	10	2
BACasv193	130	2
BACasv194	12	2
BACasv199	131	2
BACasv205	64	2
BACasv206	103	3
BACasv209	130	2
BACasv211	6	3
BACasv219	131	2
BACasv222	10	3
BACasv231	29	2
BACasv235	72	2
BACasv236	65	3
BACasv237	130	2
BACasv240	72	2
BACasv242	9	3
BACasv245	64	2
BACasv247	66	2
BACasv252	86	2
BACasv253	106	3
BACasv254	58	3
BACasv267	7	3
BACasv285	15	3
BACasv287	11	3
BACasv288	95	3
BACasv293	131	2
BACasv296	99	3
BACasv300	28	1
BACasv301	103	3
BACasv302	3	1
BACasv309	5	3
BACasv311	106	3
BACasv315	102	3
BACasv317	31	1
BACasv319	86	2
BACasv323	131	2
BACasv324	91	3
BACasv325	8	2
BACasv330	64	2
BACasv331	13	3
BACasv336	64	2
BACasv343	131	2
BACasv348	112	3
BACasv351	104	3
BACasv352	52	2
BACasv358	64	2
BACasv362	31	1
BACasv366	101	3
BACasv385	2	2
BACasv387	104	3
BACasv388	48	3
BACasv391	31	1
BACasv393	130	2
BACasv397	130	2
BACasv398	31	1
BACasv408	55	3
BACasv410	28	3
BACasv411	117	3
BACasv417	102	3
BACasv419	77	2
BACasv425	64	2
BACasv428	20	3
BACasv429	77	2
BACasv438	31	1
BACasv439	131	2
BACasv440	98	3
BACasv441	17	3
BACasv449	131	2
BACasv450	104	3
BACasv455	44	1
BACasv459	131	2
BACasv466	64	2
BACasv467	106	3
BACasv470	31	1
BACasv472	6	3
BACasv482	77	2
BACasv483	64	2
BACasv484	109	3
BACasv492	64	2
BACasv493	9	3
BACasv494	68	2
BACasv495	103	3
BACasv511	12	2
BACasv521	61	2
BACasv528	69	3
BACasv529	131	2
BACasv530	104	3
BACasv533	4	3
BACasv539	77	2
BACasv546	64	2
BACasv547	65	3
BACasv548	103	3
BACasv560	64	2
BACasv562	89	3
BACasv575	86	2
BACasv576	64	2
BACasv577	131	2
BACasv578	31	1
BACasv587	77	2
BACasv606	31	1
BACasv607	31	1
BACasv608	74	2
BACasv614	31	1
BACasv622	31	1
BACasv633	64	2
BACasv634	31	1
BACasv645	64	2
BACasv649	72	2
BACasv650	111	3
BACasv669	9	2
BACasv673	3	1
BACasv688	17	3
BACasv712	31	1
BACasv725	31	1
BACasv729	43	2
BACasv749	104	3
BACasv770	64	2
BACasv773	72	2
BACasv774	31	1
BACasv775	10	3
BACasv793	72	2
BACasv794	31	1
BACasv823	64	2
BACasv865	31	1
BACasv866	31	1
BACasv867	31	1
BACasv890	3	1
BACasv897	31	1
BACasv925	31	1
BACasv926	31	1
BACasv927	2	2
BACasv962	5	3
BACasv963	31	1
BACasv964	31	1
BACasv965	31	1
BACasv993	44	1
