nodes_id	within_module_connectivities	among_module_connectivities	degree	modularity
BACasv1	0.566783805492228	0.341796875	96	3
BACasv10	0.463732204493641	0.456104252400549	108	3
BACasv101	0.738536473823206	0.277777777777778	96	3
BACasv102	0.772887007489402	0.334294502114571	102	3
BACasv103	0.0171752668330978	0.424636678200692	85	3
BACasv11	0.326330069828859	0.444444444444444	102	3
BACasv110	0.0171752668330978	0.476564990966096	97	3
BACasv113	0.490385293081441	0.444294213088156	86	2
BACasv114	-1.76905248380908	0	7	3
BACasv12	0.63548487282462	0.247160493827161	90	3
BACasv123	-1.35684607981473	0	19	3
BACasv124	0.435402699614734	0.5	116	2
BACasv125	0.738536473823206	0.277777777777778	96	3
BACasv126	-1.73470195014288	0	8	3
BACasv128	0.704185940157011	0.322416079991838	99	3
BACasv129	-1.11639234415136	0	26	3
BACasv13	0.0858763341654891	0.425361570247934	88	3
BACasv131	0.0515258004992935	0	60	3
BACasv132	0.978990209486576	0.284081632653061	105	3
BACasv134	-2.42369216065403	0.375	8	2
BACasv139	0.435402699614734	0.493343195266272	104	2
BACasv141	0.875938608487989	0.290657439446367	102	3
BACasv142	0.360680603495054	0.375	92	3
BACasv145	0.807237541155598	0.208579026477049	93	3
BACasv148	0.669835406490815	0.315017536401318	97	3
BACasv15	-1.80340301747527	0	6	3
BACasv156	0.94463967582038	0.252916380746986	101	3
BACasv157	-1.52859874814571	0.33425160697888	66	3
BACasv16	0.463732204493641	0.375	96	3
BACasv160	-1.10410991745306	0	30	2
BACasv164	0.380420106148027	0.384550514420644	77	2
BACasv167	-1.21407510438648	0	28	2
BACasv169	-1.49424821447951	0.207612456747405	17	3
BACasv17	0.63548487282462	0.324869791666667	96	3
BACasv176	0.910289142154185	0.157243611978263	93	3
BACasv178	-1.70035141647668	0.297520661157025	11	3
BACasv18	-1.35684607981473	0	19	3
BACasv181	0.978990209486576	0.284081632653061	105	3
BACasv182	-1.87210408480766	0	4	3
BACasv183	0.380420106148027	0.384550514420644	77	2
BACasv186	0.600350480014855	0.497639997669133	131	2
BACasv187	0.772887007489402	0.3078	100	3
BACasv188	-1.76905248380908	0.277777777777778	42	3
BACasv19	0.360680603495054	0.422405876951331	99	3
BACasv192	-2.2037617867872	0	10	2
BACasv193	0.545367886548148	0.497041420118343	130	2
BACasv194	-2.31372697372062	0.444444444444444	12	2
BACasv199	0.600350480014855	0.497639997669133	131	2
BACasv2	0.772887007489402	0.297520661157025	99	3
BACasv205	0.655333073481562	0.060546875	64	2
BACasv206	0.94463967582038	0.27561504383071	103	3
BACasv209	0.545367886548148	0.497041420118343	130	2
BACasv21	0.910289142154185	0.157243611978263	93	3
BACasv211	-1.80340301747527	0	6	3
BACasv219	0.600350480014855	0.497639997669133	131	2
BACasv22	0.669835406490815	0.258034026465028	92	3
BACasv222	-1.66600088281049	0	10	3
BACasv231	-1.21407510438648	0.0665873959571938	29	2
BACasv235	0.490385293081441	0.295910493827161	72	2
BACasv236	0.223278468830272	0	65	3
BACasv237	0.545367886548148	0.497041420118343	130	2
BACasv240	0.215472325747906	0.387345679012346	72	2
BACasv242	-1.70035141647668	0	9	3
BACasv245	0.655333073481562	0.060546875	64	2
BACasv247	-0.114423235052336	0.396694214876033	66	2
BACasv25	0.39503113716125	0.456417233560091	105	3
BACasv252	0.490385293081441	0.444294213088156	86	2
BACasv253	0.94463967582038	0.306158775364899	106	3
BACasv254	-0.0171752668330978	0	58	3
BACasv26	-0.609266576252699	0.13265306122449	42	2
BACasv267	-1.76905248380908	0	7	3
BACasv27	0.669835406490815	0.342005917763494	99	3
BACasv28	0.669835406490815	0.315017536401318	97	3
BACasv285	-1.49424821447951	0	15	3
BACasv287	-1.63165034914429	0	11	3
BACasv288	0.120226867831685	0.453407202216066	95	3
BACasv29	0.63548487282462	0.152777777777778	84	3
BACasv293	0.600350480014855	0.497639997669133	131	2
BACasv296	0.566783805492228	0.367309458218549	99	3
BACasv3	0.63548487282462	0.317491319444444	96	3
BACasv30	0.63548487282462	0.233303875773261	89	3
BACasv300	0.465367163823691	0	28	1
BACasv301	0.94463967582038	0.27561504383071	103	3
BACasv302	-3.00251314351631	0	3	1
BACasv309	-1.83775355114147	0	5	3
BACasv31	-0.0171752668330978	0.433494809688581	85	3
BACasv311	0.910289142154185	0.317728729085084	106	3
BACasv315	0.63548487282462	0.370049980776624	102	3
BACasv317	0.326651951530091	0.224765868886576	31	1
BACasv319	0.490385293081441	0.444294213088156	86	2
BACasv32	0.545367886548148	0.493827160493827	108	2
BACasv323	0.600350480014855	0.497639997669133	131	2
BACasv324	0.738536473823206	0.212534718029224	91	3
BACasv325	-2.31372697372062	0	8	2
BACasv33	0.63548487282462	0.152777777777778	84	3
BACasv330	0.655333073481562	0.060546875	64	2
BACasv331	-1.5972998154781	0.142011834319527	13	3
BACasv336	0.655333073481562	0.060546875	64	2
BACasv343	0.600350480014855	0.497639997669133	131	2
BACasv348	0.669835406490815	0.422831632653061	112	3
BACasv351	0.463732204493641	0.42603550295858	104	3
BACasv352	0.0505245453477848	0.0377218934911243	52	2
BACasv358	0.655333073481562	0.060546875	64	2
BACasv36	0.772887007489402	0.275480922520991	97	3
BACasv362	0.326651951530091	0.224765868886576	31	1
BACasv366	0.63548487282462	0.362317419860798	101	3
BACasv37	-1.52859874814571	0	14	3
BACasv385	-2.64362253452086	0	2	2
BACasv387	0.463732204493641	0.42603550295858	104	3
BACasv388	-0.360680603495054	0	48	3
BACasv39	0.704185940157011	0.291449652777778	96	3
BACasv391	0.326651951530091	0.224765868886576	31	1
BACasv393	0.545367886548148	0.497041420118343	130	2
BACasv397	0.545367886548148	0.497041420118343	130	2
BACasv398	0.326651951530091	0.224765868886576	31	1
BACasv4	0.738536473823206	0.289084918694867	97	3
BACasv408	-0.15457740149788	0.035702479338843	55	3
BACasv41	0.772887007489402	0.435970487252539	117	3
BACasv410	-1.04769127681897	0	28	3
BACasv411	0.772887007489402	0.435970487252539	117	3
BACasv417	0.63548487282462	0.370049980776624	102	3
BACasv419	0.380420106148027	0.384550514420644	77	2
BACasv42	0.566783805492228	0.332409972299169	95	3
BACasv425	0.655333073481562	0.060546875	64	2
BACasv428	-1.32249554614853	0	20	3
BACasv429	0.380420106148027	0.384550514420644	77	2
BACasv43	0.94463967582038	0.27561504383071	103	3
BACasv438	0.326651951530091	0.224765868886576	31	1
BACasv439	0.600350480014855	0.497639997669133	131	2
BACasv44	0.566783805492228	0.350728026357743	97	3
BACasv440	0.498082738159837	0.380049979175344	98	3
BACasv441	-1.49424821447951	0.207612456747405	17	3
BACasv449	0.600350480014855	0.497639997669133	131	2
BACasv450	0.463732204493641	0.42603550295858	104	3
BACasv455	0.18793673923649	0.541322314049587	44	1
BACasv459	0.600350480014855	0.497639997669133	131	2
BACasv46	0.875938608487989	0.106047216260573	89	3
BACasv466	0.655333073481562	0.060546875	64	2
BACasv467	0.910289142154185	0.317728729085084	106	3
BACasv47	-1.48898807172001	0.486611570247934	55	2
