nodes_id	within_module_connectivities	among_module_connectivities	degree	modularity
ProASV102	0.390212176484155	0.297520661157025	11	1
ProASV103	0.390212176484155	0.297520661157025	11	1
ProASV106	-0.540061724867322	0.444444444444444	12	2
ProASV116	0.866025403784439	0	2	3
ProASV12	1.62018517460197	0.21875	8	2
ProASV121	0	0	1	5
ProASV15	1.62018517460197	0	7	2
ProASV152	0.390212176484155	0.297520661157025	11	1
ProASV154	0.390212176484155	0.297520661157025	11	1
ProASV157	0.390212176484155	0.297520661157025	11	1
ProASV158	0.390212176484155	0.297520661157025	11	1
ProASV172	0.987007269930511	0	11	1
ProASV190	-0.540061724867322	0	4	2
ProASV206	-1.69857065057809	0	2	1
ProASV21	0.390212176484155	0.297520661157025	11	1
ProASV211	-0.866025403784439	0	1	3
ProASV217	-0.540061724867322	0	4	2
ProASV22	-0.540061724867322	0.444444444444444	12	2
ProASV228	0.866025403784439	0	2	3
ProASV241	0	0	1	4
ProASV246	0	0	1	4
ProASV253	-0.540061724867322	0	4	2
ProASV3	-0.540061724867322	0	4	2
ProASV32	0	0	1	5
ProASV42	-0.866025403784439	0.5	2	3
ProASV44	0.390212176484155	0.297520661157025	11	1
ProASV51	-1.40017310385491	0	3	1
ProASV65	-1.99696819730127	0	1	1
ProASV73	0.987007269930511	0	11	1
