nodes_id	degree	modularity
ProASV32	1	4
ProASV42	3	1
ProASV51	1	6
ProASV55	6	3
ProASV57	6	3
ProASV63	2	4
ProASV65	1	6
ProASV67	9	1
ProASV75	6	3
ProASV95	1	7
ProASV116	2	1
ProASV121	3	4
ProASV129	6	2
ProASV133	6	2
ProASV134	6	3
ProASV148	6	2
ProASV162	2	4
ProASV170	6	3
ProASV171	1	7
ProASV182	6	2
ProASV190	4	2
ProASV203	3	1
ProASV207	6	3
ProASV211	1	1
ProASV214	6	3
ProASV217	4	2
ProASV228	4	1
ProASV229	1	8
ProASV241	1	5
ProASV246	1	5
ProASV247	8	2
ProASV248	9	2
ProASV249	1	8
ProASV253	5	2
