nodes_id	degree	modularity
ProASV10	11	2
ProASV32	1	3
ProASV43	1	7
ProASV51	1	8
ProASV61	1	7
ProASV63	2	3
ProASV65	1	8
ProASV67	7	1
ProASV92	11	2
ProASV95	1	6
ProASV104	11	2
ProASV116	1	5
ProASV121	3	3
ProASV127	11	2
ProASV129	12	2
ProASV133	12	2
ProASV140	11	2
ProASV148	12	2
ProASV162	2	3
ProASV171	1	6
ProASV182	12	2
ProASV190	4	1
ProASV196	7	2
ProASV202	11	2
ProASV203	1	1
ProASV211	1	5
ProASV217	4	1
ProASV227	7	2
ProASV241	1	4
ProASV246	1	4
ProASV247	8	1
ProASV248	9	1
ProASV253	5	1
