nodes_id	degree	modularity
ProASV8	3	3
ProASV12	6	2
ProASV14	7	1
ProASV15	5	2
ProASV32	1	6
ProASV42	4	3
ProASV51	3	1
ProASV65	1	1
ProASV73	3	1
ProASV74	2	4
ProASV84	2	4
ProASV121	1	6
ProASV151	7	1
ProASV167	7	1
ProASV169	7	1
ProASV172	3	1
ProASV189	7	1
ProASV190	6	2
ProASV196	1	7
ProASV198	7	1
ProASV200	3	3
ProASV206	9	1
ProASV217	6	2
ProASV227	1	7
ProASV228	3	3
ProASV229	3	4
ProASV230	7	1
ProASV241	1	5
ProASV246	1	5
ProASV247	4	2
ProASV248	6	2
ProASV249	1	4
ProASV253	6	2
