"","Proportion.removed","remain.mean","remain.sd","remain.se","weighted","biota","treat"
"1",0.05,0.475416666666667,0.0419163395037804,0.00419163395037804,"weighted","soil micro-food web","arable"
"2",0.1,0.46125,0.0530544978476196,0.00530544978476196,"weighted","soil micro-food web","arable"
"3",0.15,0.3975,0.0779894306344432,0.00779894306344432,"weighted","soil micro-food web","arable"
"4",0.2,0.38125,0.0810666042967818,0.00810666042967818,"weighted","soil micro-food web","arable"
"5",0.25,0.340416666666667,0.0772290800675549,0.00772290800675549,"weighted","soil micro-food web","arable"
"6",0.3,0.33125,0.0838316330797989,0.00838316330797989,"weighted","soil micro-food web","arable"
"7",0.35,0.302916666666667,0.0789803762440382,0.00789803762440382,"weighted","soil micro-food web","arable"
"8",0.4,0.240833333333333,0.0922388022092472,0.00922388022092472,"weighted","soil micro-food web","arable"
"9",0.45,0.232916666666667,0.0799162633449901,0.00799162633449901,"weighted","soil micro-food web","arable"
"10",0.5,0.19125,0.0812222066768905,0.00812222066768905,"weighted","soil micro-food web","arable"
"11",0.55,0.187916666666667,0.0655458711388029,0.00655458711388029,"weighted","soil micro-food web","arable"
"12",0.6,0.14875,0.0711298014421428,0.00711298014421428,"weighted","soil micro-food web","arable"
"13",0.65,0.10375,0.0636455069990587,0.00636455069990587,"weighted","soil micro-food web","arable"
"14",0.7,0.08,0.0625855194935744,0.00625855194935744,"weighted","soil micro-food web","arable"
"15",0.75,0.0495833333333333,0.0468924163305259,0.00468924163305259,"weighted","soil micro-food web","arable"
"16",0.8,0.0416666666666667,0.0443180019565259,0.00443180019565259,"weighted","soil micro-food web","arable"
"17",0.85,0.0204166666666667,0.0362637604982852,0.00362637604982852,"weighted","soil micro-food web","arable"
"18",0.9,0.00666666666666667,0.0227216603620242,0.00227216603620242,"weighted","soil micro-food web","arable"
"19",0.95,0,0,0,"weighted","soil micro-food web","arable"
"20",1,0,0,0,"weighted","soil micro-food web","arable"
"21",0.05,0.47375,0.0429740185908836,0.00429740185908836,"unweighted","soil micro-food web","arable"
"22",0.1,0.44625,0.0543734720878769,0.00543734720878769,"unweighted","soil micro-food web","arable"
"23",0.15,0.407916666666667,0.066290764727943,0.0066290764727943,"unweighted","soil micro-food web","arable"
"24",0.2,0.377083333333333,0.0740576318030953,0.00740576318030953,"unweighted","soil micro-food web","arable"
"25",0.25,0.342083333333333,0.0875,0.00875,"unweighted","soil micro-food web","arable"
"26",0.3,0.311666666666667,0.0846859915908007,0.00846859915908007,"unweighted","soil micro-food web","arable"
"27",0.35,0.3,0.0860255358429082,0.00860255358429082,"unweighted","soil micro-food web","arable"
"28",0.4,0.24,0.0917699143059269,0.00917699143059269,"unweighted","soil micro-food web","arable"
"29",0.45,0.215,0.0773799348732451,0.00773799348732451,"unweighted","soil micro-food web","arable"
"30",0.5,0.199166666666667,0.0823979489899799,0.00823979489899799,"unweighted","soil micro-food web","arable"
"31",0.55,0.16875,0.0733438066442148,0.00733438066442148,"unweighted","soil micro-food web","arable"
"32",0.6,0.1625,0.0920332431522319,0.00920332431522319,"unweighted","soil micro-food web","arable"
"33",0.65,0.102916666666667,0.0652670311377448,0.00652670311377448,"unweighted","soil micro-food web","arable"
"34",0.7,0.0704166666666667,0.0545023269924045,0.00545023269924045,"unweighted","soil micro-food web","arable"
"35",0.75,0.0658333333333333,0.0571672777303384,0.00571672777303384,"unweighted","soil micro-food web","arable"
"36",0.8,0.0470833333333333,0.0494267787077321,0.00494267787077321,"unweighted","soil micro-food web","arable"
"37",0.85,0.0279166666666667,0.0401906057725947,0.00401906057725947,"unweighted","soil micro-food web","arable"
"38",0.9,0.00916666666666667,0.0262055031446017,0.00262055031446017,"unweighted","soil micro-food web","arable"
"39",0.95,0,0,0,"unweighted","soil micro-food web","arable"
"40",1,0,0,0,"unweighted","soil micro-food web","arable"
