"","x"
"1",-0.00445922032722518
"2",-0.00445922032722518
"3",-0.0107732646666314
"4",-0.0107732646666314
"5",-0.00656390177369386
"6",-0.0102470943050142
"7",-0.0107732646666314
"8",-0.0107732646666314
"9",-0.00445922032722518
"10",-0.00445922032722518
"11",-0.0102470943050142
"12",-0.00445922032722518
"13",-0.0107732646666314
"14",-0.0102470943050142
"15",-0.0107732646666314
"16",-0.00656390177369386
"17",-0.00656390177369386
"18",-0.0102470943050142
"19",-0.00656390177369386
"20",-0.0102470943050142
"21",0.0192184459455487
"22",-0.0107732646666314
"23",-0.0102470943050142
"24",-0.0107732646666314
"25",-0.0107732646666314
"26",-0.00445922032722518
"27",-0.0107732646666314
"28",0.0192184459455487
"29",-0.0102470943050142
"30",-0.0102470943050142
"31",-0.00445922032722518
"32",-0.00445922032722518
"33",-0.00445922032722518
"34",-0.0107732646666314
"35",-0.0102470943050142
"36",-0.0107732646666314
"37",-0.0107732646666314
"38",0.0192184459455487
"39",-0.0102470943050142
"40",-0.00445922032722518
"41",-0.00656390177369386
"42",-0.00656390177369386
"43",-0.0107732646666314
"44",-0.0102470943050142
"45",-0.00866858322016264
"46",-0.0107732646666314
"47",-0.0102470943050142
"48",0.0192184459455487
"49",-0.0107732646666314
"50",-0.0102470943050142
"51",-0.0107732646666314
"52",-0.00445922032722518
"53",-0.00866858322016264
"54",0.0192184459455487
"55",0.0192184459455487
"56",-0.0107732646666314
"57",-0.0102470943050142
"58",0.0192184459455487
"59",-0.00656390177369386
"60",-0.0107732646666314
"61",0.0192184459455487
"62",-0.0107732646666314
"63",0.0192184459455487
"64",-0.0107732646666314
"65",0.0192184459455487
"66",0.0192184459455487
"67",-0.0102470943050142
"68",-0.0102470943050142
"69",-0.0107732646666314
"70",0.0192184459455487
"71",-0.0107732646666314
"72",-0.0107732646666314
"73",-0.0107732646666314
"74",-0.0107732646666314
"75",0.0192184459455487
"76",-0.00866858322016264
"77",-0.00656390177369386
"78",-0.0107732646666314
"79",-0.00866858322016264
"80",-0.0107732646666314
"81",-0.0107732646666314
"82",-0.0102470943050142
"83",-0.0102470943050142
"84",-0.0102470943050142
"85",0.0192184459455487
"86",-0.0107732646666314
"87",0.0192184459455487
"88",0.0192184459455487
"89",0.0192184459455487
"90",0.0192184459455487
"91",-0.00866858322016264
"92",-0.0107732646666314
"93",0.0192184459455487
"94",0.0192184459455487
"95",-0.00866858322016264
"96",0.0192184459455487
"97",0.0192184459455487
"98",0.0192184459455487
"99",0.0192184459455487
"100",0.0192184459455487
"101",0.0192184459455487
"102",0.0192184459455487
"103",0.0192184459455487
"104",0.0192184459455487
"105",0.0192184459455487
"106",0.0192184459455487
"107",0.0192184459455487
"108",0.0192184459455487
"109",0.0192184459455487
"110",0.0192184459455487
"111",-0.0107732646666314
"112",-0.0107732646666314
"113",-0.0107732646666314
"114",-0.0107732646666314
"115",-0.0107732646666314
"116",-0.0107732646666314
"117",-0.0102470943050142
"118",-0.0107732646666314
"119",0.0192184459455487
"120",-0.0107732646666314
"121",-0.0107732646666314
"122",-0.0107732646666314
"123",-0.0107732646666314
"124",-0.0107732646666314
"125",-0.0107732646666314
"126",-0.0107732646666314
"127",-0.0102470943050142
"128",-0.0102470943050142
"129",-0.0107732646666314
"130",-0.0107732646666314
"131",-0.0107732646666314
"132",-0.0107732646666314
"133",-0.00445922032722518
"134",0.0192184459455487
"135",-0.0107732646666314
"136",-0.00656390177369386
"137",-0.0102470943050142
"138",-0.00656390177369386
"139",-0.0107732646666314
"140",-0.0102470943050142
"141",0.0192184459455487
"142",0.0192184459455487
"143",0.0192184459455487
"144",-0.0107732646666314
"145",0.0192184459455487
"146",-0.0102470943050142
"147",0.0192184459455487
"148",0.0192184459455487
"149",-0.0107732646666314
"150",-0.0107732646666314
"151",0.0192184459455487
"152",0.0192184459455487
"153",0.0192184459455487
"154",0.0192184459455487
"155",0.0192184459455487
"156",0.0192184459455487
"157",0.0192184459455487
"158",0.0192184459455487
"159",0.0192184459455487
"160",-0.0107732646666314
"161",-0.0102470943050142
"162",-0.0102470943050142
"163",0.0192184459455487
"164",-0.0102470943050142
"165",-0.00445922032722518
"166",-0.00445922032722518
"167",0.0192184459455487
"168",0.0192184459455487
"169",0.0192184459455487
"170",-0.0102470943050142
"171",-0.0107732646666314
"172",0.0192184459455487
"173",-0.0107732646666314
"174",0.0192184459455487
"175",-0.0107732646666314
"176",-0.0102470943050142
"177",-0.0107732646666314
"178",0.0192184459455487
"179",-0.0107732646666314
