nodes_id	degree	modularity
BACasv1	62	2
BACasv4	255	4
BACasv6	77	2
BACasv7	248	4
BACasv10	113	4
BACasv14	60	2
BACasv16	56	3
BACasv17	58	2
BACasv19	54	2
BACasv21	288	4
BACasv25	278	4
BACasv26	265	4
BACasv27	266	4
BACasv29	207	3
BACasv32	60	2
BACasv33	246	3
BACasv35	109	4
BACasv40	67	2
BACasv41	297	4
BACasv44	311	4
BACasv45	51	2
BACasv46	48	3
BACasv47	47	2
BACasv51	65	2
BACasv52	175	4
BACasv53	108	4
BACasv54	54	2
BACasv57	258	4
BACasv58	56	2
BACasv60	54	2
BACasv63	294	4
BACasv64	66	2
BACasv67	72	2
BACasv68	47	2
BACasv70	68	2
BACasv72	257	4
BACasv74	59	2
BACasv79	269	4
BACasv81	64	2
BACasv82	312	4
BACasv83	312	4
BACasv84	59	2
BACasv85	249	4
BACasv88	138	4
BACasv91	69	3
BACasv98	293	4
BACasv101	61	2
BACasv104	278	4
BACasv107	263	4
BACasv108	247	4
BACasv109	309	3
BACasv116	71	2
BACasv119	255	4
BACasv122	55	2
BACasv125	246	4
BACasv126	31	4
BACasv131	311	4
BACasv132	344	4
BACasv133	271	4
BACasv136	51	2
BACasv137	192	3
BACasv141	75	4
BACasv142	133	4
BACasv143	53	2
BACasv147	273	4
BACasv149	71	2
BACasv152	174	3
BACasv155	62	2
BACasv157	134	3
BACasv159	51	2
BACasv162	39	2
BACasv164	60	2
BACasv166	317	4
BACasv167	44	2
BACasv168	56	3
BACasv169	324	4
BACasv171	266	4
BACasv177	57	2
BACasv179	67	2
BACasv180	52	3
BACasv181	158	3
BACasv183	74	4
BACasv184	55	2
BACasv185	63	2
BACasv186	12	2
BACasv191	63	2
BACasv197	54	2
BACasv199	56	4
BACasv202	263	4
BACasv203	102	4
BACasv204	47	2
BACasv206	123	3
BACasv208	63	2
BACasv209	305	4
BACasv210	262	4
BACasv211	59	2
BACasv214	31	3
BACasv216	318	4
BACasv217	53	3
BACasv220	253	4
BACasv224	323	4
BACasv225	344	4
BACasv226	49	3
BACasv227	58	2
BACasv228	309	3
BACasv229	168	4
BACasv232	51	2
BACasv233	65	2
BACasv235	75	4
BACasv239	62	2
BACasv241	66	3
BACasv242	164	4
BACasv244	44	3
BACasv245	45	2
BACasv246	313	4
BACasv248	341	4
BACasv249	59	3
BACasv250	51	2
BACasv254	322	3
BACasv256	67	2
BACasv257	40	3
BACasv258	59	2
BACasv259	56	2
BACasv262	256	4
BACasv263	348	4
BACasv272	49	2
BACasv273	53	2
BACasv274	348	4
BACasv275	323	4
BACasv277	43	2
BACasv278	59	2
BACasv279	263	4
BACasv280	273	4
BACasv282	324	4
BACasv283	64	2
BACasv287	123	4
BACasv288	50	2
BACasv289	278	4
BACasv290	80	4
BACasv293	129	4
BACasv294	24	2
BACasv302	77	2
BACasv303	317	4
BACasv307	35	2
BACasv310	53	2
BACasv312	174	4
BACasv313	278	4
BACasv315	240	3
BACasv320	106	4
BACasv327	263	4
BACasv328	93	3
BACasv333	256	4
BACasv334	243	4
BACasv335	63	2
BACasv337	12	2
BACasv339	273	4
BACasv340	12	3
BACasv341	42	2
BACasv342	288	4
BACasv343	323	4
BACasv344	81	1
BACasv345	199	3
BACasv346	221	3
BACasv347	36	2
BACasv349	268	4
BACasv350	59	2
BACasv352	62	2
BACasv353	273	4
BACasv354	71	2
BACasv355	66	2
BACasv360	138	4
BACasv362	68	2
BACasv364	109	4
BACasv369	54	2
BACasv370	44	3
BACasv371	199	3
BACasv375	263	4
BACasv376	293	4
BACasv377	146	4
BACasv378	326	4
BACasv380	47	3
BACasv383	62	2
BACasv386	22	3
BACasv387	41	2
BACasv390	64	2
BACasv391	341	4
BACasv392	318	4
BACasv393	254	4
BACasv395	25	3
BACasv400	138	4
BACasv402	60	2
BACasv404	262	4
BACasv406	43	3
BACasv407	47	2
BACasv408	15	2
BACasv414	266	4
BACasv415	48	4
BACasv416	229	3
BACasv417	180	3
BACasv418	278	4
BACasv419	146	1
BACasv420	63	3
BACasv422	60	2
BACasv424	25	3
BACasv432	67	4
BACasv433	174	3
BACasv434	103	3
BACasv435	44	2
BACasv436	63	2
BACasv437	69	2
BACasv443	104	4
BACasv445	266	4
BACasv446	85	3
BACasv452	138	4
BACasv453	268	4
BACasv456	68	1
BACasv457	347	4
BACasv458	344	4
BACasv464	344	4
BACasv465	130	4
BACasv468	286	4
BACasv472	244	4
BACasv473	104	1
BACasv474	146	1
BACasv475	146	4
BACasv478	45	2
BACasv479	66	3
BACasv485	270	4
BACasv489	177	3
BACasv491	52	2
BACasv499	348	4
BACasv503	174	3
BACasv504	104	1
BACasv508	261	4
BACasv509	133	4
BACasv510	278	4
BACasv513	43	3
BACasv515	56	4
BACasv518	266	4
BACasv519	104	1
BACasv520	104	1
BACasv521	218	3
BACasv527	31	3
BACasv528	63	2
BACasv530	218	3
BACasv531	58	4
BACasv534	261	4
BACasv535	65	2
BACasv538	174	3
BACasv539	218	3
BACasv542	74	3
BACasv545	34	3
BACasv551	266	4
BACasv552	139	4
