nodes_id	degree	modularity
BACasv1	66	1
BACasv4	327	2
BACasv6	136	1
BACasv7	267	2
BACasv10	123	2
BACasv14	70	1
BACasv16	49	1
BACasv17	71	1
BACasv21	245	2
BACasv25	252	2
BACasv26	244	2
BACasv27	246	2
BACasv29	150	2
BACasv32	64	1
BACasv33	167	2
BACasv35	147	2
BACasv40	65	1
BACasv41	243	2
BACasv44	243	2
BACasv45	52	1
BACasv46	57	1
BACasv47	33	1
BACasv52	258	1
BACasv53	148	2
BACasv54	64	1
BACasv57	252	2
BACasv63	240	2
BACasv64	83	1
BACasv68	42	1
BACasv70	73	1
BACasv72	231	2
BACasv74	57	1
BACasv79	243	2
BACasv81	61	1
BACasv82	233	2
BACasv83	245	2
BACasv84	64	1
BACasv85	331	2
BACasv86	30	1
BACasv88	201	1
BACasv91	49	1
BACasv98	249	2
BACasv101	63	1
BACasv104	281	2
BACasv107	347	2
BACasv108	246	2
BACasv109	237	2
BACasv110	49	2
BACasv116	64	1
BACasv118	58	1
BACasv119	271	2
BACasv125	268	2
BACasv131	232	2
BACasv132	269	2
BACasv133	265	2
BACasv137	119	2
BACasv138	54	1
BACasv142	130	2
BACasv143	43	1
BACasv147	347	2
BACasv149	74	1
BACasv150	39	1
BACasv155	65	1
BACasv157	83	2
BACasv159	63	1
BACasv162	49	1
BACasv164	56	1
BACasv165	58	1
BACasv166	273	2
BACasv167	63	1
BACasv168	55	2
BACasv169	245	2
BACasv170	40	2
BACasv171	284	2
BACasv172	52	1
BACasv177	56	1
BACasv179	64	1
BACasv185	55	1
BACasv186	15	1
BACasv191	74	1
BACasv196	67	1
BACasv197	61	1
BACasv199	132	1
BACasv202	347	2
BACasv203	123	2
BACasv204	57	1
BACasv206	73	2
BACasv208	74	1
BACasv209	250	2
BACasv210	329	2
BACasv211	68	1
BACasv214	34	1
BACasv216	262	2
BACasv217	56	1
BACasv220	335	2
BACasv224	263	2
BACasv225	269	2
BACasv226	43	1
BACasv227	51	1
BACasv228	237	2
BACasv229	228	1
BACasv231	79	1
BACasv233	73	1
BACasv234	87	1
BACasv235	80	2
BACasv239	73	1
BACasv241	54	1
BACasv243	55	1
BACasv244	42	1
BACasv245	50	1
BACasv246	266	2
BACasv248	265	2
BACasv249	48	1
BACasv254	245	2
BACasv256	67	1
BACasv257	37	2
BACasv258	54	1
BACasv259	52	1
BACasv262	324	2
BACasv263	267	2
BACasv264	58	1
BACasv266	128	1
BACasv272	59	1
BACasv273	60	1
BACasv274	267	2
BACasv275	263	2
BACasv277	51	1
BACasv278	55	1
BACasv279	347	2
BACasv280	347	2
BACasv281	172	1
BACasv282	245	2
BACasv283	56	1
BACasv284	128	1
BACasv286	56	1
BACasv287	122	2
BACasv289	352	2
BACasv290	95	1
BACasv293	139	2
BACasv294	30	1
BACasv302	78	1
BACasv303	273	2
BACasv307	38	1
BACasv310	60	1
BACasv312	166	2
BACasv313	352	2
BACasv314	172	1
BACasv320	172	1
BACasv326	251	1
BACasv327	347	2
BACasv330	66	2
BACasv331	101	1
BACasv332	251	1
BACasv333	258	2
BACasv334	261	2
