nodes_id	degree	modularity
BACasv1	94	1
BACasv2	149	2
BACasv3	145	1
BACasv4	188	2
BACasv6	99	1
BACasv7	194	2
BACasv8	252	3
BACasv10	58	2
BACasv11	145	1
BACasv12	252	3
BACasv13	145	1
BACasv14	94	1
BACasv15	149	3
BACasv16	104	1
BACasv17	100	1
BACasv20	252	3
BACasv21	107	2
BACasv22	252	3
BACasv23	145	1
BACasv25	194	2
BACasv26	122	2
BACasv27	190	2
BACasv28	252	3
BACasv29	150	2
BACasv30	252	3
BACasv31	145	1
BACasv33	155	2
BACasv35	125	2
BACasv36	145	1
BACasv37	145	1
BACasv38	145	1
BACasv39	148	2
BACasv40	102	1
BACasv44	195	2
BACasv45	92	1
BACasv46	24	3
BACasv47	14	1
BACasv48	145	1
BACasv49	145	1
BACasv50	191	2
BACasv53	120	1
BACasv54	96	1
BACasv56	60	2
BACasv58	98	1
BACasv60	96	1
BACasv61	252	3
BACasv65	145	1
BACasv66	149	3
BACasv67	116	1
BACasv69	252	3
BACasv71	252	3
BACasv72	109	2
BACasv73	145	1
BACasv75	149	3
BACasv76	252	3
BACasv77	252	3
BACasv78	145	1
BACasv80	145	1
BACasv82	123	2
BACasv84	100	1
BACasv86	16	2
BACasv87	107	1
BACasv89	145	1
BACasv90	136	2
BACasv92	145	1
BACasv93	252	3
BACasv94	115	2
BACasv96	145	1
BACasv97	149	3
BACasv99	145	1
BACasv100	145	1
BACasv101	93	1
BACasv102	122	2
BACasv105	145	1
BACasv106	145	1
BACasv110	117	1
BACasv112	12	1
BACasv114	145	1
BACasv118	106	1
BACasv120	145	1
BACasv121	68	2
BACasv123	110	1
BACasv124	145	1
BACasv126	31	2
BACasv128	123	2
BACasv129	252	3
BACasv134	149	3
BACasv139	145	1
BACasv140	145	1
BACasv141	49	2
BACasv143	16	1
BACasv146	252	3
BACasv148	252	3
BACasv153	145	1
BACasv154	252	3
BACasv156	145	1
BACasv157	114	1
BACasv161	149	3
BACasv173	145	2
BACasv176	145	1
BACasv178	149	3
BACasv181	37	2
BACasv182	145	1
BACasv183	44	2
BACasv186	14	3
BACasv187	145	1
BACasv192	106	2
BACasv194	145	1
BACasv195	145	1
BACasv200	149	3
BACasv207	252	3
BACasv212	145	1
BACasv213	145	1
BACasv215	149	3
BACasv221	145	1
BACasv222	149	3
BACasv223	149	3
BACasv231	7	1
BACasv234	9	2
BACasv238	149	3
BACasv240	149	3
BACasv242	148	2
BACasv247	116	3
BACasv251	252	3
BACasv253	149	3
BACasv260	149	3
BACasv267	252	3
BACasv268	145	1
BACasv270	149	3
BACasv285	145	1
BACasv287	50	2
BACasv288	103	1
BACasv293	62	2
BACasv295	19	1
BACasv300	149	3
BACasv305	145	1
BACasv306	149	3
BACasv309	62	2
BACasv316	145	2
BACasv317	123	2
BACasv323	149	3
BACasv324	145	1
BACasv325	149	3
BACasv331	24	2
BACasv351	149	3
BACasv352	96	1
BACasv366	9	2
BACasv372	149	3
BACasv373	149	3
BACasv374	252	3
BACasv379	149	3
BACasv389	252	3
BACasv397	149	3
BACasv398	149	3
BACasv404	110	2
BACasv408	7	3
BACasv411	149	3
BACasv412	149	3
BACasv413	252	3
BACasv428	149	3
BACasv429	116	3
BACasv430	149	3
BACasv440	145	1
BACasv442	145	1
BACasv449	149	3
BACasv450	252	3
BACasv455	20	1
BACasv472	195	2
BACasv490	119	3
BACasv493	149	3
BACasv496	149	3
BACasv511	149	3
BACasv512	149	3
BACasv514	145	1
BACasv522	145	1
BACasv540	149	3
BACasv541	149	3
BACasv542	14	3
BACasv543	18	2
BACasv548	149	3
BACasv549	149	3
BACasv556	149	3
BACasv562	252	3
BACasv569	149	3
BACasv580	60	2
BACasv581	145	1
BACasv596	149	3
BACasv597	145	1
BACasv610	149	3
BACasv614	67	2
BACasv622	149	3
BACasv637	16	2
BACasv645	149	3
BACasv646	149	3
BACasv647	149	3
BACasv665	149	3
BACasv672	145	1
BACasv673	149	3
BACasv683	149	3
BACasv690	149	3
BACasv709	149	3
BACasv712	149	3
BACasv723	149	3
BACasv726	149	3
BACasv742	149	3
BACasv769	149	3
BACasv770	46	3
BACasv788	149	3
BACasv789	149	3
BACasv792	7	3
BACasv793	149	3
BACasv796	149	3
BACasv824	149	3
BACasv859	149	3
BACasv890	145	1
BACasv918	149	3
BACasv919	149	3
BACasv920	149	3
BACasv957	149	3
BACasv958	149	3
BACasv987	149	3
BACasv988	149	3
BACasv1010	149	3
BACasv1028	149	3
FUNasv1	99	2
FUNasv2	17	1
FUNasv3	93	2
FUNasv4	68	2
FUNasv5	194	2
FUNasv6	71	2
FUNasv7	126	1
FUNasv8	193	2
FUNasv9	108	2
FUNasv10	118	2
FUNasv12	112	2
FUNasv14	151	2
FUNasv16	90	2
FUNasv17	123	1
FUNasv18	108	2
FUNasv20	105	2
FUNasv22	99	2
FUNasv23	20	3
FUNasv25	98	2
FUNasv26	105	2
FUNasv27	110	2
FUNasv30	89	2
FUNasv32	17	2
FUNasv33	109	2
FUNasv34	99	2
FUNasv37	107	1
FUNasv38	102	2
FUNasv39	64	2
FUNasv40	78	2
FUNasv43	112	2
FUNasv46	12	2
FUNasv47	50	2
FUNasv48	64	2
FUNasv50	110	2
FUNasv51	111	2
FUNasv52	12	2
FUNasv55	27	2
FUNasv58	103	2
FUNasv62	116	2
FUNasv63	107	2
FUNasv65	105	2
FUNasv66	110	2
FUNasv68	20	3
FUNasv70	92	2
FUNasv71	197	2
FUNasv74	66	2
FUNasv76	23	1
FUNasv77	21	3
FUNasv78	9	3
FUNasv79	11	2
FUNasv82	15	2
FUNasv85	104	2
FUNasv89	15	1
FUNasv90	41	2
FUNasv95	108	2
FUNasv96	23	2
FUNasv97	24	2
FUNasv99	183	2
FUNasv100	11	2
FUNasv101	70	2
FUNasv103	113	2
FUNasv104	101	2
FUNasv105	51	2
FUNasv114	149	2
FUNasv115	140	1
FUNasv116	96	2
FUNasv118	93	2
FUNasv124	111	2
FUNasv128	16	1
FUNasv129	123	2
FUNasv132	13	3
FUNasv135	111	2
FUNasv141	28	3
FUNasv142	190	2
FUNasv146	104	2
FUNasv152	106	2
FUNasv155	111	2
FUNasv162	132	2
FUNasv164	103	2
FUNasv166	12	2
FUNasv167	71	2
FUNasv168	106	2
FUNasv169	110	2
FUNasv170	17	3
FUNasv172	39	2
FUNasv175	104	2
FUNasv176	20	2
FUNasv177	50	2
FUNasv181	18	3
FUNasv186	103	1
FUNasv189	50	2
FUNasv191	106	2
FUNasv194	25	2
FUNasv200	53	2
FUNasv202	105	2
FUNasv203	102	2
FUNasv204	35	2
FUNasv206	67	2
FUNasv208	64	2
FUNasv209	12	2
FUNasv210	113	2
FUNasv214	103	2
FUNasv215	102	2
FUNasv216	58	2
FUNasv218	19	2
FUNasv220	17	1
FUNasv222	103	2
FUNasv223	192	2
FUNasv227	186	2
FUNasv229	110	2
FUNasv231	47	2
FUNasv234	116	2
FUNasv235	25	2
FUNasv236	40	2
FUNasv240	122	2
FUNasv241	48	2
FUNasv242	62	2
FUNasv245	31	2
FUNasv247	132	2
FUNasv253	8	2
FUNasv255	4	3
FUNasv259	21	2
FUNasv262	100	2
FUNasv264	11	3
FUNasv276	10	2
FUNasv278	6	2
FUNasv280	19	2
FUNasv284	119	3
FUNasv292	71	2
FUNasv293	142	2
FUNasv294	138	2
FUNasv295	106	2
FUNasv296	134	2
FUNasv306	119	3
FUNasv307	113	2
FUNasv314	156	2
FUNasv315	119	3
FUNasv317	252	3
FUNasv318	103	2
FUNasv320	118	2
FUNasv323	122	2
FUNasv324	17	2
FUNasv328	111	2
FUNasv337	43	2
FUNasv341	211	2
FUNasv343	123	2
FUNasv350	16	3
FUNasv356	221	2
FUNasv358	121	2
FUNasv362	108	1
FUNasv364	149	3
FUNasv372	47	2
FUNasv373	123	2
FUNasv374	50	2
FUNasv377	101	2
FUNasv379	117	1
FUNasv387	138	2
FUNasv398	121	1
FUNasv400	12	1
FUNasv403	149	3
FUNasv405	72	2
FUNasv411	221	2
FUNasv412	110	2
FUNasv420	49	2
FUNasv423	10	3
FUNasv444	116	1
FUNasv448	110	2
FUNasv452	22	2
FUNasv456	128	2
FUNasv462	252	3
FUNasv468	16	3
FUNasv472	29	2
FUNasv475	8	2
FUNasv482	133	3
FUNasv491	10	3
FUNasv493	13	3
FUNasv499	98	2
FUNasv501	149	3
FUNasv506	149	3
FUNasv521	107	1
FUNasv526	149	3
FUNasv527	149	3
FUNasv535	116	3
FUNasv549	115	3
FUNasv555	133	3
FUNasv563	149	3
FUNasv578	50	2
FUNasv581	12	1
FUNasv583	145	1
FUNasv598	149	3
FUNasv599	156	3
FUNasv611	14	3
FUNasv613	149	3
FUNasv614	149	3
FUNasv624	116	3
FUNasv630	149	3
FUNasv641	252	3
FUNasv664	149	3
FUNasv680	149	3
FUNasv681	149	3
FUNasv682	149	3
FUNasv697	149	3
FUNasv698	149	3
FUNasv699	149	3
FUNasv721	149	3
FUNasv722	133	3
FUNasv747	149	3
FUNasv748	149	3
FUNasv772	149	3
FUNasv773	149	3
FUNasv774	149	3
FUNasv787	149	3
ProASV1	72	2
ProASV3	252	3
ProASV4	115	3
ProASV8	156	3
ProASV9	149	3
ProASV12	221	2
ProASV15	218	2
ProASV16	104	2
ProASV22	145	1
ProASV29	12	1
ProASV31	26	2
ProASV32	13	3
ProASV35	20	3
ProASV42	31	2
ProASV45	18	1
ProASV52	24	2
ProASV56	10	2
ProASV62	13	1
ProASV63	13	3
ProASV66	24	3
ProASV72	8	3
ProASV76	149	3
ProASV80	149	3
ProASV81	149	3
ProASV90	69	2
ProASV93	10	2
ProASV95	19	3
ProASV101	60	2
ProASV106	145	1
ProASV113	19	1
ProASV116	14	3
ProASV124	106	1
ProASV131	74	2
ProASV138	103	2
ProASV144	96	1
ProASV149	119	3
ProASV160	149	3
ProASV171	26	2
ProASV176	149	3
ProASV193	163	2
ProASV199	58	2
ProASV200	156	3
ProASV208	11	2
ProASV212	11	3
ProASV217	112	2
ProASV220	122	2
ProASV231	5	2
ProASV233	82	2
ProASV234	12	2
ProASV237	149	3
ProASV241	14	2
ProASV243	5	3
ProASV246	10	3
ProASV248	125	1
ProASV253	99	2
