nodes_id	degree	modularity
FUNasv1	54	1
FUNasv5	70	3
FUNasv6	42	2
FUNasv7	21	3
FUNasv8	64	3
FUNasv9	67	2
FUNasv10	71	2
FUNasv12	66	2
FUNasv14	40	3
FUNasv16	53	1
FUNasv20	64	1
FUNasv22	70	1
FUNasv23	7	1
FUNasv25	57	1
FUNasv26	65	1
FUNasv27	66	1
FUNasv30	57	1
FUNasv33	62	2
FUNasv34	66	1
FUNasv38	62	2
FUNasv39	32	2
FUNasv43	66	2
FUNasv47	32	1
FUNasv48	37	2
FUNasv50	63	2
FUNasv51	66	2
FUNasv52	2	1
FUNasv55	14	1
FUNasv58	62	1
FUNasv62	73	2
FUNasv63	68	2
FUNasv65	62	2
FUNasv66	67	2
FUNasv68	6	1
FUNasv71	72	1
FUNasv77	6	1
FUNasv79	5	3
FUNasv82	6	2
FUNasv85	65	1
FUNasv95	67	1
FUNasv99	55	3
FUNasv100	4	2
FUNasv103	67	2
FUNasv104	65	1
FUNasv105	24	1
FUNasv114	36	3
FUNasv115	33	3
FUNasv116	60	2
FUNasv118	61	2
FUNasv124	66	1
FUNasv128	5	3
FUNasv129	77	2
FUNasv135	65	1
FUNasv142	67	3
FUNasv146	68	1
FUNasv155	66	2
FUNasv162	77	2
FUNasv164	55	2
FUNasv167	40	1
FUNasv168	61	2
FUNasv169	69	2
FUNasv176	8	3
FUNasv189	25	1
FUNasv191	67	1
FUNasv200	32	1
FUNasv202	65	1
FUNasv203	59	1
FUNasv204	20	1
FUNasv206	42	2
FUNasv208	40	1
FUNasv209	2	1
FUNasv214	59	2
FUNasv215	70	2
FUNasv216	33	2
FUNasv220	5	3
FUNasv222	69	2
FUNasv227	58	3
FUNasv229	70	1
FUNasv231	31	1
FUNasv234	73	2
FUNasv235	12	1
FUNasv240	75	2
FUNasv241	29	1
FUNasv242	35	2
FUNasv247	78	2
FUNasv262	55	2
FUNasv284	14	3
FUNasv292	42	2
FUNasv293	81	2
FUNasv294	84	2
FUNasv295	72	1
FUNasv296	81	2
FUNasv306	13	3
FUNasv307	63	2
FUNasv315	14	3
FUNasv317	25	3
FUNasv318	56	2
FUNasv320	72	2
FUNasv323	76	2
FUNasv328	73	1
FUNasv341	77	3
FUNasv343	67	2
FUNasv350	4	3
FUNasv356	82	2
FUNasv358	77	1
FUNasv364	18	3
FUNasv372	27	2
FUNasv374	26	2
FUNasv377	61	1
FUNasv387	84	2
FUNasv403	18	3
FUNasv411	82	2
FUNasv412	66	1
FUNasv423	2	3
FUNasv448	70	1
FUNasv456	82	1
FUNasv462	25	3
FUNasv468	5	3
FUNasv472	15	2
FUNasv482	23	3
FUNasv499	60	1
FUNasv506	18	3
FUNasv526	18	3
FUNasv527	18	3
FUNasv535	12	3
FUNasv555	23	3
FUNasv563	18	3
FUNasv578	26	2
FUNasv583	16	3
FUNasv598	18	3
FUNasv599	35	3
FUNasv611	4	1
FUNasv613	18	3
FUNasv614	18	3
FUNasv641	25	3
