nodes_id	within_module_connectivities	among_module_connectivities	degree	modularity
FUNasv1	-0.0612320433925627	0.4032	100	1
FUNasv10	0.507017984626095	0.490580545943868	153	2
FUNasv103	0.0146607610012366	0.493640115325909	133	2
FUNasv104	0.128281658760819	0.486111111111111	132	2
FUNasv105	-0.591317360383204	0.169921875	64	2
FUNasv106	0.544891617212622	0.496265813138241	162	2
FUNasv107	1.03724884083748	0.439911111111111	150	2
FUNasv110	0.658512514972205	0.486111111111111	156	2
FUNasv111	0.841823741603092	0.378703497438182	134	1
FUNasv112	0.648311787675452	0.487120865721689	162	1
FUNasv114	-0.093484035713836	0.027391975308642	72	1
FUNasv115	-0.51275993589039	0	58	1
FUNasv116	-0.254743997320203	0.444444444444444	99	1
FUNasv117	0.544891617212622	0.496265813138241	162	2
FUNasv118	0.100027918213804	0.465600644987906	122	1
FUNasv12	1.00308370320946	0.390239131497873	143	1
FUNasv120	0.544891617212622	0.496265813138241	162	2
FUNasv122	0.544891617212622	0	88	2
FUNasv123	0.544891617212622	0.496265813138241	162	2
FUNasv124	1.00308370320946	0.369546089746908	139	1
FUNasv125	0.544891617212622	0.496265813138241	162	2
FUNasv126	-0.553443727796677	0	59	2
FUNasv127	1.00308370320946	0.369546089746908	139	1
FUNasv128	-2.22211552891788	0	5	1
FUNasv129	0.906327726245639	0.417217598097503	145	1
FUNasv130	0.204028923933874	0.498577777777778	150	2
FUNasv133	1.22884764945837	0.416439223131996	159	1
FUNasv134	0.293539872141444	0.206654594839294	94	1
FUNasv135	0.938579718566912	0.342860422405877	132	1
FUNasv136	1.07512247342401	0.455190879954562	157	2
FUNasv137	0.620638882385677	0.485748018215551	154	2
FUNasv138	0.164531902856351	0.45951483905083	123	1
FUNasv14	0.204028923933874	0.2801108033241	95	2
FUNasv140	0.0525343935877641	0.301275992438563	92	2
FUNasv142	0.390295849105265	0.437224874449749	127	1
FUNasv144	0.00327194124998407	0.431412894375857	108	1
FUNasv145	1.29335163410092	0.393491124260355	156	1
FUNasv146	0.454799833747811	0.385283525174776	119	1
FUNasv149	0.358043856783991	0.298631656804734	104	1
FUNasv15	-1.7060836517775	0	21	1
FUNasv150	1.11299610601054	0.4400017087445	153	2
FUNasv152	0.58276524979915	0.472125771604938	144	2
FUNasv154	1.29335163410092	0.417009602194787	162	1
FUNasv155	0.658512514972205	0.482036823443975	153	2
FUNasv157	0.507017984626095	0.493343195266272	156	2
FUNasv16	-0.254743997320203	0.434902752683601	97	1
FUNasv160	0.88575431049137	0.421717302417059	139	2
FUNasv161	1.15086973859706	0.103140495867769	110	2
FUNasv164	0.961501575664425	0.391111111111111	135	2
FUNasv165	-1.09329579767331	0	40	1
FUNasv167	0.658512514972205	0.265260631001372	108	2
FUNasv168	0.43127071945304	0.483699845679012	144	2
FUNasv169	0.487051826069085	0.4237060546875	128	1
FUNasv17	-0.867531851424397	0	47	1
FUNasv173	-1.41581572088604	0.375	40	1
FUNasv176	-2.09310755963279	0	9	1
FUNasv179	-0.674019897496757	0	53	1
FUNasv184	0.73425978014526	0.175322839098878	103	2
FUNasv185	1.29335163410092	0.393491124260355	156	1
FUNasv187	0.809571749281818	0.491363265306122	175	1
FUNasv188	0.00327194124998407	0.492653810835629	132	1
FUNasv191	0.841823741603092	0.312174817898023	124	1
FUNasv193	1.22884764945837	0.416439223131996	159	1
FUNasv196	-1.61390544021945	0.060546875	32	2
FUNasv197	0.358043856783991	0	85	1
FUNasv199	-0.0612320433925627	0.499054820415879	138	1
FUNasv20	0.279776189106929	0.481725778546713	136	2
FUNasv200	0.164531902856351	0	79	1
FUNasv201	-0.286995989641476	0.471655328798186	105	1
FUNasv202	0.712815772317998	0.349635796045786	124	1
FUNasv203	-0.577263920532937	0.49519415609381	102	1
FUNasv204	-1.51257169784986	0.224765868886576	31	1
FUNasv206	0.0355239335712574	0.137174211248285	81	1
FUNasv208	-0.125736028035109	0.452441261245524	107	1
FUNasv209	-2.71224078522875	0	2	2
FUNasv210	0.261287879820171	0.46044921875	128	1
FUNasv212	0.73425978014526	0.175322839098878	103	2
FUNasv215	0.358043856783991	0.49531737773153	155	1
FUNasv217	0.616059795354178	0	93	1
FUNasv219	-1.41581572088604	0.375	40	1
FUNasv22	0.454799833747811	0.391111111111111	120	1
FUNasv220	-2.22211552891788	0.277777777777778	6	1
FUNasv221	0.73425978014526	0.490044789039858	163	2
FUNasv222	0.551555810711631	0.475474077744246	149	1
FUNasv223	0.999375208250953	0.428061831153389	145	2
FUNasv226	1.06758768785201	0.427554630593132	155	1
FUNasv227	0.88575431049137	0.429354660228359	141	2
FUNasv229	0.293539872141444	0.490617376618503	146	1
FUNasv23	-2.22211552891788	0	5	1
FUNasv231	-0.70627188981803	0.0713305898491083	54	1
FUNasv232	0.487051826069085	0.45231401384083	136	1
