nodes_id	degree	modularity
FUNasv1	93	3
FUNasv5	160	3
FUNasv6	103	3
FUNasv7	47	3
FUNasv8	138	3
FUNasv9	161	1
FUNasv10	150	1
FUNasv12	159	3
FUNasv14	95	1
FUNasv15	41	3
FUNasv16	86	1
FUNasv17	66	3
FUNasv20	136	1
FUNasv22	133	3
FUNasv23	4	3
FUNasv25	123	3
FUNasv26	135	1
FUNasv27	139	3
FUNasv28	143	3
FUNasv30	87	3
FUNasv33	119	1
FUNasv34	149	3
FUNasv35	155	1
FUNasv38	127	1
FUNasv39	81	1
FUNasv40	106	1
FUNasv43	159	3
FUNasv47	72	3
FUNasv48	57	1
FUNasv49	134	1
FUNasv50	124	1
FUNasv51	153	1
FUNasv52	2	1
FUNasv53	86	3
FUNasv58	95	3
FUNasv61	71	3
FUNasv62	151	3
FUNasv63	133	1
FUNasv64	121	1
FUNasv65	129	1
FUNasv66	150	3
FUNasv68	3	3
FUNasv69	156	3
FUNasv71	146	1
FUNasv72	15	3
FUNasv73	178	3
FUNasv74	64	1
FUNasv75	94	1
FUNasv77	5	3
FUNasv79	22	3
FUNasv80	74	3
FUNasv81	128	3
FUNasv82	13	1
FUNasv83	137	1
FUNasv84	149	1
FUNasv85	123	1
FUNasv87	139	1
FUNasv88	160	1
FUNasv93	155	1
FUNasv94	50	1
FUNasv95	125	1
FUNasv98	143	3
FUNasv99	110	1
FUNasv100	7	1
FUNasv103	136	1
FUNasv104	129	1
FUNasv105	46	1
FUNasv106	161	1
FUNasv107	133	1
FUNasv110	156	1
FUNasv111	153	3
FUNasv112	160	1
FUNasv114	88	3
FUNasv115	77	3
FUNasv116	94	1
FUNasv117	161	1
FUNasv118	115	1
FUNasv120	161	1
FUNasv122	72	1
FUNasv123	161	1
FUNasv124	153	3
FUNasv125	161	1
FUNasv126	43	1
FUNasv127	153	3
FUNasv128	25	3
FUNasv129	162	3
FUNasv130	153	1
FUNasv133	172	3
FUNasv134	87	3
FUNasv135	144	3
FUNasv136	139	1
FUNasv137	131	1
FUNasv138	114	1
FUNasv139	95	3
FUNasv140	93	1
FUNasv142	142	3
FUNasv144	103	1
FUNasv145	164	3
FUNasv146	132	3
FUNasv149	119	3
FUNasv150	134	1
FUNasv152	121	1
FUNasv154	150	3
FUNasv155	153	1
FUNasv156	95	3
FUNasv157	155	1
FUNasv160	121	1
FUNasv161	95	1
FUNasv164	116	1
FUNasv167	92	1
FUNasv168	122	1
FUNasv169	145	3
FUNasv176	25	3
FUNasv179	69	3
FUNasv184	100	1
FUNasv185	164	3
FUNasv187	174	1
FUNasv188	125	1
