nodes_id	within_module_connectivities	among_module_connectivities	degree	modularity
FUNasv10	0.81502113462325	0.453452972280083	79	3
FUNasv100	-0.117158230187947	0.444444444444444	9	2
FUNasv103	0.743140030484157	0.427377777777778	75	3
FUNasv104	1.04032044911208	0.526014568158168	62	4
FUNasv107	0.383734509788694	0.474112279309661	71	3
FUNasv110	0.886902238762343	0.4496875	80	3
FUNasv111	0.743140030484157	0.376512596707003	71	3
FUNasv112	0.958783342901435	0.444186384090579	83	3
FUNasv114	-1.40688425546335	0.611862643080125	31	1
FUNasv116	0.239972301510509	0.380332986472425	62	3
FUNasv12	0.671258926345065	0.362528880487293	69	3
FUNasv122	0.263606017922882	0.533240997229917	38	2
FUNasv124	0.380854415031202	0.517219387755102	56	4
FUNasv126	0.644370266033711	0.599173553719008	22	2
FUNasv128	-2.02097947074209	0.5	2	2
FUNasv129	0.743140030484157	0.447403024326101	78	3
FUNasv134	0.168091197371416	0.176855055747789	51	3
FUNasv135	0.490765420711348	0.517082179132041	57	4
FUNasv138	0.671258926345065	0.37261079605125	69	3
FUNasv142	0.0243289890932313	0.475266272189349	65	3
FUNasv150	0.0962100932323239	0.532933008069056	73	3
FUNasv155	0.81502113462325	0.44358239163434	77	3
FUNasv16	0.93040944343193	0.466472303206997	49	4
FUNasv160	-0.263195427463139	0.494490728298844	61	3
FUNasv162	0.958783342901435	0.4284375	80	3
FUNasv164	-0.191314323324047	0.498959417273673	62	3
FUNasv168	0.311853405649602	0.48	70	3
FUNasv169	0.958783342901435	0.392313019390582	76	3
FUNasv176	-2.5633907599141	0.197530864197531	9	3
FUNasv196	1.02513451414454	0.375	12	2
FUNasv20	0.93040944343193	0.526666666666667	60	4
FUNasv203	0.380854415031202	0.517219387755102	56	4
FUNasv204	-0.828166647450399	0.110726643598616	17	4
FUNasv206	0.0243289890932313	0.2112	50	3
FUNasv209	-2.14709871561215	0	4	4
FUNasv210	0.599377822205972	0.411029557627455	71	3
FUNasv214	0.383734509788694	0.43901384083045	68	3
FUNasv215	0.600676426391493	0.514977187066058	71	4
FUNasv220	-1.64021522263126	0.444444444444444	3	2
FUNasv222	0.490765420711348	0.51265306122449	70	4
FUNasv227	-0.263195427463139	0.54443359375	64	3
FUNasv229	0.93040944343193	0.526666666666667	60	4
FUNasv23	-1.81736569857171	0	7	4
FUNasv234	0.455615613927787	0.440200617283951	72	3
FUNasv240	0.958783342901435	0.405982905982906	78	3
FUNasv243	-1.41329309368862	0	24	3
FUNasv247	0.743140030484157	0.447364204454414	79	3
FUNasv25	0.93040944343193	0.501157024793388	55	4
FUNasv250	0.644370266033711	0.541522491349481	34	2
FUNasv26	0.161032403670911	0.567033976124885	66	4
FUNasv262	0.383734509788694	0.441608996539792	68	3
FUNasv27	0.600676426391493	0.51504132231405	55	4
FUNasv274	0.263606017922882	0.486111111111111	12	2
FUNasv28	0.311853405649602	0.35639958376691	62	3
FUNasv290	-0.83824426057588	0.0587695133149678	33	3
FUNasv292	-0.119433219184954	0.2688	50	3
FUNasv293	0.0511213979907655	0.460223537146614	78	4
FUNasv294	0.380854415031202	0.501783590963139	87	4
FUNasv296	0.958783342901435	0.462560553633218	85	3
FUNasv30	1.37005346615251	0.482142857142857	56	4
FUNasv307	0.0962100932323239	0.458677685950413	66	3
FUNasv310	0.416854594211364	0.375	12	1
FUNasv312	-2.70715296819229	0	6	3
FUNasv317	-1.40688425546335	0.541666666666667	12	1
FUNasv318	-0.263195427463139	0.499865627519484	61	3
FUNasv320	0.380854415031202	0.537551020408163	70	4
FUNasv323	1.10254555117962	0.422070196311719	82	3
FUNasv33	-0.878686726409606	0.511967750062988	63	2
FUNasv331	0.490765420711348	0.0665873959571938	29	4
FUNasv341	0.599377822205972	0.5040625	80	3
FUNasv343	0.168091197371416	0.483265306122449	70	3
FUNasv344	-1.48763268153127	0	10	4
FUNasv356	0.671258926345065	0.531097890751758	86	3
FUNasv368	-0.263195427463139	0.443239795918367	56	3
FUNasv372	-0.910125364714973	0.160899653979239	34	3
FUNasv38	-0.0587896076893801	0.546111111111111	60	4
FUNasv386	0.416854594211364	0.375	12	1
FUNasv387	0.380854415031202	0.501783590963139	87	4
FUNasv39	-0.828166647450399	0.622837370242215	34	4
FUNasv40	-0.55071984401951	0.482734069063724	53	3
FUNasv404	-2.70715296819229	0	6	3
FUNasv411	0.671258926345065	0.531097890751758	86	3
FUNasv412	0.380854415031202	0.517219387755102	56	4
FUNasv424	-2.70715296819229	0	6	3
FUNasv43	0.671258926345065	0.362528880487293	69	3
FUNasv441	-0.278611619049671	0.42	30	4
FUNasv442	-0.278611619049671	0.42	30	4
FUNasv448	0.93040944343193	0.526666666666667	60	4
FUNasv450	1.40589876225537	0.53125	24	2
FUNasv456	0.600676426391493	0.521875	80	4
FUNasv460	-1.48517419782771	0.0798611111111112	24	3
FUNasv462	-1.40688425546335	0.541666666666667	12	1
FUNasv471	-1.77269861438408	0	19	3
FUNasv48	-0.694482052297695	0.427342688999547	47	3
FUNasv481	-0.388522624729817	0	20	4
FUNasv495	0.416854594211364	0.375	12	1
FUNasv498	0.416854594211364	0.375	12	1
FUNasv499	1.04032044911208	0.524590163934426	61	4
FUNasv5	0.0243289890932313	0.497837370242215	68	3
FUNasv50	0.311853405649602	0.485617932949812	71	3
FUNasv51	0.81502113462325	0.44358239163434	77	3
FUNasv52	-2.14709871561215	0	4	4
FUNasv525	-0.278611619049671	0.42	30	4
FUNasv55	-1.37772167585113	0.336734693877551	14	4
FUNasv554	0.820498437751785	0	31	4
FUNasv583	1.87584567395114	0.503401360544218	21	1
FUNasv596	0.416854594211364	0.375	12	1
FUNasv597	0.416854594211364	0.375	12	1
FUNasv6	-0.119433219184954	0.2688	50	3
FUNasv612	0.416854594211364	0.375	12	1
FUNasv62	0.455615613927787	0.440200617283951	72	3
FUNasv623	0.416854594211364	0.375	12	1
FUNasv63	0.161032403670911	0.522956841138659	66	4
FUNasv64	0.239972301510509	0.494743106526483	71	3
FUNasv641	-1.40688425546335	0.541666666666667	12	1
FUNasv65	0.644370266033711	0.54530612244898	70	2
FUNasv66	0.311853405649602	0.404499540863177	66	3
FUNasv67	0.416854594211364	0.375	12	1
FUNasv68	-1.81736569857171	0	7	4
FUNasv683	0.490765420711348	0.0665873959571938	29	4
FUNasv72	-1.59754368721142	0	9	4
