nodes_id	degree	modularity
FUNasv1	51	3
FUNasv5	68	2
FUNasv6	42	2
FUNasv7	22	2
FUNasv8	57	3
FUNasv9	66	2
FUNasv10	67	2
FUNasv12	65	2
FUNasv14	35	3
FUNasv15	8	2
FUNasv16	44	3
FUNasv17	18	2
FUNasv20	58	3
FUNasv23	3	3
FUNasv25	50	3
FUNasv27	61	3
FUNasv30	50	3
FUNasv33	55	2
FUNasv38	56	3
FUNasv39	27	3
FUNasv43	65	2
FUNasv48	37	2
FUNasv49	59	3
FUNasv50	56	2
FUNasv51	63	2
FUNasv52	4	3
FUNasv53	36	2
FUNasv55	11	3
FUNasv58	56	3
FUNasv61	21	2
FUNasv62	65	2
FUNasv63	61	3
FUNasv65	56	2
FUNasv66	58	2
FUNasv68	3	3
FUNasv71	63	3
FUNasv72	14	3
FUNasv75	51	2
FUNasv77	5	3
FUNasv79	3	2
FUNasv85	59	3
FUNasv95	61	3
FUNasv99	52	2
FUNasv103	63	2
FUNasv104	59	3
FUNasv114	35	2
FUNasv115	33	2
FUNasv116	54	2
FUNasv124	62	3
FUNasv127	69	2
FUNasv128	4	2
FUNasv129	69	2
FUNasv134	42	2
FUNasv135	61	3
FUNasv140	37	3
FUNasv142	66	2
FUNasv155	63	2
FUNasv160	53	2
FUNasv162	72	2
FUNasv164	51	2
FUNasv168	54	2
FUNasv169	67	2
FUNasv176	6	2
FUNasv179	21	2
FUNasv189	24	3
FUNasv202	58	3
FUNasv203	55	3
FUNasv204	14	3
FUNasv206	39	2
FUNasv208	33	3
FUNasv209	4	3
FUNasv214	57	2
FUNasv216	32	2
FUNasv220	4	2
FUNasv227	54	2
FUNasv229	61	3
FUNasv234	65	2
FUNasv235	11	3
FUNasv240	71	2
FUNasv241	26	3
FUNasv242	34	2
FUNasv247	70	2
FUNasv262	54	2
FUNasv292	42	2
FUNasv293	75	2
FUNasv294	80	2
FUNasv296	75	2
FUNasv307	59	2
FUNasv318	50	2
FUNasv320	67	3
FUNasv323	73	2
FUNasv331	33	3
FUNasv341	73	2
FUNasv343	63	2
FUNasv344	12	3
FUNasv356	76	2
FUNasv372	25	2
FUNasv374	34	2
FUNasv377	55	3
FUNasv387	80	2
FUNasv395	11	3
FUNasv401	10	1
FUNasv408	19	3
FUNasv411	76	2
FUNasv412	61	3
FUNasv443	19	3
FUNasv448	61	3
FUNasv456	75	3
FUNasv490	10	1
FUNasv499	56	3
FUNasv511	10	1
FUNasv537	10	1
FUNasv554	31	3
FUNasv578	34	2
FUNasv599	27	2
FUNasv600	10	1
FUNasv615	10	1
FUNasv683	33	3
FUNasv684	10	1
