nodes_id	degree	modularity
FUNasv1	97	2
FUNasv5	159	1
FUNasv6	98	1
FUNasv7	44	1
FUNasv8	137	1
FUNasv9	135	2
FUNasv10	119	2
FUNasv12	155	1
FUNasv14	67	2
FUNasv15	41	1
FUNasv16	91	2
FUNasv17	66	1
FUNasv20	111	2
FUNasv22	131	1
FUNasv23	6	1
FUNasv25	130	2
FUNasv26	113	2
FUNasv27	140	1
FUNasv28	138	1
FUNasv30	90	2
FUNasv33	98	2
FUNasv34	144	1
FUNasv35	127	2
FUNasv38	104	2
FUNasv39	59	2
FUNasv40	76	2
FUNasv43	155	1
FUNasv47	68	1
FUNasv48	55	2
FUNasv49	109	2
FUNasv50	115	2
FUNasv51	118	2
FUNasv52	2	2
FUNasv53	85	1
FUNasv58	100	2
FUNasv61	69	1
FUNasv62	152	1
FUNasv63	110	2
FUNasv64	112	2
FUNasv65	105	2
FUNasv68	5	1
FUNasv69	156	1
FUNasv71	120	2
FUNasv73	172	1
FUNasv74	69	2
FUNasv77	5	1
FUNasv79	22	1
FUNasv80	71	1
FUNasv81	134	2
FUNasv82	12	2
FUNasv83	114	2
FUNasv84	125	2
FUNasv85	102	2
FUNasv87	124	2
FUNasv88	142	2
FUNasv93	127	2
FUNasv95	104	2
FUNasv98	138	1
FUNasv99	101	2
FUNasv100	6	2
FUNasv103	110	2
FUNasv104	105	2
FUNasv105	34	2
FUNasv106	131	2
FUNasv107	107	2
FUNasv110	121	2
FUNasv111	149	1
FUNasv112	142	2
FUNasv114	86	1
FUNasv115	74	1
FUNasv117	131	2
FUNasv118	121	2
FUNasv120	131	2
FUNasv122	49	2
FUNasv123	131	2
FUNasv124	153	1
FUNasv125	131	2
FUNasv126	25	2
FUNasv127	150	1
FUNasv129	161	1
FUNasv130	127	2
FUNasv133	171	1
FUNasv134	87	1
FUNasv135	142	1
FUNasv136	117	2
FUNasv137	122	2
FUNasv138	120	2
FUNasv139	98	1
FUNasv140	67	2
FUNasv142	141	1
FUNasv144	104	2
FUNasv145	167	1
FUNasv146	131	1
FUNasv149	112	1
FUNasv150	110	2
FUNasv152	114	2
FUNasv154	158	2
FUNasv155	118	2
FUNasv156	98	1
FUNasv157	127	2
FUNasv160	99	2
FUNasv164	94	2
FUNasv165	48	1
FUNasv167	71	2
FUNasv168	112	2
FUNasv169	143	1
FUNasv173	38	2
FUNasv176	24	1
FUNasv179	68	1
FUNasv185	167	1
FUNasv187	152	2
FUNasv188	125	2
FUNasv191	134	1
FUNasv193	171	1
FUNasv197	96	1
FUNasv199	124	2
FUNasv200	95	1
FUNasv201	89	1
FUNasv202	136	1
FUNasv203	92	2
FUNasv208	96	1
FUNasv209	2	2
FUNasv210	125	2
FUNasv213	98	1
FUNasv214	102	2
FUNasv215	137	2
FUNasv217	105	1
FUNasv219	38	2
FUNasv221	127	2
FUNasv222	131	2
FUNasv223	106	2
FUNasv226	168	1
FUNasv227	100	2
FUNasv229	132	2
FUNasv231	68	1
FUNasv232	135	2
FUNasv233	105	1
FUNasv234	152	1
FUNasv238	131	2
FUNasv241	86	1
FUNasv243	16	1
FUNasv248	127	2
FUNasv249	132	2
FUNasv251	105	1
FUNasv252	96	1
FUNasv257	38	2
FUNasv260	125	2
FUNasv262	106	2
FUNasv268	98	1
FUNasv270	95	1
FUNasv271	171	1
FUNasv272	98	1
FUNasv275	6	1
FUNasv277	49	2
FUNasv288	38	2
FUNasv290	60	1
FUNasv295	145	2
FUNasv298	98	1
FUNasv300	89	2
FUNasv306	4	1
FUNasv307	109	2
FUNasv316	157	2
FUNasv318	93	2
FUNasv319	124	2
FUNasv320	115	2
FUNasv321	105	1
FUNasv328	121	2
FUNasv330	98	1
FUNasv338	124	2
FUNasv340	96	1
FUNasv343	109	2
FUNasv345	105	1
FUNasv348	172	1
FUNasv353	27	1
FUNasv354	105	1
FUNasv358	114	2
FUNasv359	168	1
FUNasv363	96	1
FUNasv365	27	1
FUNasv368	82	2
FUNasv369	105	1
FUNasv370	24	1
FUNasv375	83	1
FUNasv376	168	1
FUNasv377	106	2
FUNasv382	105	1
FUNasv385	105	1
FUNasv388	98	1
FUNasv393	6	1
FUNasv396	98	1
FUNasv399	167	1
FUNasv417	171	1
FUNasv421	27	1
FUNasv422	105	1
FUNasv435	98	1
FUNasv436	98	1
FUNasv446	26	1
FUNasv448	132	2
FUNasv458	27	1
FUNasv459	83	1
FUNasv460	57	1
FUNasv470	125	2
FUNasv471	38	1
FUNasv476	96	1
FUNasv484	98	1
FUNasv487	27	1
FUNasv496	38	2
FUNasv497	96	1
FUNasv505	98	1
FUNasv507	154	2
FUNasv518	105	1
FUNasv539	98	1
FUNasv540	27	1
FUNasv545	128	2
FUNasv546	48	1
FUNasv548	27	1
FUNasv561	96	1
FUNasv562	98	1
FUNasv594	105	1
FUNasv595	98	1
FUNasv606	48	1
FUNasv610	27	1
FUNasv611	12	1
