"","x"
"1",-0.0139886578449907
"2",-0.0139886578449907
"3",-0.00718336483931957
"4",-0.0139886578449907
"5",-0.0139886578449907
"6",-0.0139886578449907
"7",-0.0139886578449907
"8",-0.0139886578449907
"9",-0.0139886578449907
"10",-0.0139886578449907
"11",-0.0139886578449907
"12",-0.00718336483931957
"13",-0.0139886578449907
"14",-0.000378071833648473
"15",-0.0139886578449907
"16",-0.000378071833648473
"17",-0.000378071833648473
"18",-0.000378071833648473
"19",-0.000378071833648473
"20",-0.00718336483931957
"21",0.0336483931947069
"22",-0.010586011342155
"23",-0.0139886578449907
"24",0.0336483931947069
"25",-0.00718336483931957
"26",-0.00378071833648394
"27",-0.00718336483931957
"28",-0.010586011342155
"29",-0.0139886578449907
"30",-0.00718336483931957
"31",0.00302457466918715
"32",-0.0139886578449907
"33",-0.0139886578449907
"34",-0.00718336483931957
"35",0.0336483931947069
"36",0.0200378071833648
"37",-0.010586011342155
"38",0.0200378071833648
"39",-0.0139886578449907
"40",-0.000378071833648473
"41",-0.00718336483931957
"42",0.0200378071833648
"43",0.00302457466918715
"44",-0.00718336483931957
"45",-0.0139886578449907
"46",0.0336483931947069
"47",-0.00718336483931957
"48",0.0336483931947069
"49",-0.0139886578449907
"50",-0.00718336483931957
"51",0.0336483931947069
"52",-0.0139886578449907
"53",-0.0139886578449907
"54",-0.0139886578449907
"55",0.0200378071833648
"56",-0.00378071833648394
"57",0.0336483931947069
"58",-0.0139886578449907
"59",-0.00718336483931957
"60",-0.010586011342155
"61",-0.0139886578449907
"62",-0.00718336483931957
"63",0.00302457466918715
"64",0.0200378071833648
"65",-0.00718336483931957
"66",-0.0139886578449907
"67",-0.00718336483931957
"68",0.0200378071833648
"69",-0.010586011342155
"70",-0.00718336483931957
"71",0.00302457466918715
"72",0.0200378071833648
"73",-0.010586011342155
"74",-0.00718336483931957
"75",0.0200378071833648
"76",-0.010586011342155
"77",0.0200378071833648
"78",0.0336483931947069
"79",-0.00718336483931957
"80",-0.0139886578449907
"81",0.0336483931947069
"82",-0.010586011342155
"83",-0.0139886578449907
"84",-0.00718336483931957
"85",-0.00718336483931957
"86",-0.00718336483931957
"87",-0.010586011342155
"88",0.0200378071833648
"89",-0.00378071833648394
"90",-0.00378071833648394
"91",0.0336483931947069
"92",0.0336483931947069
"93",-0.00718336483931957
"94",-0.00378071833648394
"95",-0.010586011342155
"96",-0.010586011342155
"97",-0.0139886578449907
"98",0.00302457466918715
"99",-0.00718336483931957
"100",0.0336483931947069
"101",-0.0139886578449907
"102",0.00302457466918715
"103",-0.010586011342155
"104",-0.010586011342155
"105",0.0336483931947069
"106",0.0200378071833648
"107",-0.00718336483931957
"108",-0.010586011342155
"109",0.0336483931947069
"110",-0.0139886578449907
"111",0.00302457466918715
"112",0.0336483931947069
"113",-0.010586011342155
"114",-0.0139886578449907
"115",-0.0139886578449907
"116",0.0200378071833648
"117",0.0336483931947069
