,nodes_num,degree,clustering_coefficient,average_path_length,connectance,modularity,betweenness_centralization
Restore6_1,224,6.6875,0.75184074175075,4.91715399610136,0.0299887892376682,0.768534280687557,0.0985900230384493
Restore6_2,265,7.29056603773585,0.814497344638032,4.90501709322739,0.0276157804459691,0.807326427735555,0.073894894304069
Restore6_3,260,7.19230769230769,0.805490654205608,4.78500693206576,0.0277695277695278,0.800054333838543,0.0703341454643968
Restore6_4,228,7.42105263157895,0.809091867946419,4.60865055492169,0.0326918618131231,0.771931883596287,0.0836032994373349
Restore9_1,145,3.40689655172414,0.640776699029126,4.80245398773006,0.0236590038314176,0.792284744873708,0.100080084633218
Restore9_2,143,2.85314685314685,0.670487106017192,5.79401667484061,0.0200925834728652,0.854827470203768,0.0962321727789572
Restore9_3,153,3.03267973856209,0.513294797687861,5.57646072127481,0.0199518403852769,0.793456450653983,0.121778537190007
Restore9_4,129,2.74418604651163,0.619318181818182,5.72129319955407,0.0214389534883721,0.867119920840115,0.124034971702756
