"","x"
"1",-0.00608519269776873
"2",-0.00608519269776873
"3",-0.00608519269776873
"4",-0.00608519269776873
"5",-0.00608519269776873
"6",-0.00608519269776873
"7",-0.00608519269776873
"8",-0.00608519269776873
"9",-0.00608519269776873
"10",-0.00608519269776873
"11",-0.00608519269776873
"12",-0.00608519269776873
"13",-0.00608519269776873
"14",-0.00608519269776873
"15",-0.00608519269776873
"16",-0.00608519269776873
"17",-0.00608519269776873
"18",-0.00608519269776873
"19",-0.00608519269776873
"20",-0.00608519269776873
"21",0.0567951318458418
"22",0.0567951318458418
"23",-0.00608519269776873
"24",-0.00608519269776873
"25",-0.00608519269776873
"26",-0.00608519269776873
"27",0.0567951318458418
"28",-0.00608519269776873
"29",-0.00608519269776873
"30",-0.00608519269776873
"31",-0.00608519269776873
