nodes_id	degree	modularity
BACasv1	164	3
BACasv2	194	2
BACasv3	196	2
BACasv4	193	2
BACasv5	162	3
BACasv6	182	2
BACasv8	194	2
BACasv9	198	2
BACasv10	176	3
BACasv11	166	3
BACasv13	195	3
BACasv16	208	3
BACasv17	176	3
BACasv18	34	2
BACasv19	166	3
BACasv20	36	3
BACasv21	188	2
BACasv22	182	2
BACasv25	183	3
BACasv26	39	3
BACasv27	175	3
BACasv28	200	3
BACasv29	184	2
BACasv30	181	2
BACasv31	191	3
BACasv32	172	3
BACasv33	184	2
BACasv36	204	2
BACasv37	42	2
BACasv39	198	2
BACasv41	202	3
BACasv42	189	2
BACasv43	211	2
BACasv44	213	3
BACasv46	198	2
BACasv47	125	3
BACasv48	12	3
BACasv49	53	3
BACasv50	29	3
BACasv54	167	3
BACasv55	99	2
BACasv59	220	2
BACasv66	170	3
BACasv67	87	2
BACasv70	139	3
BACasv73	137	2
BACasv76	101	2
BACasv77	10	2
BACasv80	8	3
BACasv82	30	2
BACasv88	134	2
BACasv89	132	2
BACasv91	69	2
BACasv92	182	2
BACasv96	185	3
BACasv102	193	3
BACasv103	196	3
BACasv110	166	3
BACasv114	44	2
BACasv116	15	3
BACasv120	14	2
BACasv121	12	2
BACasv123	30	2
BACasv124	180	3
BACasv125	202	2
BACasv129	62	2
BACasv131	127	2
BACasv132	220	2
BACasv134	11	3
BACasv139	173	3
BACasv141	209	2
BACasv142	203	3
BACasv143	29	3
BACasv145	190	2
BACasv152	112	2
BACasv156	191	2
BACasv157	64	3
BACasv160	28	3
BACasv167	26	3
BACasv176	188	2
BACasv181	220	2
BACasv182	14	2
BACasv186	204	3
BACasv187	192	2
BACasv192	13	3
BACasv193	208	3
BACasv194	21	3
BACasv199	204	3
BACasv206	211	2
BACasv209	208	3
BACasv211	13	2
BACasv215	111	2
BACasv219	204	3
BACasv221	37	3
BACasv230	39	3
BACasv231	37	3
BACasv234	134	2
BACasv235	80	3
BACasv236	131	2
BACasv237	208	3
BACasv241	57	1
BACasv242	21	3
BACasv253	223	2
BACasv254	130	2
BACasv260	16	3
