nodes_id	degree	modularity
BACasv1	91	3
BACasv2	89	3
BACasv3	103	3
BACasv4	98	3
BACasv5	87	3
BACasv6	118	3
BACasv8	114	3
BACasv9	105	3
BACasv10	97	3
BACasv11	97	3
BACasv12	89	3
BACasv13	96	3
BACasv15	11	3
BACasv17	99	3
BACasv18	41	3
BACasv19	95	3
BACasv21	97	3
BACasv22	97	3
BACasv23	15	2
BACasv25	104	3
BACasv26	40	2
BACasv27	102	3
BACasv28	112	3
BACasv29	101	3
BACasv30	99	3
BACasv31	91	3
BACasv32	89	3
BACasv33	101	3
BACasv36	107	3
BACasv37	28	2
BACasv39	103	3
BACasv42	95	3
BACasv44	111	3
BACasv46	105	3
BACasv47	53	3
BACasv48	12	2
BACasv49	35	3
BACasv50	17	2
BACasv54	102	3
BACasv66	111	2
BACasv67	47	3
BACasv70	67	2
BACasv73	68	3
BACasv76	52	3
BACasv77	14	2
BACasv80	6	2
BACasv82	10	2
BACasv89	71	3
BACasv90	92	3
BACasv91	31	3
BACasv92	95	3
BACasv96	94	3
BACasv99	20	2
BACasv100	53	3
BACasv101	100	3
BACasv102	114	3
BACasv103	94	3
BACasv110	95	3
BACasv112	33	1
BACasv114	22	2
BACasv116	18	2
BACasv120	15	2
BACasv121	16	2
BACasv123	34	3
BACasv125	110	3
BACasv126	15	3
BACasv128	103	3
BACasv129	46	2
BACasv134	11	2
BACasv139	87	2
BACasv141	103	3
BACasv142	99	3
BACasv143	14	2
BACasv145	98	3
BACasv148	91	3
BACasv157	33	2
BACasv161	63	3
BACasv167	18	2
BACasv173	121	3
BACasv174	36	3
BACasv176	97	3
BACasv187	92	3
BACasv192	13	2
BACasv194	26	2
BACasv195	11	2
BACasv207	120	3
BACasv211	20	3
BACasv213	53	3
BACasv215	69	3
BACasv221	33	2
BACasv223	64	2
BACasv230	41	3
BACasv231	29	2
BACasv235	47	2
BACasv238	36	3
BACasv242	17	2
BACasv268	33	1
BACasv270	13	2
BACasv285	39	2
BACasv287	20	2
BACasv288	89	3
BACasv305	33	1
BACasv325	14	2
BACasv331	37	3
BACasv347	39	2
BACasv352	31	2
BACasv367	63	3
BACasv374	21	2
BACasv385	38	1
BACasv388	63	3
BACasv412	12	2
BACasv413	34	3
BACasv428	37	3
BACasv431	36	2
BACasv440	100	3
BACasv462	40	2
BACasv472	4	3
BACasv494	30	2
BACasv496	63	2
BACasv511	25	2
BACasv512	33	1
