"","x"
"1",-0.00974495867236994
"2",-0.00974495867236994
"3",-0.00974495867236994
"4",-0.00974495867236994
"5",-0.00369858167433183
"6",-0.00974495867236994
"7",-0.00974495867236994
"8",-0.00571404067367787
"9",-0.0077294996730239
"10",-0.00974495867236994
"11",0.00335552482337937
"12",-0.00974495867236994
"13",-0.0077294996730239
"14",-0.00974495867236994
"15",-0.00470631117400479
"16",-0.00672177017335082
"17",-0.00974495867236994
"18",-0.0077294996730239
"19",-0.00873722917269698
"20",-0.00470631117400479
"21",0.00033233632436025
"22",-0.00168312267498567
"23",0.00033233632436025
"24",-0.00369858167433183
"25",-0.00168312267498567
"26",0.00033233632436025
"27",0.0235101148168399
"28",0.00335552482337937
"29",-0.00873722917269698
"30",-0.00168312267498567
"31",-0.00571404067367787
"32",-0.00974495867236994
"33",-0.00974495867236994
"34",-0.00873722917269698
"35",-0.00571404067367787
"36",0.00335552482337937
"37",0.00033233632436025
"38",0.0235101148168399
"39",-0.00873722917269698
"40",-0.00369858167433183
"41",-0.00470631117400479
"42",-0.00974495867236994
"43",0.00033233632436025
"44",0.0235101148168399
"45",0.00033233632436025
"46",-0.00672177017335082
"47",-0.00873722917269698
"48",-0.00672177017335082
"49",-0.00168312267498567
"50",-0.00168312267498567
"51",0.00335552482337937
"52",-0.00974495867236994
"53",-0.00974495867236994
"54",-0.00974495867236994
"55",-0.00974495867236994
"56",-0.00470631117400479
"57",-0.00571404067367787
"58",-0.00470631117400479
"59",0.00033233632436025
"60",-0.00672177017335082
"61",-0.00974495867236994
"62",0.00033233632436025
"63",-0.00672177017335082
"64",-0.00470631117400479
"65",0.0235101148168399
"66",0.00033233632436025
"67",0.0235101148168399
"68",0.0235101148168399
"69",-0.00470631117400479
"70",-0.00470631117400479
"71",0.0235101148168399
"72",-0.00369858167433183
"73",0.00033233632436025
"74",-0.00672177017335082
"75",0.00335552482337937
"76",-0.00470631117400479
"77",-0.00873722917269698
"78",-0.00369858167433183
"79",0.00033233632436025
"80",-0.00470631117400479
"81",0.00335552482337937
"82",0.00335552482337937
"83",0.00335552482337937
"84",-0.00571404067367787
"85",-0.00873722917269698
"86",0.0235101148168399
"87",0.0235101148168399
"88",-0.00974495867236994
"89",0.0235101148168399
"90",-0.00672177017335082
"91",0.00335552482337937
"92",0.00335552482337937
"93",0.0235101148168399
"94",-0.00672177017335082
"95",-0.00571404067367787
"96",0.0235101148168399
"97",-0.00571404067367787
"98",0.0235101148168399
"99",0.0235101148168399
"100",0.0235101148168399
"101",0.0235101148168399
"102",0.0235101148168399
"103",0.00335552482337937
"104",0.0235101148168399
"105",0.0235101148168399
"106",0.0235101148168399
"107",0.0235101148168399
"108",-0.00974495867236994
"109",-0.00470631117400479
"110",-0.00974495867236994
"111",-0.00974495867236994
"112",-0.00873722917269698
"113",-0.00974495867236994
"114",-0.00974495867236994
"115",-0.00974495867236994
"116",-0.00974495867236994
"117",-0.00168312267498567
"118",-0.00168312267498567
"119",-0.0077294996730239
"120",-0.00470631117400479
"121",-0.00873722917269698
"122",-0.00470631117400479
"123",-0.00873722917269698
"124",-0.00974495867236994
"125",-0.0077294996730239
"126",-0.00168312267498567
"127",-0.00873722917269698
"128",-0.00168312267498567
"129",-0.00873722917269698
"130",0.00033233632436025
"131",-0.0077294996730239
"132",-0.0077294996730239
"133",-0.00974495867236994
"134",-0.00369858167433183
"135",-0.00873722917269698
"136",-0.00873722917269698
"137",-0.00470631117400479
"138",-0.00168312267498567
"139",-0.00974495867236994
"140",-0.00873722917269698
"141",-0.00873722917269698
"142",-0.00672177017335082
"143",-0.00470631117400479
"144",-0.00974495867236994
"145",-0.00470631117400479
"146",-0.00571404067367787
"147",-0.00571404067367787
"148",-0.00974495867236994
"149",-0.00873722917269698
"150",-0.00470631117400479
"151",-0.0077294996730239
"152",-0.00974495867236994
"153",-0.00873722917269698
"154",-0.00369858167433183
"155",-0.00974495867236994
"156",0.0235101148168399
"157",-0.00369858167433183
"158",-0.00974495867236994
"159",-0.00470631117400479
"160",-0.00873722917269698
"161",-0.00672177017335082
"162",-0.00873722917269698
"163",-0.00470631117400479
"164",-0.00571404067367787
"165",-0.00571404067367787
"166",-0.00873722917269698
"167",0.00335552482337937
"168",0.0235101148168399
"169",0.0235101148168399
"170",0.0235101148168399
"171",-0.00470631117400479
"172",-0.00470631117400479
"173",0.0235101148168399
"174",0.0235101148168399
"175",0.00335552482337937
"176",0.0235101148168399
"177",0.0235101148168399
"178",-0.00571404067367787
"179",0.0235101148168399
"180",0.0235101148168399
"181",0.0235101148168399
"182",0.0235101148168399
"183",-0.00974495867236994
"184",0.0235101148168399
"185",0.00335552482337937
"186",-0.00974495867236994
"187",0.0235101148168399
"188",0.00335552482337937
