nodes_id	degree	modularity
BACasv1	92	1
BACasv2	85	1
BACasv3	97	5
BACasv4	92	5
BACasv5	81	1
BACasv6	111	5
BACasv8	108	5
BACasv9	100	5
BACasv10	90	1
BACasv11	94	1
BACasv12	87	1
BACasv13	92	1
BACasv15	11	2
BACasv16	98	5
BACasv17	94	1
BACasv18	40	1
BACasv19	90	1
BACasv20	17	5
BACasv21	93	1
BACasv22	90	1
BACasv23	11	1
BACasv25	101	5
BACasv26	33	1
BACasv27	103	1
BACasv28	104	5
BACasv29	98	5
BACasv30	99	5
BACasv31	92	1
BACasv32	89	1
BACasv33	98	5
BACasv36	103	5
BACasv37	22	5
BACasv39	96	5
BACasv42	93	1
BACasv46	100	5
BACasv47	49	1
BACasv48	10	1
BACasv49	37	1
BACasv50	21	5
BACasv54	98	1
BACasv66	102	5
BACasv67	43	1
BACasv70	58	5
BACasv73	61	1
BACasv76	38	5
BACasv77	7	3
BACasv82	6	3
BACasv89	63	5
BACasv90	88	1
BACasv91	25	5
BACasv92	91	5
BACasv96	92	5
BACasv99	15	1
BACasv100	57	1
BACasv101	96	5
BACasv103	87	5
BACasv110	82	5
BACasv114	15	3
BACasv123	42	1
BACasv125	103	5
BACasv126	13	1
BACasv128	103	1
BACasv129	41	5
BACasv131	58	1
BACasv142	96	5
BACasv143	13	1
BACasv145	92	1
BACasv148	87	1
BACasv157	33	5
BACasv160	22	1
BACasv161	71	1
BACasv173	117	5
BACasv174	62	2
BACasv176	93	1
BACasv187	96	1
BACasv188	23	5
BACasv207	111	5
BACasv211	18	1
BACasv213	57	1
BACasv223	63	5
BACasv230	46	1
BACasv231	25	1
BACasv238	62	2
BACasv267	13	2
BACasv285	35	5
BACasv288	83	5
BACasv309	41	2
BACasv324	95	5
BACasv331	44	1
BACasv367	69	1
BACasv388	55	5
BACasv404	22	2
BACasv428	45	1
BACasv472	9	2
BACasv493	29	2
BACasv556	39	1
BACasv561	41	2
BACasv562	92	1
BACasv569	41	2
BACasv610	34	2
BACasv637	31	1
BACasv775	21	2
BACasv800	41	2
BACasv903	41	2
BACasv962	41	2
BACasv996	41	2
FUNasv2	86	1
FUNasv3	44	5
FUNasv5	84	1
FUNasv6	95	5
FUNasv7	20	3
FUNasv9	10	1
FUNasv10	7	5
FUNasv11	74	5
FUNasv12	99	5
FUNasv14	83	5
FUNasv16	10	5
FUNasv17	27	5
FUNasv19	6	3
FUNasv20	10	1
FUNasv22	37	5
FUNasv23	25	1
FUNasv24	86	5
FUNasv27	31	1
FUNasv28	45	1
FUNasv29	93	1
FUNasv30	91	5
FUNasv31	102	5
FUNasv32	84	1
FUNasv34	86	1
FUNasv36	60	5
FUNasv38	94	1
FUNasv39	38	1
FUNasv40	96	1
FUNasv41	15	1
FUNasv43	20	3
FUNasv44	92	5
FUNasv45	83	5
FUNasv47	31	1
FUNasv49	99	5
FUNasv51	80	5
FUNasv52	91	5
FUNasv53	22	5
FUNasv54	13	1
FUNasv55	88	5
FUNasv58	24	5
FUNasv62	94	5
FUNasv63	93	1
FUNasv66	34	5
FUNasv67	38	5
FUNasv68	88	1
FUNasv75	50	1
FUNasv76	10	1
FUNasv77	43	5
FUNasv80	45	5
FUNasv81	95	1
FUNasv85	64	5
FUNasv86	93	1
FUNasv87	88	5
FUNasv88	82	5
FUNasv89	59	5
FUNasv91	89	5
FUNasv96	5	4
FUNasv98	104	5
FUNasv101	63	5
FUNasv102	104	5
FUNasv103	90	5
FUNasv132	94	1
FUNasv138	18	1
FUNasv139	32	1
FUNasv143	122	5
FUNasv146	60	1
FUNasv156	91	1
FUNasv158	43	5
FUNasv163	97	5
FUNasv166	13	5
FUNasv172	21	1
FUNasv174	12	2
FUNasv176	24	1
FUNasv178	7	5
FUNasv182	77	5
FUNasv186	97	5
FUNasv188	82	1
FUNasv192	50	1
FUNasv196	37	5
FUNasv203	64	5
FUNasv206	41	2
FUNasv207	92	5
FUNasv209	41	2
FUNasv210	12	2
FUNasv211	14	1
FUNasv214	99	5
FUNasv216	66	1
FUNasv218	38	5
FUNasv220	98	5
FUNasv223	21	2
FUNasv224	83	5
FUNasv229	106	5
FUNasv230	96	5
FUNasv239	39	5
FUNasv246	41	2
FUNasv251	47	5
FUNasv254	99	1
FUNasv257	20	5
FUNasv263	10	1
FUNasv277	85	5
FUNasv286	117	1
FUNasv291	61	5
FUNasv296	117	5
FUNasv301	112	1
FUNasv317	40	5
FUNasv325	37	5
FUNasv330	14	1
FUNasv340	24	5
FUNasv347	10	3
FUNasv359	41	2
FUNasv361	24	5
FUNasv364	61	5
FUNasv370	6	5
FUNasv371	46	5
FUNasv406	18	5
FUNasv413	62	2
FUNasv419	58	5
FUNasv427	7	5
FUNasv443	41	2
FUNasv469	68	1
FUNasv485	58	5
FUNasv513	41	2
FUNasv515	58	5
FUNasv516	39	1
FUNasv544	61	5
FUNasv550	41	2
FUNasv569	41	2
FUNasv588	41	2
FUNasv646	41	2
FUNasv647	41	2
FUNasv687	41	2
FUNasv704	41	2
FUNasv705	41	2
FUNasv727	41	2
FUNasv728	41	2
FUNasv760	41	2
FUNasv761	41	2
FUNasv762	41	2
ProASV3	41	2
ProASV33	41	2
ProASV34	68	1
ProASV41	21	5
ProASV61	41	2
ProASV72	39	1
ProASV77	41	2
ProASV91	7	1
ProASV92	3	1
ProASV95	4	4
ProASV97	4	4
ProASV107	29	1
ProASV115	26	5
ProASV144	11	5
ProASV164	21	1
ProASV168	27	1
ProASV182	24	1
ProASV187	68	1
ProASV188	41	2
ProASV190	39	1
ProASV193	41	2
ProASV199	43	1
ProASV210	23	2
ProASV226	3	1
