nodes_id	degree	modularity
BACasv1	171	3
BACasv2	177	3
BACasv3	181	3
BACasv4	178	3
BACasv5	181	3
BACasv6	205	3
BACasv8	180	3
BACasv9	183	3
BACasv10	209	3
BACasv11	187	3
BACasv12	164	3
BACasv13	199	3
BACasv15	10	2
BACasv16	214	3
BACasv17	196	3
BACasv18	36	2
BACasv19	190	3
BACasv20	29	3
BACasv21	172	3
BACasv22	167	3
BACasv23	19	5
BACasv25	217	3
BACasv26	101	5
BACasv27	197	3
BACasv28	210	3
BACasv29	167	3
BACasv30	163	3
BACasv31	194	3
BACasv32	233	3
BACasv33	167	3
BACasv36	190	3
BACasv37	27	4
BACasv39	184	3
BACasv41	241	3
BACasv42	174	3
BACasv43	195	3
BACasv44	218	3
BACasv46	183	3
BACasv47	128	3
BACasv48	18	5
BACasv49	106	5
BACasv50	79	5
BACasv54	202	3
BACasv59	207	3
BACasv66	205	3
BACasv67	68	3
BACasv70	138	3
BACasv73	121	3
BACasv75	85	5
BACasv76	83	3
BACasv77	7	2
BACasv82	11	2
BACasv84	151	5
BACasv86	115	5
BACasv89	115	3
BACasv90	184	3
BACasv91	49	3
BACasv92	167	3
BACasv96	180	3
BACasv99	69	5
BACasv101	187	3
BACasv102	216	3
BACasv103	202	3
BACasv110	189	3
BACasv113	239	5
BACasv114	22	5
BACasv116	12	5
BACasv121	12	5
BACasv123	32	2
BACasv124	245	3
BACasv125	188	3
BACasv126	16	2
BACasv128	186	3
BACasv129	45	3
BACasv131	110	3
BACasv132	207	3
BACasv134	12	5
BACasv139	234	3
BACasv141	194	3
BACasv142	207	3
BACasv143	80	5
BACasv145	173	3
BACasv148	178	3
BACasv156	176	3
BACasv157	133	5
BACasv160	81	5
BACasv164	157	5
BACasv167	73	5
BACasv169	41	1
BACasv176	172	3
BACasv177	35	5
BACasv181	207	3
BACasv182	13	2
BACasv183	157	5
BACasv186	274	3
BACasv187	176	3
BACasv188	96	5
BACasv192	16	5
BACasv193	279	3
BACasv194	23	5
BACasv195	4	2
BACasv199	274	3
BACasv205	151	5
BACasv206	195	3
BACasv209	279	3
BACasv211	15	2
BACasv215	92	3
BACasv219	274	3
BACasv222	18	2
BACasv231	89	5
BACasv235	139	5
BACasv236	122	3
BACasv237	279	3
BACasv240	170	5
BACasv242	30	2
BACasv245	151	5
BACasv247	115	5
BACasv252	239	5
BACasv253	208	3
BACasv254	115	3
BACasv260	28	2
BACasv267	15	2
BACasv285	28	3
BACasv287	34	2
BACasv288	187	3
BACasv293	274	3
BACasv296	209	3
BACasv300	99	2
BACasv301	195	3
BACasv302	11	2
BACasv309	16	2
BACasv311	202	3
BACasv315	199	3
BACasv317	133	2
BACasv319	239	5
BACasv323	274	3
BACasv324	164	3
BACasv325	13	5
BACasv330	151	5
BACasv331	34	5
BACasv336	151	5
BACasv343	274	3
BACasv348	213	3
BACasv351	213	3
BACasv352	111	5
BACasv358	151	5
BACasv362	133	2
BACasv366	227	3
BACasv385	9	2
BACasv387	213	3
BACasv388	88	3
BACasv391	133	2
BACasv393	279	3
BACasv397	279	3
BACasv398	133	2
BACasv404	33	5
BACasv408	126	3
BACasv411	241	3
BACasv412	10	5
BACasv417	199	3
BACasv419	157	5
BACasv425	151	5
BACasv428	35	3
BACasv429	157	5
BACasv438	133	2
BACasv439	274	3
BACasv440	190	3
BACasv441	41	1
BACasv449	274	3
BACasv450	213	3
BACasv455	134	2
BACasv458	133	2
BACasv459	274	3
BACasv462	68	5
BACasv466	151	5
BACasv467	202	3
BACasv470	133	2
BACasv472	8	2
BACasv482	157	5
BACasv483	151	5
BACasv484	212	3
BACasv492	151	5
BACasv493	35	2
BACasv494	129	5
BACasv495	195	3
BACasv497	133	2
BACasv511	24	5
BACasv521	124	3
BACasv528	112	3
BACasv529	274	3
BACasv530	213	3
BACasv533	10	2
BACasv539	157	5
BACasv546	151	5
BACasv547	122	3
BACasv548	195	3
BACasv560	151	5
BACasv562	174	3
BACasv572	133	2
BACasv575	239	5
BACasv576	151	5
BACasv577	274	3
BACasv578	133	2
BACasv587	157	5
BACasv606	133	2
BACasv607	133	2
BACasv608	160	3
BACasv614	133	2
BACasv622	133	2
BACasv633	151	5
BACasv634	133	2
BACasv645	151	5
BACasv649	170	5
BACasv650	235	3
BACasv669	19	5
BACasv671	8	4
BACasv673	11	2
BACasv688	41	1
BACasv712	133	2
BACasv720	133	2
BACasv725	133	2
BACasv729	109	3
BACasv749	213	3
BACasv770	151	5
BACasv773	170	5
BACasv774	133	2
BACasv775	21	2
BACasv793	170	5
BACasv794	133	2
BACasv823	151	5
BACasv865	133	2
BACasv866	133	2
BACasv867	133	2
BACasv890	11	2
BACasv897	133	2
BACasv925	133	2
BACasv926	133	2
BACasv927	9	2
BACasv962	16	2
BACasv963	133	2
BACasv964	133	2
BACasv965	133	2
BACasv988	16	5
BACasv993	134	2
BACasv994	133	2
BACasv1015	133	2
BACasv1016	133	2
BACasv1017	133	2
BACasv1031	133	2
FUNasv2	238	3
FUNasv3	87	3
FUNasv5	232	3
FUNasv6	183	3
FUNasv7	21	2
FUNasv8	6	5
FUNasv9	62	5
FUNasv10	16	5
FUNasv12	196	3
FUNasv13	146	5
FUNasv14	237	3
FUNasv16	19	5
FUNasv17	20	5
FUNasv18	13	2
FUNasv19	9	2
FUNasv20	19	5
FUNasv22	122	5
FUNasv23	24	5
FUNasv24	241	3
FUNasv27	21	5
FUNasv28	88	3
FUNasv29	165	3
FUNasv30	235	3
FUNasv31	177	3
FUNasv32	232	3
FUNasv33	245	3
FUNasv34	235	3
FUNasv35	191	3
FUNasv36	163	5
FUNasv38	196	3
FUNasv39	37	5
FUNasv40	194	3
FUNasv41	20	5
FUNasv43	21	2
FUNasv44	241	3
FUNasv45	236	3
FUNasv47	23	5
FUNasv48	140	3
FUNasv49	249	3
FUNasv51	232	3
FUNasv52	245	3
FUNasv53	13	4
FUNasv55	200	3
FUNasv57	133	2
FUNasv58	12	4
FUNasv61	138	5
FUNasv62	197	3
FUNasv63	200	3
FUNasv68	196	3
FUNasv69	239	5
FUNasv71	279	3
FUNasv73	65	5
FUNasv74	133	2
FUNasv75	146	5
FUNasv76	61	5
FUNasv77	127	5
FUNasv78	279	3
FUNasv79	133	2
FUNasv80	76	3
FUNasv81	170	3
FUNasv82	133	2
FUNasv83	239	5
FUNasv84	27	2
FUNasv85	130	3
FUNasv86	172	3
FUNasv87	175	3
FUNasv88	166	3
FUNasv89	180	3
FUNasv90	35	5
FUNasv91	177	3
FUNasv92	190	3
FUNasv93	231	3
FUNasv95	61	5
FUNasv96	9	2
FUNasv97	17	2
FUNasv98	181	3
FUNasv100	146	3
FUNasv101	170	3
FUNasv102	206	3
FUNasv103	175	3
FUNasv106	202	3
FUNasv107	235	3
FUNasv108	133	2
FUNasv110	239	5
FUNasv111	239	5
FUNasv112	202	3
FUNasv113	239	5
FUNasv114	56	3
FUNasv115	178	3
FUNasv116	98	2
FUNasv117	202	3
FUNasv118	278	3
FUNasv120	208	3
FUNasv121	239	5
FUNasv122	180	3
FUNasv123	231	3
FUNasv124	279	3
FUNasv125	227	3
FUNasv127	279	3
FUNasv128	278	3
FUNasv129	274	3
FUNasv130	231	3
FUNasv131	239	5
FUNasv132	200	3
FUNasv134	133	2
FUNasv136	232	3
FUNasv137	151	5
FUNasv138	18	2
FUNasv140	21	2
FUNasv141	186	3
FUNasv142	239	5
FUNasv145	207	3
FUNasv146	176	5
FUNasv149	239	5
FUNasv151	230	3
FUNasv153	133	2
FUNasv154	229	3
FUNasv156	171	3
FUNasv157	178	3
FUNasv159	239	5
FUNasv163	181	3
FUNasv166	7	2
FUNasv167	195	3
FUNasv168	133	2
FUNasv169	213	3
FUNasv170	164	3
FUNasv172	20	2
FUNasv173	141	5
FUNasv174	102	2
FUNasv175	247	3
FUNasv176	25	2
FUNasv177	239	5
FUNasv178	3	3
FUNasv179	239	5
FUNasv180	278	3
FUNasv182	234	3
FUNasv184	227	3
FUNasv185	202	3
FUNasv186	172	3
FUNasv187	279	3
FUNasv188	168	3
FUNasv189	9	2
FUNasv191	239	5
FUNasv193	239	5
FUNasv194	160	3
FUNasv197	121	3
FUNasv198	143	2
FUNasv201	235	3
FUNasv203	89	3
FUNasv208	239	5
FUNasv209	16	2
FUNasv210	102	2
FUNasv211	22	5
FUNasv212	209	3
FUNasv213	133	2
FUNasv214	169	3
FUNasv217	133	2
FUNasv218	143	3
FUNasv219	41	5
FUNasv220	195	3
FUNasv221	41	1
FUNasv223	23	2
FUNasv224	237	3
FUNasv225	104	2
FUNasv226	239	5
FUNasv227	188	3
FUNasv230	252	3
FUNasv231	143	2
FUNasv232	239	5
FUNasv233	24	2
FUNasv235	202	3
FUNasv237	126	3
FUNasv238	134	2
FUNasv239	135	5
FUNasv240	133	2
FUNasv241	170	5
FUNasv243	170	5
FUNasv244	6	4
FUNasv245	239	5
FUNasv248	133	2
FUNasv249	24	5
FUNasv250	121	3
FUNasv251	78	3
FUNasv252	209	3
FUNasv254	197	3
FUNasv255	71	5
FUNasv256	134	2
FUNasv259	199	3
FUNasv265	133	2
FUNasv268	114	3
FUNasv269	233	3
FUNasv270	231	3
FUNasv272	243	3
FUNasv276	29	5
FUNasv277	163	3
FUNasv278	86	3
FUNasv281	133	2
FUNasv282	19	2
FUNasv283	10	2
FUNasv287	239	5
FUNasv288	75	3
FUNasv289	226	3
FUNasv290	133	2
FUNasv295	218	3
FUNasv298	239	5
FUNasv300	173	3
FUNasv307	133	2
FUNasv308	115	3
FUNasv312	133	2
FUNasv316	129	3
FUNasv319	195	3
FUNasv321	133	2
FUNasv328	230	3
FUNasv330	19	5
FUNasv336	143	2
FUNasv339	124	3
FUNasv345	151	5
FUNasv346	195	3
FUNasv348	40	3
FUNasv353	87	5
FUNasv354	133	2
FUNasv355	202	3
FUNasv357	124	3
FUNasv359	16	2
FUNasv365	145	5
FUNasv367	133	2
FUNasv370	5	2
FUNasv375	151	5
FUNasv378	13	2
FUNasv381	143	2
FUNasv382	151	5
FUNasv388	133	2
FUNasv389	133	2
FUNasv392	133	2
FUNasv393	133	2
FUNasv399	133	2
FUNasv406	25	5
FUNasv417	133	2
FUNasv421	56	3
FUNasv422	41	1
FUNasv424	143	2
FUNasv425	133	2
FUNasv426	56	3
FUNasv427	14	5
FUNasv431	133	2
FUNasv432	115	3
FUNasv434	134	2
FUNasv451	133	2
FUNasv452	133	2
FUNasv459	239	5
FUNasv460	133	2
FUNasv467	122	3
FUNasv470	133	2
FUNasv473	146	3
FUNasv483	133	2
FUNasv491	10	2
FUNasv496	133	2
FUNasv500	133	2
FUNasv502	151	5
FUNasv512	133	2
FUNasv513	16	2
FUNasv518	133	2
FUNasv528	133	2
FUNasv538	133	2
FUNasv539	133	2
FUNasv556	151	5
FUNasv557	133	2
FUNasv564	133	2
FUNasv565	56	3
FUNasv566	133	2
FUNasv570	133	2
FUNasv573	133	2
FUNasv579	133	2
FUNasv580	134	2
FUNasv584	134	2
FUNasv585	133	2
FUNasv601	133	2
FUNasv624	133	2
FUNasv642	133	2
FUNasv700	133	2
FUNasv715	133	2
FUNasv725	133	2
FUNasv756	133	2
FUNasv760	16	2
ProASV2	12	2
ProASV39	20	2
ProASV41	36	3
ProASV62	143	2
ProASV90	23	5
ProASV91	12	2
ProASV107	24	5
ProASV115	30	3
ProASV118	127	5
ProASV136	178	3
ProASV143	16	2
ProASV144	7	3
ProASV164	25	5
ProASV209	99	2
ProASV210	28	2
ProASV215	16	2
ProASV221	14	2
ProASV246	3	5
ProASV247	73	3
ProASV248	23	2
ProASV250	98	2
ProASV252	98	2
ProASV253	173	3
Rhabditis	17	3
Cephalobus	93	3
Rhabdolaimus	31	5
Paramphidelus	16	5
Filenchus	15	2
Aphelenchus	99	5
Mesodorylaimus	26	5
Microdorylaimus	61	5
