nodes_id	degree	modularity
BACasv1	165	3
BACasv2	194	3
BACasv3	196	3
BACasv4	194	3
BACasv5	180	1
BACasv6	191	3
BACasv8	191	3
BACasv9	195	3
BACasv10	201	1
BACasv11	185	1
BACasv13	176	1
BACasv16	187	1
BACasv17	188	3
BACasv18	34	3
BACasv20	22	1
BACasv21	188	3
BACasv22	179	3
BACasv25	212	1
BACasv26	50	1
BACasv27	187	3
BACasv28	186	1
BACasv29	179	3
BACasv31	172	1
BACasv32	173	1
BACasv33	179	3
BACasv36	201	3
BACasv39	196	3
BACasv41	231	1
BACasv42	188	3
BACasv43	210	3
BACasv44	198	1
BACasv46	195	3
BACasv47	107	1
BACasv48	12	2
BACasv49	44	1
BACasv50	24	1
BACasv54	195	1
BACasv55	132	3
BACasv59	219	3
BACasv66	194	1
BACasv67	83	3
BACasv70	116	1
BACasv73	138	3
BACasv75	37	1
BACasv76	100	3
BACasv80	12	1
BACasv86	95	1
BACasv88	100	3
BACasv89	130	3
BACasv90	200	3
BACasv91	66	3
BACasv96	167	1
BACasv101	198	3
BACasv102	206	3
BACasv103	181	1
BACasv110	185	1
BACasv114	42	3
BACasv116	13	2
BACasv120	13	3
BACasv121	11	1
BACasv123	30	3
BACasv124	183	1
BACasv125	200	3
BACasv128	201	3
BACasv131	126	3
BACasv132	219	3
BACasv134	12	1
BACasv139	171	1
BACasv141	209	3
BACasv142	186	1
BACasv143	20	1
BACasv145	186	3
BACasv148	194	3
BACasv152	108	3
BACasv156	188	3
BACasv157	80	1
BACasv160	31	2
BACasv164	109	1
BACasv169	76	2
BACasv176	188	3
BACasv181	219	3
BACasv182	15	3
BACasv183	109	1
BACasv186	209	1
BACasv187	191	3
BACasv188	46	1
BACasv193	215	1
BACasv194	23	1
BACasv195	5	3
BACasv199	209	1
BACasv206	210	3
BACasv209	215	1
BACasv211	15	3
BACasv215	104	3
BACasv219	209	1
BACasv222	14	1
BACasv230	37	2
BACasv231	29	1
BACasv233	49	2
BACasv234	100	3
BACasv235	82	1
BACasv236	136	3
BACasv237	215	1
BACasv240	119	1
BACasv242	21	1
BACasv247	95	1
BACasv253	221	3
BACasv254	127	3
BACasv260	17	1
BACasv265	132	3
BACasv267	14	1
BACasv270	8	3
BACasv284	100	3
BACasv287	25	1
BACasv288	182	1
BACasv293	209	1
BACasv294	49	2
BACasv296	191	1
BACasv301	210	3
BACasv311	217	3
BACasv315	187	1
BACasv323	209	1
BACasv324	176	3
BACasv325	12	1
BACasv333	49	2
BACasv343	209	1
BACasv348	208	1
BACasv351	196	1
BACasv366	200	1
BACasv387	196	1
BACasv393	215	1
BACasv397	215	1
BACasv399	100	3
BACasv403	27	1
BACasv404	24	1
BACasv408	126	3
BACasv411	231	1
BACasv412	12	2
BACasv417	187	1
BACasv419	109	1
BACasv422	132	3
BACasv429	109	1
BACasv430	108	3
BACasv431	5	3
BACasv439	209	1
BACasv440	178	1
BACasv441	76	2
BACasv442	108	3
BACasv449	209	1
BACasv450	196	1
BACasv455	46	2
BACasv457	49	2
BACasv459	209	1
BACasv460	49	2
BACasv461	49	2
BACasv462	68	1
BACasv467	217	3
BACasv472	4	1
BACasv482	109	1
BACasv484	208	1
BACasv487	49	2
BACasv493	26	1
BACasv494	81	1
BACasv495	210	3
BACasv511	23	1
BACasv528	108	3
BACasv529	209	1
BACasv530	196	1
BACasv533	12	3
BACasv536	100	3
BACasv539	109	1
BACasv547	136	3
BACasv548	210	3
BACasv577	209	1
BACasv579	8	3
BACasv587	109	1
BACasv612	100	3
BACasv621	100	3
BACasv636	100	3
BACasv649	119	1
BACasv650	225	1
BACasv661	49	2
BACasv669	11	1
BACasv670	49	2
BACasv671	5	1
BACasv686	56	2
BACasv687	49	2
BACasv688	76	2
BACasv726	24	3
BACasv727	100	3
BACasv728	100	3
BACasv736	49	2
BACasv749	196	1
BACasv773	119	1
BACasv776	49	2
BACasv793	119	1
BACasv795	49	2
BACasv832	49	2
BACasv868	49	2
BACasv899	49	2
BACasv932	49	2
BACasv933	100	3
BACasv934	49	2
BACasv935	49	2
BACasv967	49	2
BACasv968	49	2
BACasv969	27	1
BACasv993	46	2
FUNasv2	179	1
FUNasv3	98	3
FUNasv5	171	1
FUNasv6	198	3
FUNasv7	44	3
FUNasv8	7	2
FUNasv9	30	3
FUNasv10	8	1
FUNasv11	165	1
FUNasv12	171	1
FUNasv13	93	1
FUNasv14	177	1
FUNasv16	11	1
FUNasv17	16	1
FUNasv18	15	3
FUNasv20	13	2
FUNasv22	72	1
FUNasv23	23	2
FUNasv24	184	1
FUNasv27	21	2
FUNasv28	94	3
FUNasv29	177	3
FUNasv30	173	1
FUNasv32	171	1
FUNasv33	183	1
FUNasv34	176	1
FUNasv35	169	1
FUNasv36	110	1
FUNasv38	188	3
FUNasv39	29	1
FUNasv40	209	3
FUNasv41	18	2
FUNasv43	44	3
FUNasv44	176	1
FUNasv45	176	1
FUNasv47	20	3
FUNasv49	186	1
FUNasv51	174	1
FUNasv52	185	1
FUNasv53	12	1
FUNasv55	181	1
FUNasv58	12	1
FUNasv61	85	1
FUNasv62	174	1
FUNasv63	178	1
FUNasv67	69	1
FUNasv68	188	1
FUNasv71	215	1
FUNasv75	92	1
FUNasv76	27	3
FUNasv77	79	1
FUNasv78	215	1
FUNasv80	61	1
FUNasv81	182	3
FUNasv84	26	3
FUNasv85	111	1
FUNasv86	188	3
FUNasv87	165	1
FUNasv88	149	1
FUNasv89	122	1
