nodes_id	degree	modularity
BACasv4	47	3
BACasv6	45	3
BACasv7	55	3
BACasv14	85	1
BACasv16	50	3
BACasv17	79	1
BACasv21	39	3
BACasv25	51	3
BACasv27	53	3
BACasv29	38	3
BACasv32	75	1
BACasv33	48	3
BACasv34	86	1
BACasv35	37	3
BACasv41	51	3
BACasv42	26	3
BACasv44	59	3
BACasv45	50	1
BACasv47	54	1
BACasv50	47	3
BACasv52	49	3
BACasv53	29	3
BACasv54	62	3
BACasv57	63	3
BACasv62	86	1
BACasv63	50	3
BACasv64	70	3
BACasv70	85	1
BACasv74	82	1
BACasv79	54	3
BACasv81	76	1
BACasv83	60	3
BACasv84	76	1
BACasv85	60	3
BACasv90	46	3
BACasv91	52	1
BACasv98	53	3
BACasv102	44	3
BACasv108	47	3
BACasv109	59	3
BACasv110	20	3
BACasv116	79	1
BACasv119	52	3
BACasv121	31	2
BACasv122	63	2
BACasv125	60	3
BACasv126	25	2
BACasv127	120	2
BACasv128	46	3
BACasv130	69	2
BACasv131	45	3
BACasv133	59	3
BACasv135	42	2
BACasv136	66	1
BACasv137	34	3
BACasv138	62	1
BACasv141	28	2
BACasv143	66	1
BACasv144	86	1
BACasv149	59	3
BACasv150	32	3
BACasv151	86	1
BACasv155	87	1
BACasv157	48	3
BACasv158	69	2
BACasv159	53	3
BACasv162	23	1
BACasv163	86	1
BACasv164	78	1
BACasv165	69	1
BACasv167	51	3
BACasv168	18	3
BACasv169	54	3
BACasv170	17	3
BACasv172	72	1
BACasv175	30	2
BACasv177	80	1
BACasv179	80	1
BACasv180	38	3
BACasv184	68	1
BACasv185	76	1
BACasv189	120	2
BACasv190	120	2
BACasv191	86	1
BACasv192	30	3
BACasv196	74	1
BACasv197	80	1
BACasv198	120	2
BACasv203	53	3
BACasv204	23	1
BACasv206	36	3
BACasv208	86	1
BACasv209	49	3
BACasv210	60	3
BACasv211	81	1
BACasv217	56	3
BACasv218	54	2
BACasv220	65	3
BACasv226	25	1
BACasv227	75	1
BACasv228	59	3
BACasv229	59	3
BACasv232	64	1
BACasv233	59	3
BACasv239	86	1
BACasv241	46	3
BACasv242	64	3
BACasv243	70	1
BACasv245	40	3
BACasv249	46	3
BACasv250	66	1
BACasv254	58	3
BACasv255	86	1
BACasv256	92	1
BACasv258	79	1
BACasv259	67	1
BACasv262	53	3
BACasv264	69	1
BACasv269	54	2
BACasv272	48	3
BACasv273	46	3
BACasv277	64	1
BACasv278	78	1
BACasv282	54	3
BACasv283	83	1
BACasv286	45	3
BACasv290	41	3
BACasv296	86	1
BACasv297	86	1
BACasv298	57	3
BACasv302	62	3
BACasv308	86	1
BACasv309	31	2
BACasv310	46	3
BACasv312	57	3
BACasv317	60	3
BACasv322	13	3
BACasv329	54	2
BACasv333	57	3
BACasv334	56	3
BACasv335	86	1
BACasv340	12	2
BACasv341	25	1
BACasv347	46	2
BACasv350	55	3
BACasv352	84	1
BACasv354	78	1
BACasv355	85	1
BACasv356	86	1
BACasv357	120	2
BACasv362	55	3
BACasv363	120	2
BACasv364	51	3
BACasv365	69	2
BACasv369	77	1
BACasv370	12	1
BACasv378	52	3
BACasv383	55	3
BACasv384	49	2
BACasv385	71	1
BACasv386	20	2
BACasv387	37	3
BACasv390	58	3
BACasv392	57	3
BACasv393	62	3
BACasv395	49	2
BACasv396	54	2
BACasv402	48	3
BACasv403	19	3
BACasv406	38	1
BACasv407	67	1
BACasv408	12	3
BACasv416	51	3
BACasv420	36	1
BACasv421	31	2
BACasv422	71	1
BACasv424	49	2
BACasv434	24	3
BACasv435	66	1
BACasv436	73	1
BACasv437	83	1
BACasv443	27	3
BACasv446	24	3
BACasv447	86	1
BACasv448	49	2
BACasv467	54	2
BACasv469	54	2
BACasv472	55	3
BACasv478	40	3
BACasv479	46	3
BACasv480	54	2
BACasv481	120	2
BACasv489	43	3
BACasv491	57	3
BACasv513	22	3
BACasv526	29	3
BACasv527	32	3
BACasv528	63	3
BACasv535	53	3
BACasv537	63	1
BACasv544	54	2
BACasv545	32	3
BACasv550	38	2
BACasv557	70	1
BACasv558	63	2
BACasv559	54	2
BACasv565	22	3
BACasv571	63	1
BACasv572	54	2
BACasv573	54	2
BACasv574	66	3
BACasv584	31	3
BACasv585	41	3
BACasv586	17	3
BACasv594	49	3
BACasv595	35	1
BACasv602	66	3
BACasv603	29	3
BACasv604	54	2
BACasv605	25	3
BACasv614	46	3
BACasv616	32	1
BACasv619	30	3
BACasv624	41	1
BACasv625	62	1
BACasv626	41	1
BACasv627	61	1
BACasv628	47	2
BACasv629	54	2
BACasv630	49	2
BACasv631	120	2
BACasv632	47	2
BACasv638	32	3
BACasv643	49	2
BACasv662	13	3
BACasv667	63	1
BACasv668	25	3
BACasv684	46	3
BACasv685	46	3
BACasv695	41	3
BACasv699	41	3
BACasv711	66	3
BACasv721	31	1
BACasv724	54	2
BACasv743	20	2
BACasv744	54	2
BACasv745	54	2
BACasv746	54	2
BACasv747	54	2
BACasv759	49	2
BACasv792	12	3
BACasv805	31	3
BACasv829	54	2
BACasv860	54	2
BACasv861	49	2
BACasv862	54	2
BACasv863	54	2
BACasv864	54	2
BACasv894	54	2
BACasv895	54	2
BACasv896	54	2
BACasv922	54	2
BACasv923	54	2
BACasv924	54	2
BACasv960	54	2
BACasv961	54	2
BACasv992	54	2
BACasv1030	54	2
BACasv1046	54	2
