nodes_id	degree	modularity
BACasv1	47	3
BACasv4	98	2
BACasv6	42	3
BACasv7	124	2
BACasv14	50	3
BACasv16	51	3
BACasv17	49	3
BACasv19	52	3
BACasv21	98	2
BACasv25	127	2
BACasv26	101	2
BACasv29	97	2
BACasv32	51	3
BACasv33	104	2
BACasv35	72	3
BACasv40	44	3
BACasv41	113	2
BACasv44	145	2
BACasv45	33	3
BACasv46	27	3
BACasv47	25	3
BACasv50	97	2
BACasv51	34	3
BACasv52	91	3
BACasv53	68	3
BACasv54	45	3
BACasv57	118	2
BACasv58	44	3
BACasv60	43	3
BACasv63	111	2
BACasv64	55	3
BACasv67	48	3
BACasv70	49	3
BACasv72	107	2
BACasv74	50	3
BACasv79	125	2
BACasv81	49	3
BACasv83	145	2
BACasv84	51	3
BACasv85	116	2
BACasv91	37	3
BACasv98	110	2
BACasv101	45	3
BACasv104	102	2
BACasv107	103	2
BACasv108	100	2
BACasv109	144	2
BACasv116	47	3
BACasv119	122	2
BACasv125	127	2
BACasv126	3	3
BACasv131	133	2
BACasv132	140	2
BACasv133	106	2
BACasv135	17	3
BACasv137	82	2
BACasv141	28	3
BACasv142	70	1
BACasv143	35	3
BACasv147	101	2
BACasv149	50	3
BACasv150	26	3
BACasv152	101	1
BACasv155	49	3
BACasv157	79	3
BACasv162	23	3
BACasv164	48	3
BACasv166	99	2
BACasv167	40	3
BACasv168	23	3
BACasv169	137	2
BACasv170	33	2
BACasv171	127	2
BACasv177	47	3
BACasv179	45	3
BACasv180	35	3
BACasv181	58	2
BACasv183	29	2
BACasv184	40	3
BACasv185	48	3
BACasv191	53	3
BACasv196	45	3
BACasv202	103	2
BACasv203	77	3
BACasv204	23	3
BACasv206	70	3
BACasv208	53	3
BACasv209	112	2
BACasv210	114	2
BACasv211	54	3
BACasv216	107	2
BACasv217	57	3
BACasv220	121	2
BACasv224	112	2
BACasv225	140	2
BACasv226	30	3
BACasv228	144	2
BACasv229	82	3
BACasv233	47	3
BACasv239	51	3
BACasv241	42	3
BACasv242	112	3
BACasv243	39	3
BACasv246	103	2
BACasv247	1	4
BACasv248	139	2
BACasv249	45	3
BACasv254	138	2
BACasv256	49	3
BACasv257	13	3
BACasv259	43	3
BACasv262	104	2
BACasv263	139	2
BACasv273	40	3
BACasv274	139	2
BACasv275	112	2
BACasv278	49	3
BACasv279	103	2
BACasv280	101	2
BACasv282	137	2
BACasv283	46	3
BACasv286	45	3
BACasv289	102	2
BACasv290	63	3
BACasv293	55	2
BACasv298	41	3
BACasv302	55	3
BACasv303	99	2
BACasv304	56	1
BACasv310	40	3
BACasv312	78	2
BACasv313	102	2
BACasv315	68	1
BACasv322	43	3
BACasv327	103	2
BACasv328	39	3
BACasv330	64	1
BACasv331	9	3
BACasv333	111	2
BACasv334	126	2
BACasv335	53	3
BACasv338	59	2
BACasv339	101	2
BACasv341	28	3
BACasv342	117	2
BACasv343	112	2
BACasv345	82	2
BACasv346	91	2
BACasv349	103	2
BACasv350	51	3
BACasv352	43	3
BACasv353	101	2
BACasv354	49	3
BACasv355	44	3
BACasv362	44	3
BACasv364	69	3
BACasv368	58	2
BACasv370	17	3
BACasv371	82	2
BACasv375	103	2
BACasv376	121	2
BACasv378	141	2
BACasv380	15	3
BACasv383	49	3
BACasv390	51	3
BACasv391	139	2
BACasv392	145	2
BACasv393	131	2
BACasv402	39	3
BACasv403	28	3
BACasv404	107	2
BACasv406	38	3
BACasv407	39	3
BACasv414	117	2
BACasv416	107	1
BACasv417	84	1
BACasv418	102	2
BACasv420	26	3
BACasv422	40	3
BACasv429	1	4
BACasv433	101	1
BACasv434	49	3
BACasv436	52	3
BACasv437	48	3
BACasv441	56	1
BACasv444	47	2
BACasv445	127	2
BACasv446	52	3
BACasv453	103	2
BACasv457	139	2
BACasv458	140	2
BACasv462	56	1
BACasv464	140	2
BACasv468	101	2
BACasv472	125	2
BACasv479	42	3
BACasv485	119	2
BACasv486	56	1
BACasv487	63	2
BACasv488	64	1
BACasv489	91	1
BACasv499	139	2
BACasv501	63	2
BACasv502	56	1
BACasv503	101	1
BACasv508	121	2
BACasv509	70	1
BACasv510	102	2
BACasv513	36	3
BACasv518	127	2
BACasv521	82	2
BACasv526	30	3
BACasv527	33	3
BACasv528	48	3
BACasv530	82	2
BACasv534	121	2
BACasv535	41	3
BACasv536	58	2
BACasv537	33	3
BACasv538	101	1
BACasv539	82	2
BACasv545	33	3
BACasv551	127	2
BACasv553	91	2
BACasv555	82	2
BACasv557	35	3
BACasv566	102	2
BACasv585	34	3
BACasv590	103	2
BACasv592	91	2
BACasv593	101	1
BACasv594	75	2
BACasv595	36	3
BACasv603	30	3
BACasv605	23	3
BACasv607	101	1
BACasv614	83	3
BACasv615	56	1
BACasv616	35	3
BACasv617	91	2
BACasv618	117	2
BACasv619	66	1
BACasv628	13	3
BACasv632	13	3
BACasv639	127	2
BACasv641	64	2
BACasv651	103	2
BACasv655	119	2
BACasv658	56	1
BACasv659	25	3
BACasv661	101	1
BACasv662	43	3
BACasv663	68	1
BACasv668	21	3
BACasv679	11	3
BACasv680	60	2
BACasv684	40	3
BACasv685	42	3
BACasv693	64	1
BACasv694	59	2
BACasv702	56	1
BACasv703	64	1
BACasv704	56	1
BACasv705	101	1
BACasv717	56	1
BACasv719	91	2
BACasv720	139	2
BACasv733	63	2
BACasv735	54	2
BACasv739	101	1
BACasv758	80	2
BACasv762	56	1
BACasv763	91	2
BACasv764	56	1
BACasv765	101	1
BACasv767	101	1
BACasv775	56	1
BACasv778	121	2
BACasv779	103	2
BACasv786	56	1
BACasv805	54	2
BACasv807	117	2
BACasv812	63	2
BACasv817	56	1
BACasv821	101	1
BACasv823	84	1
BACasv833	56	1
BACasv850	63	2
BACasv851	56	1
BACasv852	63	2
BACasv853	56	1
BACasv854	56	1
BACasv855	56	1
BACasv876	63	2
BACasv878	26	2
BACasv880	56	1
BACasv881	56	1
BACasv882	63	2
BACasv883	56	1
BACasv884	70	1
BACasv887	63	2
BACasv912	101	1
BACasv915	68	1
BACasv950	63	2
BACasv951	56	1
BACasv952	56	1
BACasv953	68	1
BACasv982	56	1
BACasv985	101	1
BACasv998	32	2
BACasv1005	12	3
BACasv1006	56	1
BACasv1023	63	2
BACasv1024	56	1
BACasv1025	68	1
BACasv1041	56	1
BACasv1042	56	1
