nodes_id	degree	modularity
BACasv1	85	1
BACasv3	120	2
BACasv4	89	3
BACasv7	96	3
BACasv8	106	3
BACasv11	120	2
BACasv12	106	3
BACasv13	120	2
BACasv14	87	1
BACasv17	89	2
BACasv20	106	3
BACasv21	11	3
BACasv22	106	3
BACasv23	120	1
BACasv24	8	3
BACasv25	93	3
BACasv27	94	3
BACasv28	106	3
BACasv29	86	3
BACasv30	106	3
BACasv31	120	1
BACasv32	88	2
BACasv33	87	3
BACasv35	82	3
BACasv36	120	1
BACasv37	120	1
BACasv38	120	1
BACasv39	94	3
BACasv40	85	3
BACasv41	94	3
BACasv42	81	3
BACasv45	83	1
BACasv46	13	2
BACasv47	3	3
BACasv48	120	1
BACasv49	120	1
BACasv50	87	3
BACasv53	81	3
BACasv54	87	1
BACasv56	18	3
BACasv58	87	1
BACasv60	88	1
BACasv61	106	3
BACasv65	120	1
BACasv67	91	3
BACasv69	106	3
BACasv70	90	2
BACasv71	106	3
BACasv73	120	1
BACasv76	106	3
BACasv77	106	3
BACasv78	120	1
BACasv80	120	1
BACasv87	85	2
BACasv89	120	1
BACasv90	15	3
BACasv92	120	1
BACasv93	106	3
BACasv94	68	3
BACasv96	120	1
BACasv99	120	1
BACasv100	120	1
BACasv101	86	1
BACasv102	20	3
BACasv105	120	1
BACasv106	120	1
BACasv112	8	2
BACasv113	63	1
BACasv114	120	1
BACasv118	84	2
BACasv120	120	1
BACasv123	87	2
BACasv124	120	1
BACasv128	21	3
BACasv129	106	3
BACasv139	120	1
BACasv140	120	1
BACasv143	6	2
BACasv145	63	1
BACasv146	106	3
BACasv148	106	3
BACasv153	120	1
BACasv154	106	3
BACasv156	120	1
BACasv168	81	2
BACasv173	95	3
BACasv175	6	3
BACasv176	120	1
BACasv177	86	1
BACasv182	120	1
BACasv183	6	3
BACasv187	120	1
BACasv188	23	3
BACasv192	34	3
BACasv194	120	1
BACasv195	120	1
BACasv207	106	3
BACasv212	120	1
BACasv213	120	1
BACasv221	120	1
BACasv236	63	1
BACasv237	23	3
BACasv251	106	3
BACasv257	3	3
BACasv261	63	1
BACasv267	106	3
BACasv268	120	1
BACasv276	63	1
BACasv285	120	1
BACasv288	91	1
BACasv295	8	2
BACasv305	120	1
BACasv316	95	3
BACasv317	14	3
BACasv324	120	1
BACasv331	2	3
BACasv352	86	1
BACasv374	106	3
BACasv389	106	3
BACasv413	106	3
BACasv421	5	3
BACasv426	63	1
BACasv440	120	1
BACasv442	120	1
BACasv450	106	3
BACasv451	63	1
BACasv455	8	2
BACasv489	83	2
BACasv492	63	1
BACasv514	120	1
BACasv522	120	1
BACasv562	106	3
BACasv579	63	1
BACasv580	18	3
BACasv581	120	1
BACasv597	120	1
BACasv620	63	1
BACasv644	63	1
BACasv672	120	1
BACasv708	63	1
BACasv889	63	1
BACasv890	120	1
BACasv986	63	1
