"","Proportion.removed","remain.mean","remain.sd","remain.se","weighted","biota","treat"
"1",0.05,0.879004975124378,0.00821249506799925,0.000821249506799925,"weighted","soil micro-food web","arable"
"2",0.1,0.833333333333333,0.00920632271416977,0.000920632271416977,"weighted","soil micro-food web","arable"
"3",0.15,0.786069651741294,0.0108401495626399,0.00108401495626399,"weighted","soil micro-food web","arable"
"4",0.2,0.740945273631841,0.0116678080360136,0.00116678080360136,"weighted","soil micro-food web","arable"
"5",0.25,0.69273631840796,0.0131367037767168,0.00131367037767168,"weighted","soil micro-food web","arable"
"6",0.3,0.644975124378109,0.0132201797143482,0.00132201797143482,"weighted","soil micro-food web","arable"
"7",0.35,0.598955223880597,0.0138369760969852,0.00138369760969852,"weighted","soil micro-food web","arable"
"8",0.4,0.552089552238806,0.0129514525225634,0.00129514525225634,"weighted","soil micro-food web","arable"
"9",0.45,0.506069651741294,0.0198133677313563,0.00198133677313563,"weighted","soil micro-food web","arable"
"10",0.5,0.451243781094527,0.0346387108302499,0.00346387108302499,"weighted","soil micro-food web","arable"
"11",0.55,0.401592039800995,0.0299434044442528,0.00299434044442528,"weighted","soil micro-food web","arable"
"12",0.6,0.349004975124378,0.0425948826490119,0.00425948826490119,"weighted","soil micro-food web","arable"
"13",0.65,0.303930348258706,0.0382708468091979,0.00382708468091979,"weighted","soil micro-food web","arable"
"14",0.7,0.259452736318408,0.0348751921141179,0.00348751921141179,"weighted","soil micro-food web","arable"
"15",0.75,0.211492537313433,0.0329898377805516,0.00329898377805516,"weighted","soil micro-food web","arable"
"16",0.8,0.16318407960199,0.0314575025308515,0.00314575025308515,"weighted","soil micro-food web","arable"
"17",0.85,0.120248756218905,0.0277684267502805,0.00277684267502805,"weighted","soil micro-food web","arable"
"18",0.9,0.077910447761194,0.019407172437922,0.0019407172437922,"weighted","soil micro-food web","arable"
"19",0.95,0.0381592039800995,0.0118337668500925,0.00118337668500925,"weighted","soil micro-food web","arable"
"20",1,0,0,0,"weighted","soil micro-food web","arable"
"21",0.05,0.896965174129353,0.00401854640272051,0.000401854640272051,"unweighted","soil micro-food web","arable"
"22",0.1,0.849054726368159,0.00579763135623791,0.000579763135623791,"unweighted","soil micro-food web","arable"
"23",0.15,0.799850746268657,0.00770921346545238,0.000770921346545238,"unweighted","soil micro-food web","arable"
"24",0.2,0.75228855721393,0.00797823851704184,0.000797823851704184,"unweighted","soil micro-food web","arable"
"25",0.25,0.705422885572139,0.00898073322068309,0.000898073322068309,"unweighted","soil micro-food web","arable"
"26",0.3,0.657761194029851,0.00813341736135355,0.000813341736135355,"unweighted","soil micro-food web","arable"
"27",0.35,0.609751243781095,0.00900922348205482,0.000900922348205482,"unweighted","soil micro-food web","arable"
"28",0.4,0.562189054726368,0.0091381772716368,0.00091381772716368,"unweighted","soil micro-food web","arable"
"29",0.45,0.514726368159204,0.00936571410380439,0.000936571410380439,"unweighted","soil micro-food web","arable"
"30",0.5,0.46771144278607,0.0107822190797017,0.00107822190797017,"unweighted","soil micro-food web","arable"
"31",0.55,0.415572139303483,0.00980993076755949,0.000980993076755949,"unweighted","soil micro-food web","arable"
"32",0.6,0.370099502487562,0.0092711362861353,0.00092711362861353,"unweighted","soil micro-food web","arable"
"33",0.65,0.321990049751244,0.0110701952028382,0.00110701952028382,"unweighted","soil micro-food web","arable"
"34",0.7,0.273134328358209,0.00898643849891526,0.000898643849891526,"unweighted","soil micro-food web","arable"
"35",0.75,0.225870646766169,0.00982381098003613,0.000982381098003613,"unweighted","soil micro-food web","arable"
"36",0.8,0.181144278606965,0.00869213353424806,0.000869213353424806,"unweighted","soil micro-food web","arable"
"37",0.85,0.135572139303483,0.00759551455209314,0.000759551455209314,"unweighted","soil micro-food web","arable"
"38",0.9,0.0868159203980099,0.00690587349684519,0.000690587349684519,"unweighted","soil micro-food web","arable"
"39",0.95,0.0427860696517413,0.00600022576274156,0.000600022576274157,"unweighted","soil micro-food web","arable"
"40",1,0,0,0,"unweighted","soil micro-food web","arable"
