"","x"
"1",-0.000445371518773287
"2",-0.00716540759950379
"3",-0.000445371518773287
"4",-0.00716540759950379
"5",-0.000445371518773287
"6",0.00487465704513854
"7",-0.00716540759950379
"8",-0.00716540759950379
"9",-0.000445371518773287
"10",-0.00716540759950379
"11",-0.00716540759950379
"12",-0.000445371518773287
"13",-0.000445371518773287
"14",-0.000445371518773287
"15",-0.000445371518773287
"16",-0.000445371518773287
"17",-0.000445371518773287
"18",-0.013325440673507
"19",-0.00716540759950379
"20",-0.000445371518773287
"21",0.00487465704513854
"22",-0.00716540759950379
"23",-0.00716540759950379
"24",-0.000445371518773287
"25",0.00487465704513854
"26",-0.00716540759950379
"27",-0.00716540759950379
"28",-0.000445371518773287
"29",-0.000445371518773287
"30",-0.000445371518773287
"31",-0.000445371518773287
"32",-0.00716540759950379
"33",-0.000445371518773287
"34",0.00487465704513854
"35",-0.000445371518773287
"36",-0.000445371518773287
"37",-0.000445371518773287
"38",-0.000445371518773287
"39",-0.000445371518773287
"40",-0.000445371518773287
"41",-0.000445371518773287
"42",-0.00716540759950379
"43",0.00487465704513854
"44",-0.000445371518773287
"45",-0.000445371518773287
"46",-0.00716540759950379
"47",-0.00716540759950379
"48",-0.000445371518773287
"49",-0.00716540759950379
"50",-0.000445371518773287
"51",0.00487465704513854
"52",-0.013325440673507
"53",-0.000445371518773287
"54",0.00487465704513854
"55",-0.000445371518773287
"56",-0.000445371518773287
"57",-0.000445371518773287
"58",-0.000445371518773287
"59",0.00487465704513854
"60",-0.00716540759950379
"61",-0.000445371518773287
"62",-0.000445371518773287
"63",0.00487465704513854
"64",-0.000445371518773287
"65",0.00487465704513854
"66",0.00487465704513854
"67",-0.013325440673507
"68",0.00487465704513854
"69",0.00487465704513854
"70",-0.013325440673507
"71",-0.00716540759950379
"72",0.00487465704513854
"73",0.00487465704513854
"74",-0.00716540759950379
"75",-0.000445371518773287
"76",0.00487465704513854
"77",-0.000445371518773287
"78",0.00487465704513854
"79",-0.000445371518773287
"80",0.00487465704513854
"81",-0.013325440673507
"82",-0.000445371518773287
"83",0.00487465704513854
"84",0.00487465704513854
"85",-0.013325440673507
"86",0.00487465704513854
"87",0.00487465704513854
"88",-0.00716540759950379
"89",0.00487465704513854
"90",-0.00716540759950379
"91",0.00487465704513854
"92",-0.013325440673507
"93",0.00487465704513854
"94",0.00487465704513854
"95",-0.00716540759950379
"96",0.00487465704513854
"97",-0.013325440673507
"98",0.00487465704513854
"99",-0.000445371518773287
"100",-0.000445371518773287
"101",0.00487465704513854
"102",-0.00716540759950379
"103",0.00487465704513854
"104",0.00487465704513854
"105",0.00487465704513854
"106",-0.000445371518773287
"107",-0.000445371518773287
"108",0.00487465704513854
"109",0.00487465704513854
"110",0.00487465704513854
"111",0.00487465704513854
"112",0.00487465704513854
"113",-0.00716540759950379
"114",0.00487465704513854
"115",-0.013325440673507
"116",-0.000445371518773287
"117",0.00487465704513854
"118",-0.000445371518773287
"119",0.00487465704513854
"120",0.00487465704513854
"121",0.00487465704513854
"122",0.00487465704513854
"123",0.00487465704513854
"124",0.00487465704513854
"125",-0.000445371518773287
"126",0.00487465704513854
"127",0.00487465704513854
"128",0.00487465704513854
"129",0.00487465704513854
"130",0.00487465704513854
"131",0.00487465704513854
"132",0.00487465704513854
"133",0.00487465704513854
"134",0.00487465704513854
"135",0.00487465704513854
"136",0.00487465704513854
"137",-0.013325440673507
"138",0.00487465704513854
"139",0.00487465704513854
"140",0.00487465704513854
"141",0.00487465704513854
"142",-0.000445371518773287
"143",0.00487465704513854
"144",0.00487465704513854
"145",0.00487465704513854
"146",0.00487465704513854
"147",0.00487465704513854
"148",0.00487465704513854
"149",0.00487465704513854
