ASVID	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4
BACasv105	0	0	0	0	0.002965473	0.002131087	0	0
BACasv106	0	0	0	0	0.002330015	0.000792962	0	0
BACasv112	0	0.002192402	0	0.00147065	0.001747511	0.001536365	0	0
BACasv113	0	0	0	0	0.000476594	0	0	0
BACasv114	0	0	0	0	0.002594789	0.001462025	0	0
BACasv118	0.000935822	0.001096201	0	0	0.003547977	0.001908066	0	0
BACasv120	0	0	0	0	0.005877992	0.003047949	0	0
BACasv123	0	0.0002268	0	0	0.002647744	0.005278156	0	0
BACasv124	0	0	0	0	0.001376827	0.000669062	0	0
BACasv128	0	0	0	0	0.003653887	0.000495602	0.00266684	0.001210654
BACasv129	0	0	0	0	0.001588646	0.002007186	0	0
BACasv139	0	0	0	0	0.002594789	0.001139884	0	0
BACasv140	0	0	0	0	0.001535692	0.001338124	0	0
BACasv143	0.002610452	0.003402003	0.004275453	0.007017102	0.001694556	0.002849709	0.008846104	0.016315001
BACasv145	0	0	0	0	0.000582504	0	0	0
BACasv146	0	0	0	0	0.000582504	0.001139884	0	0
BACasv148	0	0	0	0	0.001482737	0.002899269	0	0
BACasv153	0	0	0	0	0.003865706	0.001065543	0	0
BACasv154	0	0	0	0	0.001165007	0.001214224	0	0
BACasv156	0	0	0	0	0.000582504	0.000396481	0	0
BACasv168	0.008520908	0.007673408	0.016816783	0.009076012	0.000582504	0	0.012943931	0.006110919
BACasv173	0	0	0	0	0.001217962	0.000768182	0.000390269	0
BACasv175	0	0	0	0	0.000529549	0	0.00533368	0.003747262
BACasv176	0	0	0	0	0.001165007	0.000892083	0	0
BACasv177	0.005516426	0.006879607	0.005529586	0.005168284	0.000688413	0	0.008650969	0.011530036
BACasv182	0	0	0	0	0.003230248	0.001660265	0	0
BACasv183	0	0	0.001368145	0.002142947	0.002435925	0.000966423	0.009886822	0.003516661
BACasv187	0	0	0	0	0.004607075	0.002403667	0	0
BACasv188	0	0	0	0	0.007307774	0	0.001626122	0
BACasv192	0	0	0	0	0.000370684	0.001437244	0	0.000980053
BACasv194	0	0	0	0	0.001006143	0.000892083	0	0
BACasv195	0	0	0	0	0.001006143	0.000792962	0	0
BACasv207	0	0	0	0	0.000317729	0.001759385	0	0
BACasv212	0	0	0	0	0.001112053	0.000569942	0	0
BACasv213	0	0	0	0	0.001006143	0.000842523	0	0
BACasv221	0	0	0	0	0.001906376	0.000817743	0	0
BACasv236	0	0	0	0	0.000953188	0	0	0
BACasv237	0	0	0	0	0.003918661	0	0.001235853	0
BACasv251	0	0	0	0	0.000847278	0.001313344	0	0
BACasv257	0.001576122	0.000831601	0.002052218	0.001596706	0.000582504	0	0.003057109	0
BACasv261	0	0	0	0	0.000900233	0	0	0
BACasv267	0	0	0	0	0.001588646	0.001833726	0	0
BACasv268	0	0	0	0	0.001588646	0.000644282	0	0
BACasv276	0	0	0	0	0.002912519	0	0	0
BACasv285	0	0	0	0	0.001217962	0.000520382	0	0
BACasv288	0	0	0	8.40E-05	0.000900233	0.002205427	0	0
BACasv295	0	0.001927802	0	0	0.001588646	0.001214224	0	0.000922403
BACasv305	0	0	0	0	0.001376827	0.000569942	0	0
BACasv316	0	0	0	0	0.002012286	0.001189444	0.001105763	0
BACasv317	0	0	0	0	0.000635459	0.000346921	0.00253675	0.001268304
BACasv324	0	0	0	0	0.00021182	0.00014868	0	0
BACasv331	0.000985076	0.001058401	0.000684073	0	0.000423639	0.000743402	0	0
BACasv352	0.003841797	0.003213003	0.001197127	0.003109374	0.000317729	0.000198241	0.006504488	0.006283869
BACasv374	0	0	0	0	0.000529549	0.000718622	0	0
BACasv389	0	0	0	0	0.000264774	0.001214224	0	0
BACasv413	0	0	0	0	0.000317729	0.000446041	0	0
BACasv421	0	0	0	0	0.000317729	0	0.000975673	0.001153004
BACasv426	0	0	0	0	0.000688413	0	0	0
BACasv440	0	0	0	0	0.000423639	0.000322141	0	0
BACasv442	0	0	0	0	0.000529549	9.91E-05	0	0
BACasv450	0	0	0	0	0.00021182	0.000322141	0	0
BACasv451	0	0	0	0	0.000953188	0	0	0
BACasv455	0	0.001171801	0	0	0.000317729	0.000223021	0	0
BACasv489	0.001379107	0.0004536	0.001539163	0.001974873	0.000158865	0	0.000455314	0.000461201
BACasv492	0	0	0	0	0.000582504	0	0	0
BACasv514	0	0	0	0	0.000688413	0.000247801	0	0
BACasv522	0	0	0	0	0.000635459	0.000297361	0	0
BACasv562	0	0	0	0	0.000476594	0.000569942	0	0
BACasv579	0	0	0	0	0.000370684	0	0	0
BACasv580	0	0	0	0	0.000317729	0.000198241	0.000650449	0
BACasv581	0	0	0	0	0.000741368	0.000322141	0	0
BACasv597	0	0	0	0	0.000529549	0.000495602	0	0
BACasv620	0	0	0	0	0.001006143	0	0	0
BACasv644	0	0	0	0	0.000953188	0	0	0
BACasv672	0	0	0	0	0.000688413	0.000223021	0	0
BACasv708	0	0	0	0	0.000794323	0	0	0
BACasv889	0	0	0	0	0.000423639	0	0	0
BACasv890	0	0	0	0	0.000423639	0.000198241	0	0
BACasv986	0	0	0	0	0.000264774	0	0	0
