nodes_id	degree	modularity
BACasv1	56	3
BACasv4	115	2
BACasv6	64	3
BACasv7	112	2
BACasv14	55	3
BACasv16	45	3
BACasv17	52	3
BACasv19	52	3
BACasv21	127	2
BACasv25	119	2
BACasv26	92	2
BACasv27	116	2
BACasv29	98	2
BACasv32	53	3
BACasv33	106	2
BACasv35	58	3
BACasv40	53	3
BACasv41	134	2
BACasv42	55	2
BACasv44	147	2
BACasv45	45	3
BACasv46	32	3
BACasv47	32	3
BACasv51	42	3
BACasv52	88	3
BACasv53	56	3
BACasv54	48	3
BACasv57	137	2
BACasv58	49	3
BACasv60	48	3
BACasv63	132	2
BACasv64	62	3
BACasv67	52	3
BACasv70	63	3
BACasv72	99	2
BACasv74	56	3
BACasv79	116	2
BACasv81	54	3
BACasv82	121	2
BACasv83	147	2
BACasv84	53	3
BACasv85	122	2
BACasv88	68	2
BACasv91	52	3
BACasv98	140	2
BACasv101	57	3
BACasv104	126	2
BACasv107	110	2
BACasv108	126	2
BACasv109	146	2
BACasv116	59	3
BACasv119	109	2
BACasv122	38	3
BACasv125	118	2
BACasv126	4	3
BACasv131	136	2
BACasv132	142	2
BACasv133	134	2
BACasv136	42	3
BACasv137	84	2
BACasv141	30	2
BACasv142	65	2
BACasv143	44	3
BACasv147	116	2
BACasv149	56	3
BACasv150	34	3
BACasv152	72	2
BACasv155	57	3
BACasv157	79	3
BACasv159	46	3
BACasv162	25	3
BACasv164	52	3
BACasv166	129	2
BACasv167	42	3
BACasv168	22	3
BACasv169	139	2
BACasv170	26	2
BACasv171	116	2
BACasv177	53	3
BACasv179	59	3
BACasv180	38	3
BACasv181	59	2
BACasv184	45	3
BACasv185	52	3
BACasv191	59	3
BACasv197	50	3
BACasv199	32	2
BACasv202	110	2
BACasv203	64	3
BACasv204	27	3
BACasv206	70	2
BACasv208	59	3
BACasv209	129	2
BACasv210	128	2
BACasv211	53	3
BACasv216	129	2
BACasv217	50	3
BACasv220	127	3
BACasv224	134	2
BACasv225	142	2
BACasv226	30	3
BACasv227	49	3
BACasv228	146	2
BACasv229	103	3
BACasv232	40	3
BACasv233	55	3
BACasv235	42	2
BACasv239	57	3
BACasv241	48	3
BACasv242	104	3
BACasv245	37	3
BACasv246	133	2
BACasv248	139	2
BACasv249	47	3
BACasv250	42	3
BACasv254	140	2
