nodes_id	within_module_connectivities	among_module_connectivities	degree	modularity
FUNasv10	-1.88245559936191	0.32	5	3
FUNasv101	0.694289707749449	0.46141975308642	36	3
FUNasv102	0.823126973105017	0.566749733001068	53	3
FUNasv103	0.951964238460584	0.526077097505669	42	3
FUNasv11	-0.207571149739526	0.613920285544319	41	3
FUNasv112	1.14216530208954	0.345825115055884	39	4
FUNasv119	-0.654622319423022	0.207612456747405	17	4
FUNasv12	0.356070717677794	0.536716647443291	51	4
FUNasv13	-0.205425414044881	0.350694444444444	24	4
FUNasv132	1.029866075745	0.291666666666667	36	4
FUNasv139	-0.654622319423022	0.1171875	16	4
FUNasv14	0.243771491333259	0.604651162790698	43	4
FUNasv140	-1.44071690383477	0	8	4
FUNasv143	0.951964238460584	0.563775510204082	56	3
FUNasv146	0.131472264988724	0.364795918367347	28	4
FUNasv155	0	0.54	10	1
FUNasv156	-0.0931261877003461	0.507804370447451	31	4
FUNasv158	-0.879220772112092	0.425925925925926	18	4
FUNasv16	-1.88245559936191	0	4	3
FUNasv163	0.767495743833815	0.64625	40	2
FUNasv166	-1.4959438032952	0	7	3
FUNasv169	1.47906298112315	0.393086419753086	45	4
FUNasv17	-0.0787338843839581	0.18	20	3
FUNasv18	-1.88991380921291	0	4	4
FUNasv182	-0.207571149739526	0.63875	40	3
FUNasv186	0.307777911682745	0.560993425858291	37	3
FUNasv192	0.019173038644189	0.375	28	4
FUNasv2	0.580669170366864	0.425925925925926	36	4
FUNasv20	-1.88991380921291	0	4	4
FUNasv203	-0.722920211161797	0.515	20	3
FUNasv204	1.21520159440354	0.32	15	2
FUNasv207	0.243771491333259	0.559190957763236	41	4
FUNasv211	1.15549332977946	0	5	5
FUNasv214	0.436615177038313	0.558601134215501	46	3
FUNasv224	-0.207571149739526	0.603550295857988	39	3
FUNasv229	0.019173038644189	0.604338842975207	44	4
FUNasv24	-0.127915957305636	0.629132231404959	44	2
FUNasv249	-1.88991380921291	0	4	4
FUNasv254	0.805267623055935	0.485925925925926	45	4
FUNasv257	-1.62478106865077	0.244897959183674	7	3
FUNasv269	0.243771491333259	0.518950437317784	49	4
FUNasv27	-2.00221303555744	0.375	4	4
FUNasv276	1.15549332977946	0.493827160493827	9	5
FUNasv277	0.565452442393881	0.528853177501826	37	3
FUNasv29	-0.0931261877003461	0.491111111111111	30	4
FUNasv291	1.46731329988286	0.251428571428571	35	3
FUNasv296	0.468369944022329	0.565843621399177	54	4
FUNasv30	1.08080150381615	0.530245746691872	46	3
FUNasv301	0.805267623055935	0.489795918367347	42	4
FUNasv309	1.21520159440354	0.582644628099174	22	2
FUNasv310	-0.722920211161797	0.541322314049587	22	3
FUNasv313	0	0.54	10	1
FUNasv317	0.178940646327178	0.277777777777778	24	3
FUNasv32	0.805267623055935	0.46	40	4
FUNasv325	0.178940646327178	0.226843100189036	23	3
FUNasv329	0	0.54	10	1
FUNasv33	0.805267623055935	0.43375	40	4
FUNasv330	-1.54065777303929	0.48	5	5
FUNasv334	-2.00221303555744	0.375	4	4
FUNasv34	0.805267623055935	0.400277008310249	38	4
FUNasv340	-0.127915957305636	0.602076124567474	17	2
FUNasv35	1.14216530208954	0.36625	40	4
FUNasv36	0.565452442393881	0.489408327246165	37	3
FUNasv361	-0.127915957305636	0.602076124567474	17	2
FUNasv364	1.46731329988286	0.251428571428571	35	3
FUNasv370	-2.01129286471748	0	3	3
FUNasv378	-1.88991380921291	0	4	4
FUNasv379	-0.722920211161797	0.541322314049587	22	3
FUNasv38	0.468369944022329	0.365234375	32	4
FUNasv394	0	0.54	10	1
FUNasv40	-0.0931261877003461	0.598977355734112	37	4
FUNasv403	0	0.54	10	1
FUNasv406	-1.02332765844509	0.46	10	2
FUNasv41	-0.641940738766369	0.5	6	5
FUNasv418	1.21520159440354	0.32	15	2
FUNasv419	0.951964238460584	0.3046875	32	3
FUNasv427	-1.91873935958454	0.277777777777778	6	2
FUNasv43	-0.575621807875362	0.197530864197531	9	2
FUNasv477	0	0.54	10	1
FUNasv485	0.951964238460584	0.3046875	32	3
FUNasv5	0.805267623055935	0.46	40	4
FUNasv501	-0.722920211161797	0.541322314049587	22	3
FUNasv51	0.694289707749449	0.533057851239669	44	3
FUNasv514	1.21520159440354	0.32	15	2
FUNasv515	0.951964238460584	0.3046875	32	3
FUNasv52	0.131472264988724	0.62396694214876	44	4
FUNasv53	-0.722920211161797	0.13265306122449	14	3
FUNasv544	1.46731329988286	0.251428571428571	35	3
FUNasv568	0	0.54	10	1
FUNasv58	-0.722920211161797	0.231111111111111	15	3
FUNasv6	-0.127915957305636	0.653810835629017	33	2
FUNasv62	0.436615177038313	0.5740153915799	47	3
FUNasv63	1.25446452843407	0.233747260774288	37	4
FUNasv66	-0.722920211161797	0.401234567901235	18	3
FUNasv67	-0.465245680450662	0.395	20	3
FUNasv68	0.805267623055935	0.400277008310249	38	4
FUNasv7	-0.575621807875362	0.197530864197531	9	2
FUNasv73	0.256776295506548	0.32	5	5
FUNasv75	-0.205425414044881	0.235537190082645	22	4
FUNasv76	-0.641940738766369	0	3	5
FUNasv86	0.356070717677794	0.374609781477627	31	4
FUNasv89	0.131472264988724	0.312757201646091	27	4
FUNasv9	0.256776295506548	0	4	5
FUNasv92	0.805267623055935	0.445	40	4
FUNasv98	-1.02332765844509	0.62875	40	2
