nodes_id	within_module_connectivities	among_module_connectivities	degree	modularity
FUNasv10	-2.43474411500315	0	3	3
FUNasv100	-0.182072148878523	0.471078352828072	79	3
FUNasv101	0.307639148105091	0.430773391022174	86	3
FUNasv102	0.470549187123437	0.403989395278374	89	1
FUNasv103	-0.133534228778273	0.394448502556611	74	1
FUNasv106	0.591365870303779	0.347128027681661	85	1
FUNasv107	0.712182553484121	0.430160187735945	99	1
FUNasv110	0.60146592629526	0.109220751942869	69	3
FUNasv111	0.60146592629526	0.109220751942869	69	3
FUNasv112	0.470549187123437	0.372041522491349	85	1
FUNasv113	0.60146592629526	0.109220751942869	69	3
FUNasv115	0.503523666898537	0.413584143416235	89	3
FUNasv117	0.591365870303779	0.347128027681661	85	1
FUNasv118	0.552494796596898	0.5	128	3
FUNasv119	-1.46251774376203	0.0587695133149678	33	1
FUNasv12	0.108099137582411	0.458271604938272	90	1
FUNasv120	0.772590895074291	0.348440853427598	89	1
FUNasv121	0.60146592629526	0.109220751942869	69	3
FUNasv122	0.530957528713608	0.17554012345679	72	1
FUNasv123	0.772590895074291	0.4278	100	1
FUNasv124	0.530957528713608	0.5	130	1
FUNasv125	0.530957528713608	0.442129875650973	97	1
FUNasv127	0.530957528713608	0.5	130	1
FUNasv128	0.552494796596898	0.5	128	3
FUNasv129	0.552494796596898	0.499874023683547	126	3
FUNasv13	0.0138123699149226	0.267069790879315	63	3
FUNasv130	0.772590895074291	0.4278	100	1
FUNasv131	0.60146592629526	0.109220751942869	69	3
FUNasv132	0.0476907959922403	0.430251124981855	83	1
FUNasv136	0.410140845533266	0.459183673469388	98	1
FUNasv137	0.552494796596898	0.242512783053324	74	3
FUNasv138	0	0.5	2	4
FUNasv139	-1.82496779330306	0	26	1
FUNasv14	0.503523666898537	0.494459833795014	114	3
FUNasv141	-0.0731258871881016	0.5156382079459	91	1
FUNasv142	0.60146592629526	0.109220751942869	69	3
FUNasv145	0.772590895074291	0.348440853427598	89	1
FUNasv146	0.25866801840673	0.414039262343843	82	3
FUNasv149	0.60146592629526	0.109220751942869	69	3
FUNasv151	0.591365870303779	0.41207075962539	93	1
FUNasv154	0.65177421189395	0.409461294703486	94	1
FUNasv156	0.0476907959922403	0.316603848442769	71	1
FUNasv157	0.503523666898537	0.413584143416235	89	3
FUNasv158	-1.76455945171289	0	27	1
FUNasv159	0.60146592629526	0.109220751942869	69	3
FUNasv16	-2.48371524470151	0	2	3
FUNasv163	0.349732503943095	0.286577777777778	75	1
FUNasv167	0.591365870303779	0.301783264746228	81	1
FUNasv169	0.289324162352924	0.441975606810772	91	1
FUNasv175	0.454552537200175	0.498210241799985	117	3
FUNasv176	0	0.444444444444444	3	4
FUNasv177	0.60146592629526	0.109220751942869	69	3
FUNasv179	0.60146592629526	0.109220751942869	69	3
FUNasv180	0.552494796596898	0.5	128	3
FUNasv183	-0.359937016532678	0.493827160493827	9	2
FUNasv184	0.530957528713608	0.442129875650973	97	1
FUNasv185	0.591365870303779	0.347128027681661	85	1
FUNasv187	0.552494796596898	0.499881656804734	130	3
FUNasv191	0.60146592629526	0.109220751942869	69	3
FUNasv193	0.60146592629526	0.109220751942869	69	3
FUNasv194	0.25866801840673	0.383201214370046	77	3
FUNasv2	0.503523666898537	0.494459833795014	114	3
FUNasv20	-2.43474411500315	0	3	3
FUNasv201	0.712182553484121	0.430160187735945	99	1
FUNasv203	-1.40210940217186	0	33	1
FUNasv207	0.349732503943095	0.402379664683613	86	1
FUNasv208	0.60146592629526	0.109220751942869	69	3
FUNasv211	-2.28783072590806	0	6	3
FUNasv212	0.530957528713608	0.493079584775087	102	1
FUNasv220	0.470549187123437	0.307643005928537	79	1
FUNasv224	0.25866801840673	0.497256515775034	108	3
FUNasv226	0.60146592629526	0.109220751942869	69	3
FUNasv227	0.349732503943095	0.239197530864197	72	1
FUNasv229	0.591365870303779	0.336734693877551	84	1
FUNasv230	0.454552537200175	0.498210241799985	117	3
FUNasv232	0.60146592629526	0.109220751942869	69	3
FUNasv235	0.591365870303779	0.347128027681661	85	1
FUNasv24	0.356610277803453	0.498081290625734	113	3
FUNasv241	0.307639148105091	0.335644444444444	75	3
FUNasv243	0.307639148105091	0.335644444444444	75	3
FUNasv245	0.60146592629526	0.109220751942869	69	3
FUNasv249	-2.48371524470151	0.444444444444444	3	3
FUNasv252	0.530957528713608	0.493079584775087	102	1
FUNasv254	-0.0731258871881016	0.423009133151738	79	1
FUNasv258	1.97965359092973	0.571428571428571	21	2
FUNasv259	0.289324162352924	0.412385073012439	86	1
FUNasv268	-1.64374276853255	0.542524005486968	54	1
FUNasv269	0.454552537200175	0.496152662357649	114	3
FUNasv27	-2.43474411500315	0.375	4	3
FUNasv270	0.772590895074291	0.4278	100	1
FUNasv272	0.356610277803453	0.499054820415879	115	3
FUNasv276	-2.14091733681298	0	9	3
FUNasv277	-0.0127175455979307	0.290657439446367	68	1
FUNasv287	0.60146592629526	0.109220751942869	69	3
FUNasv289	0.832999236664462	0.414243444546475	99	1
FUNasv29	-0.0127175455979307	0.238579881656805	65	1
FUNasv295	0.410140845533266	0.42	90	1
FUNasv298	0.60146592629526	0.109220751942869	69	3
FUNasv30	0.307639148105091	0.49659119602727	109	3
FUNasv300	0.108099137582411	0.326515293676112	73	1
FUNasv31	0.349732503943095	0.27173119065011	74	1
FUNasv319	0.591365870303779	0.301783264746228	81	1
FUNasv32	0.552494796596898	0.493610586011342	115	3
FUNasv322	0.0299947513777231	0.497041420118343	13	2
FUNasv328	0.591365870303779	0.41207075962539	93	1
FUNasv33	0.552494796596898	0.492459218220991	114	3
FUNasv330	-2.33680185560643	0	5	3
FUNasv338	0.0299947513777231	0.497041420118343	13	2
FUNasv339	-0.965610224052306	0.558263971462545	58	3
FUNasv34	0.503523666898537	0.493382410525491	113	3
FUNasv345	0.552494796596898	0.242512783053324	74	3
FUNasv346	0.591365870303779	0.301783264746228	81	1
FUNasv35	-0.0127175455979307	0.466607751546522	89	1
FUNasv353	-2.42905120920477	0.497777777777778	30	1
FUNasv355	0.591365870303779	0.347128027681661	85	1
FUNasv357	-0.965610224052306	0.558263971462545	58	3
FUNasv360	-0.749868784443079	0.602040816326531	14	2
FUNasv363	0.0299947513777231	0.497041420118343	13	2
FUNasv365	-0.328985537973607	0.422405876951331	66	3
FUNasv375	0.552494796596898	0.242512783053324	74	3
FUNasv38	0.228915820762753	0.384087791495199	81	1
FUNasv382	0.552494796596898	0.242512783053324	74	3
FUNasv40	0.228915820762753	0.344071512902682	77	1
FUNasv400	0.0299947513777231	0.497041420118343	13	2
FUNasv41	-2.28783072590806	0	6	3
FUNasv43	-2.97272628351631	0	7	1
FUNasv436	0.0299947513777231	0.497041420118343	13	2
FUNasv44	0.405581407501814	0.497537703908895	114	3
FUNasv45	0.454552537200175	0.496152662357649	114	3
FUNasv459	0.60146592629526	0.109220751942869	69	3
FUNasv468	-0.749868784443079	0.602040816326531	14	2
FUNasv473	-0.182072148878523	0.471078352828072	79	3
FUNasv478	1.97965359092973	0.571428571428571	21	2
FUNasv49	0.503523666898537	0.498269896193772	119	3
FUNasv497	-1.52973232026388	0	3	2
FUNasv5	0.552494796596898	0.493610586011342	115	3
FUNasv502	0.552494796596898	0.242512783053324	74	3
FUNasv51	0.25866801840673	0.498512396694215	110	3
FUNasv519	-0.749868784443079	0.602040816326531	14	2
FUNasv52	0.356610277803453	0.498081290625734	113	3
FUNasv53	-3.21435964987699	0	3	1
FUNasv54	-2.38577298530479	0	4	3
FUNasv540	0.0299947513777231	0.497041420118343	13	2
FUNasv55	0.0476907959922403	0.417009602194787	81	1
FUNasv556	0.552494796596898	0.242512783053324	74	3
FUNasv58	-3.21435964987699	0	3	1
FUNasv6	0.228915820762753	0.261852806982741	71	1
FUNasv62	0.168507479172582	0.455983576862698	91	1
FUNasv63	-0.0127175455979307	0.438960661924808	83	1
FUNasv68	-0.193942570368443	0.4471875	80	1
FUNasv69	0.60146592629526	0.109220751942869	69	3
FUNasv7	-2.97272628351631	0	7	1
FUNasv71	0.530957528713608	0.5	130	1
FUNasv73	-0.965610224052306	0	33	3
FUNasv75	0.062783499613284	0.263671875	64	3
FUNasv76	-1.06355248344903	0	31	3
FUNasv78	0.530957528713608	0.5	130	1
FUNasv81	0.410140845533266	0.221836419753086	72	1
FUNasv83	0.60146592629526	0.109220751942869	69	3
FUNasv85	-1.58333442694237	0.499856363114048	59	1
FUNasv86	0.228915820762753	0.261852806982741	71	1
FUNasv87	-0.0731258871881016	0.47441998810232	82	1
FUNasv88	-0.435575936729127	0.538131487889273	85	1
FUNasv89	0.356610277803453	0.453686200378072	92	3
FUNasv9	-1.01458135375067	0	32	3
FUNasv91	-0.314759253548785	0.508923259964307	82	1
FUNasv92	0.530957528713608	0.3046875	80	1
FUNasv93	0.772590895074291	0.4278	100	1
FUNasv98	0.410140845533266	0.283587257617729	76	1
