nodes_id	degree	modularity
FUNasv2	114	3
FUNasv5	115	3
FUNasv6	71	1
FUNasv7	7	1
FUNasv9	32	3
FUNasv10	3	3
FUNasv12	90	1
FUNasv13	63	3
FUNasv14	114	3
FUNasv16	2	3
FUNasv20	3	3
FUNasv24	113	3
FUNasv27	4	3
FUNasv29	65	1
FUNasv30	109	3
FUNasv31	74	1
FUNasv32	115	3
FUNasv33	114	3
FUNasv34	113	3
FUNasv35	89	1
FUNasv38	81	1
FUNasv40	77	1
FUNasv41	6	3
FUNasv43	7	1
FUNasv44	114	3
FUNasv45	114	3
FUNasv49	119	3
FUNasv51	110	3
FUNasv52	113	3
FUNasv53	3	1
FUNasv54	4	3
FUNasv55	81	1
FUNasv58	3	1
FUNasv62	91	1
FUNasv63	83	1
FUNasv68	80	1
FUNasv69	69	3
FUNasv71	130	1
FUNasv73	33	3
FUNasv75	64	3
FUNasv76	31	3
FUNasv78	130	1
FUNasv81	72	1
FUNasv83	69	3
FUNasv85	59	1
FUNasv86	71	1
FUNasv87	82	1
FUNasv88	85	1
FUNasv89	92	3
FUNasv91	82	1
FUNasv92	80	1
FUNasv93	100	1
FUNasv98	76	1
FUNasv100	79	3
FUNasv101	86	3
FUNasv102	89	1
FUNasv103	74	1
FUNasv106	85	1
FUNasv107	99	1
FUNasv110	69	3
FUNasv111	69	3
FUNasv112	85	1
FUNasv113	69	3
FUNasv115	89	3
FUNasv117	85	1
FUNasv118	128	3
FUNasv119	33	1
FUNasv120	89	1
FUNasv121	69	3
FUNasv122	72	1
FUNasv123	100	1
FUNasv124	130	1
FUNasv125	97	1
FUNasv127	130	1
FUNasv128	128	3
FUNasv129	126	3
FUNasv130	100	1
FUNasv131	69	3
FUNasv132	83	1
FUNasv136	98	1
FUNasv137	74	3
FUNasv138	2	4
FUNasv139	26	1
FUNasv141	91	1
FUNasv142	69	3
FUNasv145	89	1
FUNasv146	82	3
FUNasv149	69	3
FUNasv151	93	1
FUNasv154	94	1
FUNasv156	71	1
FUNasv157	89	3
FUNasv158	27	1
FUNasv159	69	3
FUNasv163	75	1
FUNasv167	81	1
FUNasv169	91	1
FUNasv175	117	3
FUNasv176	3	4
FUNasv177	69	3
FUNasv179	69	3
FUNasv180	128	3
FUNasv183	9	2
FUNasv184	97	1
FUNasv185	85	1
FUNasv187	130	3
FUNasv191	69	3
FUNasv193	69	3
FUNasv194	77	3
FUNasv201	99	1
FUNasv203	33	1
FUNasv207	86	1
FUNasv208	69	3
FUNasv211	6	3
FUNasv212	102	1
FUNasv220	79	1
FUNasv224	108	3
FUNasv226	69	3
FUNasv227	72	1
FUNasv229	84	1
FUNasv230	117	3
FUNasv232	69	3
FUNasv235	85	1
FUNasv241	75	3
FUNasv243	75	3
FUNasv245	69	3
FUNasv249	3	3
FUNasv252	102	1
FUNasv254	79	1
FUNasv258	21	2
FUNasv259	86	1
FUNasv268	54	1
FUNasv269	114	3
FUNasv270	100	1
FUNasv272	115	3
FUNasv276	9	3
FUNasv277	68	1
FUNasv287	69	3
FUNasv289	99	1
FUNasv295	90	1
FUNasv298	69	3
FUNasv300	73	1
FUNasv319	81	1
FUNasv322	13	2
FUNasv328	93	1
FUNasv330	5	3
FUNasv338	13	2
FUNasv339	58	3
FUNasv345	74	3
FUNasv346	81	1
FUNasv353	30	1
FUNasv355	85	1
FUNasv357	58	3
FUNasv360	14	2
FUNasv363	13	2
FUNasv365	66	3
FUNasv375	74	3
FUNasv382	74	3
FUNasv400	13	2
FUNasv436	13	2
FUNasv459	69	3
FUNasv468	14	2
FUNasv473	79	3
FUNasv478	21	2
FUNasv497	3	2
FUNasv502	74	3
FUNasv519	14	2
FUNasv540	13	2
FUNasv556	74	3
