nodes_id	degree	modularity
FUNasv2	86	3
FUNasv5	88	3
FUNasv6	77	2
FUNasv7	11	2
FUNasv9	6	2
FUNasv10	2	3
FUNasv11	84	3
FUNasv12	103	3
FUNasv13	34	3
FUNasv14	86	3
FUNasv16	3	3
FUNasv17	14	3
FUNasv18	4	1
FUNasv20	4	1
FUNasv24	84	3
FUNasv29	68	2
FUNasv30	83	3
FUNasv31	81	2
FUNasv32	88	3
FUNasv33	87	3
FUNasv34	86	3
FUNasv35	99	2
FUNasv36	57	3
FUNasv38	82	2
FUNasv40	86	2
FUNasv41	4	3
FUNasv43	11	2
FUNasv44	88	3
FUNasv45	86	3
FUNasv49	90	3
FUNasv51	86	3
FUNasv52	84	3
FUNasv53	4	3
FUNasv55	94	2
FUNasv58	7	3
FUNasv62	102	3
FUNasv63	94	2
FUNasv66	22	3
FUNasv68	76	3
FUNasv71	103	3
FUNasv75	33	3
FUNasv76	6	2
FUNasv78	103	3
FUNasv81	76	2
FUNasv85	70	3
FUNasv86	77	2
FUNasv87	80	3
FUNasv88	86	3
FUNasv89	63	3
FUNasv91	80	3
FUNasv92	91	2
FUNasv93	111	2
FUNasv94	10	2
FUNasv98	86	2
FUNasv100	70	3
FUNasv101	62	3
FUNasv102	89	3
FUNasv103	72	3
FUNasv106	91	2
FUNasv107	98	3
FUNasv112	96	2
FUNasv114	36	2
FUNasv115	68	3
FUNasv117	91	2
FUNasv118	99	3
FUNasv120	95	2
FUNasv122	77	2
FUNasv123	111	2
FUNasv124	103	3
FUNasv125	110	2
FUNasv127	103	3
FUNasv128	99	3
FUNasv129	98	3
FUNasv130	111	2
FUNasv132	80	2
FUNasv136	110	2
FUNasv138	5	1
FUNasv140	8	1
FUNasv141	94	3
FUNasv145	92	2
FUNasv146	53	3
FUNasv151	92	3
FUNasv154	92	3
FUNasv156	67	3
FUNasv157	68	3
FUNasv166	4	2
FUNasv167	86	3
FUNasv169	103	2
FUNasv175	90	3
FUNasv176	5	1
FUNasv180	99	3
FUNasv182	85	3
FUNasv183	10	2
FUNasv184	110	2
FUNasv185	91	2
FUNasv187	103	3
FUNasv192	60	3
FUNasv194	53	3
FUNasv197	54	2
FUNasv198	33	2
FUNasv201	98	3
FUNasv212	102	3
FUNasv220	88	2
FUNasv224	80	3
FUNasv227	79	2
FUNasv230	91	3
FUNasv231	33	2
FUNasv235	91	2
FUNasv237	60	2
FUNasv249	5	1
FUNasv250	54	2
FUNasv252	102	3
FUNasv254	76	3
FUNasv258	15	2
FUNasv259	84	3
FUNasv268	65	2
FUNasv269	92	3
FUNasv270	111	2
FUNasv272	90	3
FUNasv277	71	3
FUNasv289	108	2
FUNasv295	104	2
FUNasv300	74	3
FUNasv308	53	2
FUNasv317	17	3
FUNasv319	86	3
FUNasv325	16	3
FUNasv328	92	3
FUNasv330	4	3
FUNasv335	10	2
FUNasv336	33	2
FUNasv339	55	3
FUNasv340	14	3
FUNasv346	86	3
FUNasv355	91	2
FUNasv357	55	3
FUNasv360	17	2
FUNasv361	14	3
FUNasv370	3	2
FUNasv378	4	1
FUNasv381	33	2
FUNasv421	36	2
FUNasv424	33	2
FUNasv432	53	2
FUNasv461	31	2
FUNasv463	31	2
FUNasv467	51	2
FUNasv468	17	2
FUNasv473	70	3
FUNasv478	15	2
FUNasv497	5	2
FUNasv507	35	2
FUNasv519	17	2
FUNasv565	36	2
FUNasv587	10	2
FUNasv616	35	2
FUNasv643	31	2
