nodes_id	degree	modularity
FUNasv2	31	3
FUNasv5	36	3
FUNasv6	37	2
FUNasv7	9	1
FUNasv9	2	5
FUNasv10	5	3
FUNasv11	41	3
FUNasv12	43	3
FUNasv14	41	3
FUNasv16	3	3
FUNasv20	1	4
FUNasv24	46	3
FUNasv29	29	2
FUNasv30	40	3
FUNasv34	31	3
FUNasv36	28	3
FUNasv38	29	2
FUNasv43	9	1
FUNasv44	39	3
FUNasv51	38	3
FUNasv52	46	3
FUNasv53	3	2
FUNasv58	6	2
FUNasv62	43	3
FUNasv63	31	3
FUNasv66	12	2
FUNasv67	22	3
FUNasv68	33	2
FUNasv73	3	5
FUNasv76	2	5
FUNasv85	29	3
FUNasv87	40	1
FUNasv88	38	3
FUNasv89	23	3
FUNasv91	42	3
FUNasv92	34	2
FUNasv98	39	2
FUNasv101	28	3
FUNasv102	44	2
FUNasv103	39	2
FUNasv119	13	2
FUNasv122	38	2
FUNasv132	28	2
FUNasv138	2	4
FUNasv139	9	2
FUNasv143	48	3
FUNasv156	31	2
FUNasv158	17	2
FUNasv163	39	2
FUNasv176	2	4
FUNasv182	41	3
FUNasv183	2	6
FUNasv186	38	3
FUNasv203	19	2
FUNasv204	22	1
FUNasv207	38	3
FUNasv214	38	2
FUNasv220	40	2
FUNasv224	39	3
FUNasv229	43	2
FUNasv249	2	4
FUNasv254	35	2
FUNasv257	8	3
FUNasv269	39	3
FUNasv272	42	3
FUNasv277	33	2
FUNasv279	8	1
FUNasv296	46	3
FUNasv299	8	1
FUNasv300	39	2
FUNasv301	41	3
FUNasv309	17	1
FUNasv334	4	2
FUNasv340	16	1
FUNasv361	16	1
FUNasv366	8	1
FUNasv406	13	1
FUNasv418	22	1
FUNasv427	7	1
FUNasv438	8	1
FUNasv469	4	1
FUNasv497	1	6
FUNasv514	22	1
FUNasv516	9	1
FUNasv582	8	1
