,nodes_num,degree,clustering_coefficient,average_path_length,connectance,modularity,betweenness_centralization
Arable6_1,208,9.49038461538461,0.894392166836216,3.42673731404117,0.0458472686733556,0.77639454755797,0.078208950981104
Arable6_2,173,9.13294797687861,0.876575468798033,3.46536796536797,0.0530985347492943,0.697361800993431,0.113496761414954
Arable6_3,147,5.98639455782313,0.623039100913135,3.73396004700353,0.0410027024508434,0.698731921487603,0.165610936022181
Arable6_4,163,5.77914110429448,0.62953720508167,3.66097271648873,0.0356737105203363,0.731720015686911,0.122821492107469
Arable9_1,111,2.10810810810811,0.693227091633466,5.00169491525424,0.0191646191646192,0.879282635692892,0.039959056789749
Arable9_2,98,1.95918367346939,0.47027027027027,4.32142857142857,0.0201977698295813,0.863878038194444,0.0460677424687946
Arable9_3,94,2.1063829787234,0.491379310344828,4.45086705202312,0.0226492793411119,0.83435363738394,0.0378690005211292
Arable9_4,94,1.87234042553191,0.525974025974026,2.99672131147541,0.020132692747655,0.873256714876033,0.0213714913846118
