	FUNasv2	FUNasv5	FUNasv6	FUNasv7	FUNasv9	FUNasv10	FUNasv12	FUNasv13	FUNasv14	FUNasv16	FUNasv20	FUNasv24	FUNasv27	FUNasv29	FUNasv30	FUNasv31	FUNasv32	FUNasv33	FUNasv34	FUNasv35	FUNasv38	FUNasv40	FUNasv41	FUNasv43	FUNasv44	FUNasv45	FUNasv49	FUNasv51	FUNasv52	FUNasv53	FUNasv54	FUNasv55	FUNasv58	FUNasv62	FUNasv63	FUNasv68	FUNasv69	FUNasv71	FUNasv73	FUNasv75	FUNasv76	FUNasv78	FUNasv81	FUNasv83	FUNasv85	FUNasv86	FUNasv87	FUNasv88	FUNasv89	FUNasv91	FUNasv92	FUNasv93	FUNasv98	FUNasv100	FUNasv101	FUNasv102	FUNasv103	FUNasv106	FUNasv107	FUNasv110	FUNasv111	FUNasv112	FUNasv113	FUNasv115	FUNasv117	FUNasv118	FUNasv119	FUNasv120	FUNasv121	FUNasv122	FUNasv123	FUNasv124	FUNasv125	FUNasv127	FUNasv128	FUNasv129	FUNasv130	FUNasv131	FUNasv132	FUNasv136	FUNasv137	FUNasv138	FUNasv139	FUNasv141	FUNasv142	FUNasv145	FUNasv146	FUNasv149	FUNasv151	FUNasv154	FUNasv156	FUNasv157	FUNasv158	FUNasv159	FUNasv163	FUNasv167	FUNasv169	FUNasv175	FUNasv176	FUNasv177	FUNasv179	FUNasv180	FUNasv183	FUNasv184	FUNasv185	FUNasv187	FUNasv191	FUNasv193	FUNasv194	FUNasv201	FUNasv203	FUNasv207	FUNasv208	FUNasv211	FUNasv212	FUNasv220	FUNasv224	FUNasv226	FUNasv227	FUNasv229	FUNasv230	FUNasv232	FUNasv235	FUNasv241	FUNasv243	FUNasv245	FUNasv249	FUNasv252	FUNasv254	FUNasv258	FUNasv259	FUNasv268	FUNasv269	FUNasv270	FUNasv272	FUNasv276	FUNasv277	FUNasv287	FUNasv289	FUNasv295	FUNasv298	FUNasv300	FUNasv319	FUNasv322	FUNasv328	FUNasv330	FUNasv338	FUNasv339	FUNasv345	FUNasv346	FUNasv353	FUNasv355	FUNasv357	FUNasv360	FUNasv363	FUNasv365	FUNasv375	FUNasv382	FUNasv400	FUNasv436	FUNasv459	FUNasv468	FUNasv473	FUNasv478	FUNasv497	FUNasv502	FUNasv519	FUNasv540	FUNasv556
FUNasv75	-0.833333333333333	-0.785714285714286	0	0	0	0	0	-0.975900072948533	-0.714285714285714	0	-0.738095238095238	0	0.738095238095238	0	0	0	-0.785714285714286	-0.87831006565368	-0.904761904761905	-0.790433332862751	0	0	0.833333333333333	0	0	0	-0.7319250547114	0	0	0	0	0	0	0	-0.761904761904762	-0.785714285714286	-0.763762615825973	-0.761019434147762	0	0	0	-0.761019434147762	0	-0.763762615825973	0	0	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	-0.763762615825973	-0.763762615825973	0	-0.763762615825973	-0.709208143266975	0	-0.786386748619354	0	0	-0.763762615825973	0	0	-0.761019434147762	0	-0.761019434147762	-0.786386748619354	-0.735652119676169	0	-0.763762615825973	0.80952380952381	0	-0.732588631506546	0	0	0	-0.763762615825973	0	-0.97007727214974	-0.763762615825973	0	0	0	-0.709208143266975	0	-0.763762615825973	0	0	-0.756322556535113	-0.707527552887687	0	-0.763762615825973	-0.763762615825973	-0.786386748619354	0	0	0	-0.761019434147762	-0.763762615825973	-0.763762615825973	0	0	0	0	-0.763762615825973	0	0	0	0	-0.763762615825973	0	0	-0.707527552887687	-0.763762615825973	0	-0.791039852105472	-0.791039852105472	-0.763762615825973	0	0	-0.738095238095238	0	0	0	0	0	0	-0.80511756018254	0	-0.763762615825973	0	0	-0.763762615825973	0	0	0	0	-0.850314645958414	0	0	-0.732588631506546	0	0	0	0	0	0	-0.736485379546474	-0.732588631506546	-0.732588631506546	0	0	-0.763762615825973	0	0	0	0	-0.732588631506546	0	0	-0.732588631506546
FUNasv76	0	0	0	0	-0.952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838338383339281	0	0	0	0	0	-0.763762615825973	0	-0.927105069301107	0	0	0	0	-0.763762615825973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.763762615825973	-0.763762615825973	0	-0.763762615825973	0	0	0	0	0	-0.763762615825973	0	0	0	0	0	0	0	0	-0.763762615825973	0	0	-0.732588631506546	0	0	0	-0.763762615825973	0	0	-0.763762615825973	0	0	0	0	0	-0.763762615825973	0	0	0	0	0	-0.763762615825973	-0.763762615825973	0	0	0	0	0	-0.763762615825973	-0.763762615825973	0	0	0	0	-0.763762615825973	-0.95150257112482	0	0	0	-0.763762615825973	0	0	0	-0.763762615825973	0	0	0	-0.763762615825973	0	0	0	0	0	0	0	0	0	0	0	-0.763762615825973	0	0	-0.763762615825973	0	0	0	0	0	0	0	-0.732588631506546	0	0	0	0	0	0	0	-0.732588631506546	-0.732588631506546	0	0	-0.763762615825973	0	0	0	0	-0.732588631506546	0	0	-0.732588631506546
FUNasv78	0.938590635448906	0.938590635448906	0.710284805204577	0	0	0	0.913223320977314	0.779812867365055	0.938590635448906	0	0	-0.913223320977314	0	0	0.887856006505722	-0.710284805204577	0.938590635448906	0.961769203083567	0.938590635448906	0.918708195043021	0.761019434147762	0.735652119676169	0	0	-0.913223320977314	0.944227867127549	0.961769203083567	-0.887856006505722	-0.913223320977314	0	0	0.86248869203413	0	0.913223320977314	0.86248869203413	0.786386748619354	0.813733471206735	1	0	-0.761019434147762	0	0	0.710284805204577	0.813733471206735	0.849805034798334	0.710284805204577	0.761019434147762	0.867668850873964	-0.875172349269926	-0.786386748619354	0.816629506704908	0.918918918918919	0.710284805204577	0.900919200264599	0.875172349269926	0.837121377562538	-0.761019434147762	0.756756756756757	0.891891891891892	0.813733471206735	0.813733471206735	0.831800391856058	0.813733471206735	0.929981109950554	0.756756756756757	0.972972972972973	0	0.783783783783784	0.813733471206735	0.727825342874051	0.918918918918919	1	0.918918918918919	1	0.972972972972973	0.972972972972973	0.918918918918919	0.813733471206735	-0.837121377562538	0.972972972972973	0.780519860137072	0	0	0.883787916347062	0.813733471206735	0.756756756756757	0.829389342747172	0.813733471206735	0.837837837837838	0.810810810810811	-0.710284805204577	0.929981109950554	0	0.813733471206735	-0.727310654409058	0.72972972972973	0.883787916347062	0.935775440838066	0	0.813733471206735	0.813733471206735	0.972972972972973	0	0.918918918918919	0.756756756756757	1	0.813733471206735	0.813733471206735	0.900919200264599	0.891891891891892	0	-0.842149178789436	0.813733471206735	0	0.891891891891892	0.735652119676169	-0.913223320977314	0.813733471206735	0.727825342874051	-0.805806629610556	0.935775440838066	0.813733471206735	0.756756756756757	0.84279538089269	0.84279538089269	0.813733471206735	0	0.891891891891892	0.786386748619354	0	0.810810810810811	0.84279538089269	0.918708195043021	0.918918918918919	0.909781678592564	0	-0.710284805204577	0.813733471206735	0.864864864864865	0.883787916347062	0.813733471206735	0.727825342874051	0.72972972972973	0	0.837837837837838	0	0	0.84279538089269	0.780519860137072	0.72972972972973	0	0.756756756756757	0.84279538089269	0	0	0.78467156152078	0.780519860137072	0.780519860137072	0	0	0.813733471206735	0	0.900919200264599	0	0	0.780519860137072	0	0	0.780519860137072
FUNasv81	0	0	0.738095238095238	0	0	0	0.761904761904762	0	0	0	0	0	0	-0.904761904761905	0	-0.833333333333333	0	0.756322556535113	0.714285714285714	0.754504545005353	0.857142857142857	0.761904761904762	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0.880952380952381	0.904761904761905	0	0.710284805204577	0	0	0	0.710284805204577	0	0	0	0.928571428571429	0	0	0	0	0.922172221673209	0.837121377562538	0.785714285714286	0	0	0.857142857142857	-0.761904761904762	0.887856006505722	0.86248869203413	0	0	0.902707567477393	0	0	0.887856006505722	0.735652119676169	0.922172221673209	0.913223320977314	0	0.87831006565368	0.837121377562538	0.710284805204577	0.786386748619354	0.710284805204577	0.735652119676169	0	0.837121377562538	0	-0.857142857142857	0.761019434147762	0	0	0.833333333333333	0	0	0.938590635448906	0	0	0.86248869203413	0.913223320977314	-0.857142857142857	0	-0.853912563829967	0	-0.754504545005353	0.913223320977314	0.87831006565368	0	-0.714285714285714	0	0	0.735652119676169	0	0.786386748619354	0.887856006505722	0.710284805204577	0	0	0	0.86248869203413	-0.730552019767088	-0.826362120720149	0	0	0.761019434147762	0.738095238095238	0	0	0.780720058358827	-0.756322556535113	0	0	0.887856006505722	0	0	0	0	0.761019434147762	0.928571428571429	0	0.786386748619354	0	0.730552019767088	0.837121377562538	0.707527552887687	0	-0.80952380952381	0	0.86248869203413	0.7319250547114	0	0.853912563829967	0.913223320977314	0	0.86248869203413	0	0	0	0	0.913223320977314	0	0.887856006505722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv83	0.763762615825973	0.763762615825973	0	0	0.763762615825973	0	0	0.782623792124926	0.763762615825973	0	0	-0.763762615825973	0	0	0.732588631506546	0	0.763762615825973	0.782623792124926	0.763762615825973	0	0	0	0	0	-0.732588631506546	0.768349819927832	0.782623792124926	-0.732588631506546	-0.763762615825973	0	0	0	0	0	0	0	1	0.813733471206735	0.782623792124926	-0.763762615825973	-0.763762615825973	0.813733471206735	0	0	0	0	0	0	-0.763762615825973	0	0	0	0	0.75	0.763762615825973	0	0	0	0	1	1	0	1	0.875	0	0.813733471206735	0	0	1	0	0	0.813733471206735	0	0.813733471206735	0.813733471206735	0.780519860137072	0	1	0	0	0.959183673469388	0	0	0	1	0	0.768349819927832	1	0	0	0	0.875	0	1	0	0	0	0.782623792124926	0	1	1	0.813733471206735	0	0	0	0.813733471206735	1	1	0.839285714285714	0	0	0	1	0	0	0	-0.763762615825973	1	0	0	0.750679963874929	1	0	0.875	0.875	1	0	0	0	0	0	0	0.736988602787921	0	0.750679963874929	0	0	1	0	0	1	0	0	0	0	0	0	0	0.959183673469388	0	0	0	0	0	0	0.75	0.959183673469388	0.959183673469388	0	0	1	0	0.75	0	0	0.959183673469388	0	0	0.959183673469388
FUNasv85	0.714285714285714	0	0	0	0	0	0.952380952380952	0	0.714285714285714	0	0	-0.738095238095238	0	0	0.833333333333333	0	0	0.7319250547114	0	0	0	0	0	0	-0.833333333333333	0.766480807624486	0.829515062006253	-0.761904761904762	-0.761904761904762	0	0	0.714285714285714	0	0.952380952380952	0.714285714285714	0	0	0.849805034798334	0	0	0	0.849805034798334	0	0	0	0	0	0.874267171196679	-0.761904761904762	0	0.730552019767088	0.824437720326742	0	0.87287156094397	0.952380952380952	0.833333333333333	0	0	0.748335776911965	0	0	0	0	0.84559432466447	0	0.773703091383558	0	0	0	0.7319250547114	0.824437720326742	0.849805034798334	0.849805034798334	0.849805034798334	0.773703091383558	0.79907040585515	0.824437720326742	0	0	0.875172349269926	0	0	0	0.707527552887687	0	0	0	0	0	0	0	0.84559432466447	0	0	0	0	0.707527552887687	0.707527552887687	0	0	0	0.773703091383558	0	0.849805034798334	0	0.849805034798334	0	0	0.791039852105472	0.748335776911965	0	-0.850314645958414	0	0	0.79907040585515	0	-0.785714285714286	0	0	-0.756322556535113	0.780720058358827	0	0	0	0	0	0	0.79907040585515	0	0	0	0.84559432466447	0.826362120720149	0.824437720326742	0.80511756018254	0	0	0	0.79907040585515	0.756322556535113	0	0	0	0	0	0	0	0.763762615825973	0	0	0	0	0.763762615825973	0	0	0	0	0	0	0	0	0	0.87287156094397	0	0	0	0	0	0
FUNasv86	0.761904761904762	0.714285714285714	0.80952380952381	0	0	0	0	0	0	0	0	0	0	-0.904761904761905	0	-0.833333333333333	0.714285714285714	0.756322556535113	0.785714285714286	0.790433332862751	0.952380952380952	0.880952380952381	0	0	0	0	0.707527552887687	0	0	0	0	0.833333333333333	0	0	0.880952380952381	0.904761904761905	0	0.710284805204577	0	0	0	0.710284805204577	0.928571428571429	0	0	0	0.714285714285714	0	0	0	0.850314645958414	0.837121377562538	0.785714285714286	0	0	0.761904761904762	0	0.887856006505722	0.86248869203413	0	0	0.902707567477393	0	0	0.887856006505722	0.735652119676169	0.802409595481884	0.913223320977314	0	0.780720058358827	0.837121377562538	0.710284805204577	0.786386748619354	0.710284805204577	0.735652119676169	0	0.837121377562538	0	-0.928571428571429	0.761019434147762	0	0	0.714285714285714	0	0	0.938590635448906	0.730552019767088	0	0.86248869203413	0.913223320977314	-0.857142857142857	0	0	0	-0.826362120720149	0.913223320977314	0.87831006565368	0	0	0	0	0.735652119676169	0	0.786386748619354	0.887856006505722	0.710284805204577	0	0	0	0.86248869203413	0	-0.802409595481884	0	0	0.761019434147762	0.80952380952381	0	0	0.829515062006253	-0.756322556535113	0	0	0.887856006505722	0	0	0	0	0.761019434147762	0.857142857142857	0	0.786386748619354	0	0	0.837121377562538	0	0	-0.714285714285714	0	0.86248869203413	0.780720058358827	0	0.756322556535113	0.913223320977314	0	0.86248869203413	0	0	0	0	0.913223320977314	0	0.887856006505722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv87	0.714285714285714	0.761904761904762	0.952380952380952	0	0	0	0	0	0.80952380952381	0	0	-0.785714285714286	0	-0.761904761904762	0.738095238095238	-0.80952380952381	0.761904761904762	0	0	0	0	0.904761904761905	0	0	-0.738095238095238	0.826362120720149	0.756322556535113	-0.714285714285714	-0.761904761904762	0	0	0.785714285714286	0	0.785714285714286	0	0	0	0.761019434147762	0	0	0	0.761019434147762	0	0	0	0.714285714285714	0	0.826362120720149	0	-0.952380952380952	0	0.761019434147762	0.857142857142857	0	0	0	-0.738095238095238	0.913223320977314	0.710284805204577	0	0	0.7319250547114	0	0	0.913223320977314	0.710284805204577	0	0.86248869203413	0	0.853912563829967	0.761019434147762	0.761019434147762	0.86248869203413	0.761019434147762	0.710284805204577	0.811754063090946	0.761019434147762	0	0	0.786386748619354	0	0	0	0.927105069301107	0	0.811754063090946	0	0	0.710284805204577	0.735652119676169	-0.738095238095238	0	0	0	-0.910195959054077	0.86248869203413	0	0.756322556535113	0	0	0	0.710284805204577	0	0.86248869203413	0.913223320977314	0.761019434147762	0	0	0	0.710284805204577	-0.814385858101016	-0.730552019767088	0	0	0.913223320977314	0.928571428571429	-0.761904761904762	0	0.95150257112482	-0.853912563829967	0.80511756018254	0	0.913223320977314	0	0	0	0	0.913223320977314	0	0.732588631506546	0.86248869203413	0.736485379546474	0	0.761019434147762	0.707527552887687	0	-0.785714285714286	0	0.837121377562538	0.80511756018254	0	0.780720058358827	0.86248869203413	0	0.710284805204577	0	0	0.763762615825973	0	0.86248869203413	0	0.913223320977314	0.763762615825973	0.763762615825973	0	0	0	0	0	0	0	0.763762615825973	0	0.732588631506546	0	0	0.763762615825973	0	0
FUNasv88	0.778457070243618	0	0.790433332862751	0	0	0	0.898219696434944	0	0.742528282386221	0	0	-0.754504545005353	0	0	0.922172221673209	-0.754504545005353	0	0.785409109878106	0.742528282386221	0	0	0	0	0	-0.946124746911475	0.77710843373494	0.859041213929178	-0.850314645958414	-0.790433332862751	0	0	0	0	0.862290908577547	0	0	0	0.867668850873964	0	0	0	0.867668850873964	0	0	0.874267171196679	0	0.826362120720149	0	-0.790433332862751	-0.886243433815812	0.740963855421687	0.765590162535851	0	0.768349819927832	0.862290908577547	0.778457070243618	-0.826362120720149	0.816629506704908	0.714550818366794	0	0	0.711777005827033	0	0.795790884925255	0.816629506704908	0.816629506704908	0	0.765590162535851	0	0.859041213929178	0.765590162535851	0.867668850873964	0.867668850873964	0.867668850873964	0.816629506704908	0.918708195043021	0.765590162535851	0	0	0.842149178789436	0	0	0	0.859041213929178	0	0.714550818366794	0	0	0.714550818366794	0	0	0.795790884925255	0	0	0	0.765590162535851	0	0.736321040510724	0	0	0	0.816629506704908	0.713467689932987	0.867668850873964	0.816629506704908	0.867668850873964	0	0	0.8506730149201	0.714550818366794	-0.771084337349398	-0.819277108433735	0	0	0.918708195043021	0	-0.778457070243618	0	0.736321040510724	-0.724049023168879	0.90812928329656	0	0.816629506704908	0	0	0	0	0.918708195043021	0	0.768349819927832	0.867668850873964	0.795790884925255	0.921686746987952	0.765590162535851	0.90812928329656	0	-0.778457070243618	0	0.791109834620379	0	0	0.834497179245487	0.765590162535851	0	0.714550818366794	0	0	0.878114079917523	0	0.765590162535851	0	0.816629506704908	0.878114079917523	0.736988602787921	0	0	0	0	0	0	0	0.736988602787921	0.768349819927832	0.768349819927832	0	0	0.736988602787921	0	0
FUNasv89	-0.952380952380952	-0.761904761904762	0	0	0	0	-0.857142857142857	-0.707527552887687	-0.80952380952381	0	0	0.738095238095238	0	0	-0.761904761904762	0	-0.761904761904762	-0.853912563829967	-0.904761904761905	-0.754504545005353	-0.714285714285714	0	0	0	0.928571428571429	-0.802409595481884	-0.95150257112482	0	0.833333333333333	0	0	-0.80952380952381	0	-0.714285714285714	-0.833333333333333	-0.714285714285714	-0.763762615825973	-0.875172349269926	0	0.761904761904762	0	-0.875172349269926	0	-0.763762615825973	-0.761904761904762	0	0	-0.790433332862751	0	0.714285714285714	0	-0.773703091383558	0	-0.84559432466447	0	-0.738095238095238	0	0	-0.722968462440373	-0.763762615825973	-0.763762615825973	-0.707527552887687	-0.763762615825973	-0.87287156094397	0	-0.824437720326742	0	0	-0.763762615825973	0	-0.773703091383558	-0.875172349269926	-0.79907040585515	-0.875172349269926	-0.824437720326742	-0.849805034798334	-0.773703091383558	-0.763762615825973	0.761904761904762	-0.849805034798334	-0.732588631506546	0	0	0	-0.763762615825973	0	-0.802409595481884	-0.763762615825973	0	0	0	-0.87287156094397	0	-0.763762615825973	0	0	-0.756322556535113	-0.707527552887687	0	-0.763762615825973	-0.763762615825973	-0.824437720326742	0	-0.79907040585515	0	-0.875172349269926	-0.763762615825973	-0.763762615825973	-0.84559432466447	-0.722968462440373	0	0.838338383339281	-0.763762615825973	0	-0.773703091383558	0	0	-0.763762615825973	0	0	-0.927105069301107	-0.763762615825973	0	-0.709208143266975	-0.709208143266975	-0.763762615825973	0	-0.773703091383558	0	0	0	-0.791039852105472	-0.766480807624486	-0.773703091383558	-0.7319250547114	0	0	-0.763762615825973	-0.722968462440373	0	-0.763762615825973	0	0	0	0	0	0	-0.791039852105472	-0.732588631506546	0	0	0	-0.791039852105472	0	0	0	-0.732588631506546	-0.732588631506546	0	0	-0.763762615825973	0	-0.84559432466447	0	0	-0.732588631506546	0	0	-0.732588631506546
FUNasv91	-0.785714285714286	-0.738095238095238	-0.928571428571429	0	0	0	-0.714285714285714	0	-0.80952380952381	0	0	0.80952380952381	0	0	-0.833333333333333	0.80952380952381	-0.738095238095238	0	-0.714285714285714	0	-0.714285714285714	-0.80952380952381	0	0	0.857142857142857	-0.826362120720149	-0.829515062006253	0.738095238095238	0.833333333333333	0	0	-0.761904761904762	0	-0.738095238095238	0	0	0	-0.786386748619354	0	0	0	-0.786386748619354	0	0	0	0	-0.952380952380952	-0.886243433815812	0.714285714285714	0	0	-0.710284805204577	-0.761904761904762	0	0	0	0.80952380952381	-0.86248869203413	0	0	0	0	0	0	-0.86248869203413	-0.761019434147762	0	-0.786386748619354	0	-0.80511756018254	-0.710284805204577	-0.786386748619354	-0.811754063090946	-0.786386748619354	-0.761019434147762	-0.86248869203413	-0.710284805204577	0	0	-0.761019434147762	0	0	0	-0.902707567477393	0	-0.761019434147762	0	0	-0.735652119676169	-0.710284805204577	0.714285714285714	0	0	0	0.826362120720149	-0.837121377562538	0	-0.756322556535113	0	0	0	-0.761019434147762	0	-0.811754063090946	-0.86248869203413	-0.786386748619354	0	0	-0.736485379546474	0	0.754504545005353	0.742528282386221	0	0	-0.887856006505722	-0.833333333333333	0.761904761904762	0	-0.853912563829967	0.756322556535113	-0.902707567477393	0	-0.86248869203413	0	0	0	0	-0.887856006505722	0	-0.763762615825973	-0.913223320977314	0	-0.730552019767088	-0.710284805204577	-0.780720058358827	0	0.761904761904762	0	-0.761019434147762	-0.707527552887687	0	-0.80511756018254	-0.837121377562538	0	-0.735652119676169	0	0	-0.791039852105472	0	-0.837121377562538	0	-0.86248869203413	-0.791039852105472	-0.732588631506546	0	0	0	0	0	0	0	-0.732588631506546	0	-0.763762615825973	0	0	-0.732588631506546	0	0
FUNasv92	0.742528282386221	0.742528282386221	0	0	0	0	0.862290908577547	0	0	0	0	0	0	-0.838338383339281	0	-0.742528282386221	0.742528282386221	0.859041213929178	0.802409595481884	0.897590361445783	0.766480807624486	0.778457070243618	0	0	0	0	0.736321040510724	0	0	0	0	0.778457070243618	0	0.802409595481884	0.934148484292342	0.790433332862751	0	0.816629506704908	0	0	0	0.816629506704908	0.922172221673209	0	0.730552019767088	0.850314645958414	0	0.740963855421687	0	0	0	0.918708195043021	0.742528282386221	0.768349819927832	0	0.838338383339281	0	0.867668850873964	0.867668850873964	0	0	0.981761387347632	0	0	0.867668850873964	0.765590162535851	0.855421686746988	0.918708195043021	0	0.859041213929178	0.918708195043021	0.816629506704908	0.918708195043021	0.816629506704908	0.765590162535851	0.765590162535851	0.918708195043021	0	-0.850314645958414	0.893188522958493	0	0	0.850314645958414	0.711777005827033	0	0.867668850873964	0	0	0.765590162535851	0.842149178789436	-0.766480807624486	0	-0.871313231271023	0	-0.734939759036145	0.816629506704908	0.957217352663941	0	0	0	0	0.765590162535851	0	0.918708195043021	0.867668850873964	0.816629506704908	0	0	0	0.867668850873964	0	-0.867469879518072	0	0	0.867668850873964	0.754504545005353	0	0	0.785409109878106	-0.785409109878106	0	0	0.867668850873964	0	0	0	0	0.867668850873964	0.826362120720149	0	0.714550818366794	0.795790884925255	0.807228915662651	0.918708195043021	0.711777005827033	0	-0.718575757147955	0	0.944227867127549	0.834497179245487	0	0.736321040510724	0.816629506704908	0	0.765590162535851	0	0	0	0	0.816629506704908	0	0.867668850873964	0	0	0	0	0	0	0	0	0	0	0.768349819927832	0	0	0	0	0	0
FUNasv93	0.86248869203413	0.86248869203413	0.786386748619354	0	0	0	0.913223320977314	0	0.86248869203413	0	0	-0.837121377562538	0	-0.761019434147762	0.761019434147762	-0.837121377562538	0.86248869203413	0.883787916347062	0.86248869203413	0.918708195043021	0.86248869203413	0.86248869203413	0	0	-0.786386748619354	0.867668850873964	0.883787916347062	-0.761019434147762	-0.837121377562538	0	0	0.938590635448906	0	0.913223320977314	0.938590635448906	0.811754063090946	0	0.918918918918919	0	0	0	0.918918918918919	0.837121377562538	0	0.824437720326742	0.837121377562538	0.761019434147762	0.765590162535851	-0.773703091383558	-0.710284805204577	0.918708195043021	0	0.837121377562538	0.84279538089269	0.773703091383558	0.913223320977314	-0.735652119676169	0.837837837837838	0.972972972972973	0	0	0.935775440838066	0	0.78467156152078	0.837837837837838	0.891891891891892	0.714550818366794	0.918918918918919	0	0.805806629610556	1	0.918918918918919	0.945945945945946	0.918918918918919	0.891891891891892	0.837837837837838	1	0	-0.913223320977314	0.972972972972973	0	0	0.786386748619354	0.779812867365055	0	0.891891891891892	0.727310654409058	0	0.864864864864865	0.918918918918919	-0.710284805204577	0.78467156152078	-0.779812867365055	0	-0.8549090148317	0.810810810810811	0.961769203083567	0.85779415410156	0	0	0	0.891891891891892	0	0.945945945945946	0.837837837837838	0.918918918918919	0	0	0	0.972972972972973	0	-0.931468031085285	0	0	0.864864864864865	0.86248869203413	-0.837121377562538	0	0.805806629610556	-0.909781678592564	0.805806629610556	0	0.837837837837838	0	0	0	0	0.864864864864865	0.811754063090946	0	0.72972972972973	0.813733471206735	0.791109834620379	1	0.779812867365055	0	-0.710284805204577	0	0.972972972972973	0.961769203083567	0	0.727825342874051	0.810810810810811	0	0.864864864864865	0	0	0	0	0.810810810810811	0	0.837837837837838	0	0	0	0.726547742148871	0	0	0	0	0	0	0.84279538089269	0	0	0	0	0	0
FUNasv98	0	0	0.880952380952381	0.714285714285714	0	0	0	0	0.714285714285714	0	0	-0.785714285714286	0	-0.833333333333333	0.714285714285714	-0.904761904761905	0	0	0	0	0.785714285714286	0.904761904761905	0	0.714285714285714	0	0.742528282386221	0	-0.738095238095238	-0.738095238095238	0	0	0.785714285714286	0	0.80952380952381	0	0	0	0.710284805204577	0	0	0	0.710284805204577	0.785714285714286	0	0	0.785714285714286	0.857142857142857	0	0	-0.761904761904762	0.742528282386221	0.837121377562538	0	0	0	0.785714285714286	-0.833333333333333	0.887856006505722	0.86248869203413	0	0	0.756322556535113	0	0	0.887856006505722	0.735652119676169	0	0.913223320977314	0	0.87831006565368	0.837121377562538	0.710284805204577	0.786386748619354	0.710284805204577	0.735652119676169	0	0.837121377562538	0	-0.714285714285714	0.761019434147762	0	0	0	0.756322556535113	0	0.938590635448906	0	0	0.86248869203413	0.913223320977314	-0.785714285714286	0	-0.707527552887687	0	-0.97007727214974	0.913223320977314	0.7319250547114	0.780720058358827	0	0	0	0.735652119676169	0	0.786386748619354	0.887856006505722	0.710284805204577	0	0	0	0.86248869203413	-0.874267171196679	-0.754504545005353	0	0	0.761019434147762	0.952380952380952	-0.80952380952381	0	0.927105069301107	-0.975900072948533	0	0	0.887856006505722	0	0	0	0	0.761019434147762	0.714285714285714	0	0.786386748619354	0	0	0.837121377562538	0.707527552887687	0	-0.880952380952381	0	0.86248869203413	0.87831006565368	0	0.853912563829967	0.913223320977314	0	0.86248869203413	0	0	0	0	0.913223320977314	0	0.887856006505722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv100	0.84559432466447	0.84559432466447	0	0	0	0	0.87287156094397	0	0.84559432466447	0	0	-0.736485379546474	0	0	0	0	0.84559432466447	0.866476341281168	0.84559432466447	0.878114079917523	0	0	0	0	-0.791039852105472	0.8506730149201	0.866476341281168	0	-0.736485379546474	0	0	0.791039852105472	0	0.87287156094397	0.791039852105472	0	0.75	0.900919200264599	0	0	0	0.900919200264599	0	0.75	0.87287156094397	0	0	0.768349819927832	-0.84559432466447	0	0.768349819927832	0.84279538089269	0	0	0.84559432466447	0	0	0	0.726547742148871	0.75	0.75	0.782623792124926	0.75	0.96875	0	0.78467156152078	0	0	0.75	0	0.84279538089269	0.900919200264599	0.900919200264599	0.900919200264599	0.78467156152078	0.84279538089269	0.84279538089269	0.75	0	0.929981109950554	0	0	0	0.782623792124926	0.75	0	0	0.75	0	0	0	0.96875	0	0.75	0	0	0.810574641843674	0.754672942406179	0	0.75	0.75	0.78467156152078	0	0.900919200264599	0	0.900919200264599	0.75	0.75	0.90625	0.726547742148871	0	-0.782070352426544	0.75	0	0.84279538089269	0	-0.736485379546474	0.75	0	0	0.810574641843674	0.75	0	0	0	0.75	0	0.84279538089269	0	0	0	0.96875	0.795790884925255	0.84279538089269	0	0	0	0.75	0.813733471206735	0.810574641843674	0.75	0	0	0	0	0	0	0.875	0	0	0	0	0.875	0	0	0	0	0	0	0	0.75	0	1	0	0	0	0	0	0
