nodes_id	degree	modularity
FUNasv2	82	5
FUNasv5	81	5
FUNasv6	76	3
FUNasv7	11	3
FUNasv9	7	3
FUNasv10	4	5
FUNasv11	78	5
FUNasv12	87	5
FUNasv13	33	5
FUNasv14	82	5
FUNasv16	3	5
FUNasv18	4	4
FUNasv24	80	5
FUNasv27	4	1
FUNasv29	66	3
FUNasv30	77	5
FUNasv32	81	5
FUNasv33	82	5
FUNasv34	81	5
FUNasv35	84	5
FUNasv38	91	3
FUNasv40	85	3
FUNasv41	5	1
FUNasv43	11	3
FUNasv44	82	5
FUNasv45	83	5
FUNasv49	84	5
FUNasv51	80	5
FUNasv52	80	5
FUNasv53	2	2
FUNasv55	81	3
FUNasv58	2	2
FUNasv62	86	5
FUNasv63	80	3
FUNasv67	32	5
FUNasv68	84	2
FUNasv71	98	5
FUNasv75	35	5
FUNasv76	6	3
FUNasv78	98	5
FUNasv81	75	3
FUNasv85	56	5
FUNasv86	76	3
FUNasv87	74	5
FUNasv88	71	5
FUNasv89	58	5
FUNasv91	72	5
FUNasv92	79	3
FUNasv93	97	5
FUNasv98	83	3
FUNasv101	55	5
FUNasv102	95	2
FUNasv103	71	5
FUNasv106	90	3
FUNasv107	105	2
FUNasv112	85	3
FUNasv117	90	3
FUNasv118	93	5
FUNasv120	93	3
FUNasv122	76	3
FUNasv123	97	5
FUNasv124	98	5
FUNasv125	95	5
FUNasv127	98	5
FUNasv128	93	5
FUNasv129	93	5
FUNasv130	97	5
FUNasv132	91	3
FUNasv136	97	5
FUNasv138	4	4
FUNasv140	7	4
FUNasv141	81	5
FUNasv145	92	3
FUNasv146	54	5
FUNasv151	100	2
FUNasv154	101	3
FUNasv156	68	3
FUNasv167	85	3
FUNasv169	89	3
FUNasv175	85	5
FUNasv176	5	4
FUNasv180	93	5
FUNasv182	79	5
FUNasv184	95	5
FUNasv185	90	3
FUNasv187	98	5
FUNasv192	49	5
FUNasv197	49	3
FUNasv201	105	2
FUNasv207	83	3
FUNasv212	89	5
FUNasv220	88	3
FUNasv221	22	2
FUNasv224	75	5
FUNasv227	79	3
FUNasv230	84	5
FUNasv235	90	3
FUNasv237	51	3
FUNasv238	22	2
FUNasv241	53	5
FUNasv243	53	5
FUNasv250	49	3
FUNasv252	89	5
FUNasv254	82	2
FUNasv256	22	2
FUNasv257	17	5
FUNasv259	81	5
FUNasv269	82	5
FUNasv270	97	5
FUNasv272	84	5
FUNasv276	7	1
FUNasv289	94	3
FUNasv295	88	3
FUNasv300	70	3
FUNasv308	50	3
FUNasv319	85	3
FUNasv328	100	2
FUNasv330	5	1
FUNasv332	7	2
FUNasv346	85	3
FUNasv353	36	2
FUNasv355	90	3
FUNasv365	53	5
FUNasv378	4	4
FUNasv406	10	5
FUNasv422	22	2
FUNasv427	4	5
FUNasv432	50	3
FUNasv434	22	2
FUNasv461	33	3
FUNasv463	33	3
FUNasv467	53	3
FUNasv507	31	3
FUNasv529	7	2
FUNasv580	22	2
FUNasv584	22	2
FUNasv610	7	2
FUNasv616	31	3
FUNasv643	33	3
