"","x"
"1",-0.0227272727272728
"2",-0.0227272727272728
"3",-0.0227272727272728
"4",-0.0227272727272728
"5",0.0454545454545454
"6",-0.0119617224880383
"7",-0.0119617224880383
"8",0.0454545454545454
"9",-0.0155502392344498
"10",-0.0227272727272728
"11",-0.0119617224880383
"12",-0.0227272727272728
"13",0.0454545454545454
"14",0.0454545454545454
"15",0.0454545454545454
"16",-0.0227272727272728
"17",-0.0119617224880383
"18",-0.0191387559808613
"19",0.0454545454545454
"20",-0.0155502392344498
"21",-0.0119617224880383
"22",-0.0227272727272728
"23",-0.0119617224880383
"24",-0.0191387559808613
"25",-0.0155502392344498
"26",0.0454545454545454
"27",-0.00837320574162689
"28",0.0454545454545454
"29",0.0454545454545454
"30",-0.0227272727272728
"31",-0.0227272727272728
"32",0.0454545454545454
"33",-0.0191387559808613
"34",0.0454545454545454
"35",0.0454545454545454
"36",-0.0191387559808613
"37",-0.0227272727272728
"38",-0.0119617224880383
"39",-0.0119617224880383
"40",0.0454545454545454
"41",0.0454545454545454
"42",-0.0227272727272728
"43",0.0454545454545454
"44",-0.0227272727272728
"45",0.0454545454545454
"46",0.0454545454545454
"47",-0.0119617224880383
"48",-0.0227272727272728
"49",-0.0227272727272728
"50",0.0454545454545454
"51",-0.0227272727272728
"52",-0.0227272727272728
"53",-0.0155502392344498
"54",0.0454545454545454
"55",0.0454545454545454
"56",-0.0191387559808613
"57",-0.00837320574162689
"58",-0.0227272727272728
"59",-0.00837320574162689
"60",-0.0227272727272728
"61",-0.00837320574162689
"62",-0.0191387559808613
"63",-0.0119617224880383
"64",-0.0227272727272728
"65",-0.0191387559808613
"66",-0.00837320574162689
"67",-0.00837320574162689
"68",-0.00837320574162689
"69",-0.00837320574162689
"70",-0.00837320574162689
"71",0.0454545454545454
"72",-0.0191387559808613
"73",-0.0227272727272728
"74",-0.0227272727272728
"75",-0.00837320574162689
"76",-0.0191387559808613
"77",-0.00837320574162689
"78",-0.00837320574162689
