nodes_id	within_module_connectivities	among_module_connectivities	degree	modularity
ProASV108	0	0	3	3
ProASV119	0	0.402777777777778	12	1
ProASV121	0	0	3	3
ProASV143	0	0	1	6
ProASV147	0	0.402777777777778	12	1
ProASV155	0	0	9	1
ProASV187	0	0	3	4
ProASV190	0	0.396694214876033	11	4
ProASV195	0	0.402777777777778	12	1
ProASV2	0	0	1	6
ProASV219	0	0.402777777777778	12	1
ProASV232	0	0.396694214876033	11	3
ProASV248	0	0	1	5
ProASV251	0	0.402777777777778	12	1
ProASV34	0	0	3	4
ProASV4	0	0.402777777777778	12	1
ProASV41	0	0	1	5
ProASV43	0	0.402777777777778	12	1
ProASV45	-0.866025403784439	0	1	2
ProASV48	0.866025403784439	0	2	2
ProASV67	0	0	9	1
ProASV72	0	0.396694214876033	11	4
ProASV79	0	0	3	3
ProASV94	0	0.402777777777778	12	1
ProASV95	-0.866025403784439	0	1	2
ProASV97	0.866025403784439	0	2	2
