,nodes_num,degree,clustering_coefficient,average_path_length,connectance,modularity,betweenness_centralization
Arable6_1,6,1,NA,1,0.2,0.666666666666667,0
Arable6_2,11,2.36363636363636,1,1,0.236363636363636,0.390532544378698,0
Arable6_3,13,1.84615384615385,1,1,0.153846153846154,0.666666666666667,0
Arable6_4,18,1.77777777777778,1,1,0.104575163398693,0.7734375,0
Arable9_1,3,2,1,1,1,-0.222222222222222,0
Arable9_2,19,3.89473684210526,1,1,0.216374269005848,0.398831263696129,0
Arable9_3,19,4.31578947368421,1,1,0.239766081871345,0.226055919095776,0
Arable9_4,26,3.46153846153846,1,1,0.138461538461538,0.574814814814815,0
