nodes_id	within_module_connectivities	among_module_connectivities	degree	modularity
ProASV187	0	0.396694214876033	11	2
ProASV188	0	0.345679012345679	9	1
ProASV190	0	0	3	2
ProASV193	0	0.345679012345679	9	1
ProASV226	0	0	1	4
ProASV234	0	0.345679012345679	9	1
ProASV248	0	0	1	5
ProASV256	0	0.345679012345679	9	1
ProASV3	0	0.345679012345679	9	1
ProASV33	0	0.345679012345679	9	1
ProASV34	0	0.396694214876033	11	2
ProASV41	0	0	1	5
ProASV61	0	0.345679012345679	9	1
ProASV72	0	0	3	2
ProASV77	0	0.345679012345679	9	1
ProASV92	0	0	1	4
ProASV95	0	0	1	3
ProASV97	0	0	1	3
